material_id,plant,supplier_id,valid_from,valid_to,fixed_vendor_flag,quota_percent,source_status
M500044,MTY1,S100011,2025-02-20,2028-02-10,N,33,VALID
M500044,MTY1,S100026,2024-06-17,2027-01-02,N,54,VALID
M500044,MTY1,S100003,2025-09-05,2027-04-14,N,10,VALID
M500045,PHX1,S100045,2024-06-05,2028-09-06,N,60,VALID
M500045,PHX1,S100011,2024-10-05,2028-09-04,N,46,VALID
M500045,PHX1,S100007,2025-10-26,2028-01-23,N,16,VALID
M500045,PHX1,S100042,2024-08-03,2026-11-17,N,10,VALID
M500045,AUS1,S100011,2024-07-28,2028-02-06,Y,34,VALID
M500045,AUS1,S100046,2024-06-09,2027-04-04,N,44,VALID
M500045,AUS1,S100045,2024-07-02,2027-12-30,N,42,VALID
M500045,AUS1,S100007,2025-12-25,2028-06-29,N,10,VALID
M500045,MTY1,S100001,2024-08-02,2027-04-01,N,21,VALID
M500045,MTY1,S100004,2025-12-19,2027-05-11,N,79,VALID
M500045,DAL1,S100048,2025-10-28,2026-11-01,N,57,VALID
M500045,DAL1,S100034,2024-03-30,2027-01-02,N,43,VALID
M500045,KCH1,S100004,2025-09-18,2027-04-07,N,69,VALID
M500045,KCH1,S100018,2025-11-04,2027-05-02,N,31,VALID
M500046,MTY1,S100027,2025-03-11,2026-10-13,N,100,VALID
M500046,PHX1,S100029,2025-02-18,2027-10-07,N,39,BLOCKED
M500046,PHX1,S100030,2024-03-19,2026-09-18,N,61,VALID
M500046,KCH1,S100031,2025-04-18,2027-09-17,N,100,VALID
M500046,AUS1,S100008,2025-06-09,2028-09-23,N,26,VALID
M500046,AUS1,S100002,2025-09-16,2028-03-29,N,74,VALID
M500046,DAL1,S100001,2024-07-27,2027-09-07,N,35,VALID
M500046,DAL1,S100033,2025-06-23,2028-08-12,N,34,VALID
M500046,DAL1,S100004,2025-01-10,2027-08-31,N,61,VALID
M500046,DAL1,S100024,2025-04-16,2028-06-27,N,10,VALID
M500047,PHX1,S100039,2025-07-02,2028-03-29,N,55,VALID
M500047,PHX1,S100050,2025-08-07,2027-01-05,N,39,VALID
M500047,PHX1,S100013,2025-04-21,2027-01-23,N,10,BLOCKED
M500047,DAL1,S100018,2024-03-24,2028-02-04,N,16,VALID
M500047,DAL1,S100044,2024-06-19,2028-07-29,N,70,VALID
M500047,DAL1,S100010,2024-05-04,2027-04-28,N,14,VALID
M500047,MTY1,S100017,2025-06-17,2027-01-10,N,31,VALID
M500047,MTY1,S100015,2024-08-22,2027-04-24,N,33,VALID
M500047,MTY1,S100013,2025-11-29,2028-08-18,N,14,BLOCKED
M500047,MTY1,S100036,2026-01-20,2027-09-12,N,22,VALID
M500047,KCH1,S100032,2024-06-27,2028-08-24,N,35,VALID
M500047,KCH1,S100022,2025-06-17,2027-11-16,N,33,VALID
M500047,KCH1,S100030,2024-06-19,2028-10-29,N,32,VALID
M500047,AUS1,S100009,2025-05-01,2027-09-08,Y,31,VALID
M500047,AUS1,S100006,2025-04-10,2028-01-28,N,68,VALID
M500047,AUS1,S100012,2025-09-24,2027-07-22,N,10,VALID
M500048,MTY1,S100008,2024-11-10,2027-06-04,Y,10,VALID
M500048,MTY1,S100016,2025-08-16,2027-09-24,N,90,VALID
M500048,AUS1,S100016,2024-12-19,2026-12-23,N,70,VALID
M500048,AUS1,S100011,2024-07-17,2027-10-22,N,30,VALID
M500049,AUS1,S100002,2024-08-20,2028-06-17,N,100,VALID
M500049,DAL1,S100008,2024-08-04,2027-11-26,Y,33,VALID
M500049,DAL1,S100006,2024-04-15,2027-06-08,N,67,VALID
M500050,MTY1,S100018,2024-03-24,2028-01-18,Y,66,VALID
M500050,MTY1,S100044,2024-08-25,2027-10-20,N,54,VALID
M500050,MTY1,S100042,2024-11-01,2027-12-02,N,10,VALID
M500050,DAL1,S100013,2025-10-26,2027-06-07,N,10,BLOCKED
M500050,DAL1,S100030,2024-11-25,2028-02-26,N,90,VALID
M500050,PHX1,S100003,2026-01-23,2027-01-28,N,100,VALID
M500050,AUS1,S100021,2025-08-02,2026-12-26,N,52,VALID
M500050,AUS1,S100030,2025-01-06,2028-02-18,N,48,VALID
M500050,KCH1,S100008,2024-05-21,2027-08-15,N,34,VALID
M500050,KCH1,S100013,2024-06-12,2028-06-16,N,66,BLOCKED
M500051,AUS1,S100009,2025-02-22,2028-07-01,N,49,VALID
M500051,AUS1,S100047,2024-05-28,2027-03-08,N,24,VALID
M500051,AUS1,S100024,2025-02-10,2027-12-24,N,27,VALID
M500051,KCH1,S100015,2025-11-20,2028-01-27,N,37,VALID
M500051,KCH1,S100028,2024-11-04,2026-10-11,N,63,VALID
M500051,DAL1,S100013,2025-11-08,2026-09-09,N,12,BLOCKED
M500051,DAL1,S100025,2025-07-05,2028-03-19,N,88,VALID
M500052,AUS1,S100046,2025-05-29,2028-11-01,N,65,VALID
M500052,AUS1,S100049,2025-07-11,2028-08-02,N,23,VALID
M500052,AUS1,S100017,2025-11-01,2028-10-06,N,50,VALID
M500052,AUS1,S100035,2024-04-02,2028-09-22,N,10,VALID
M500052,MTY1,S100047,2025-12-21,2027-09-16,Y,35,VALID
M500052,MTY1,S100023,2024-04-17,2026-10-15,N,65,VALID
M500052,KCH1,S100042,2025-10-23,2028-02-21,Y,100,VALID
M500052,DAL1,S100001,2025-04-01,2027-04-17,N,52,VALID
M500052,DAL1,S100032,2025-09-18,2026-09-08,N,48,VALID
M500052,PHX1,S100033,2025-04-30,2028-07-05,N,100,VALID
M500053,PHX1,S100021,2025-05-10,2028-11-12,N,100,VALID
M500053,DAL1,S100024,2025-11-21,2027-11-07,N,100,VALID
M500053,AUS1,S100018,2024-07-07,2028-09-02,N,15,VALID
M500053,AUS1,S100002,2025-08-12,2026-10-26,N,32,VALID
M500053,AUS1,S100037,2024-11-29,2027-02-04,N,20,VALID
M500053,AUS1,S100043,2025-11-11,2027-01-12,N,33,VALID
M500053,MTY1,S100037,2024-12-04,2028-05-22,N,58,VALID
M500053,MTY1,S100016,2024-07-18,2028-02-12,N,42,VALID
M500054,KCH1,S100015,2025-10-05,2027-11-17,N,21,VALID
M500054,KCH1,S100006,2024-08-19,2028-05-23,N,43,VALID
M500054,KCH1,S100039,2024-05-06,2027-03-26,N,63,VALID
M500054,KCH1,S100050,2025-10-22,2028-05-04,N,10,VALID
M500054,DAL1,S100002,2024-07-05,2028-06-08,N,53,VALID
M500054,DAL1,S100033,2024-06-27,2026-11-04,N,47,VALID
M500055,DAL1,S100019,2025-05-03,2027-12-30,Y,39,VALID
M500055,DAL1,S100037,2025-04-10,2027-07-08,N,35,VALID
M500055,DAL1,S100041,2025-04-19,2028-04-03,N,26,BLOCKED
M500055,KCH1,S100025,2026-01-14,2027-05-16,N,37,VALID
M500055,KCH1,S100023,2025-07-07,2027-12-20,N,63,VALID
M500056,KCH1,S100040,2025-10-28,2028-06-06,N,15,VALID
M500056,KCH1,S100012,2025-07-22,2026-10-15,N,30,VALID
M500056,KCH1,S100030,2025-02-24,2026-12-16,N,33,VALID
M500056,KCH1,S100029,2024-12-08,2027-06-28,N,22,BLOCKED
M500056,DAL1,S100040,2025-05-05,2027-10-23,N,69,VALID
M500056,DAL1,S100026,2025-07-06,2027-07-06,N,57,VALID
M500056,DAL1,S100023,2025-10-16,2027-10-05,N,10,VALID
M500056,MTY1,S100046,2024-07-05,2027-11-30,N,27,VALID
M500056,MTY1,S100017,2024-08-28,2028-10-11,N,73,VALID
M500056,PHX1,S100015,2025-03-18,2028-01-20,N,47,VALID
M500056,PHX1,S100004,2024-04-03,2028-02-22,N,53,VALID
M500057,DAL1,S100016,2025-09-09,2026-12-10,N,100,VALID
M500057,MTY1,S100049,2024-09-04,2027-08-17,Y,29,VALID
M500057,MTY1,S100003,2024-06-28,2027-01-08,N,40,VALID
M500057,MTY1,S100031,2024-07-17,2027-11-12,N,27,VALID
M500057,MTY1,S100021,2025-07-04,2028-03-28,N,10,VALID
M500057,KCH1,S100050,2024-11-02,2027-08-02,N,23,VALID
M500057,KCH1,S100008,2025-03-16,2028-04-13,N,77,VALID
M500057,AUS1,S100006,2025-12-09,2027-05-20,N,70,VALID
M500057,AUS1,S100037,2025-07-06,2026-11-20,N,34,VALID
M500057,AUS1,S100040,2025-07-23,2027-06-25,N,13,VALID
M500057,AUS1,S100014,2026-01-14,2027-05-07,N,10,VALID
M500057,PHX1,S100014,2025-06-25,2028-07-05,N,29,VALID
M500057,PHX1,S100042,2026-01-20,2026-09-28,N,63,VALID
M500057,PHX1,S100007,2025-05-06,2027-09-20,N,46,VALID
M500057,PHX1,S100002,2024-04-26,2028-07-04,N,10,VALID
M500058,DAL1,S100013,2025-03-28,2026-10-24,Y,23,BLOCKED
M500058,DAL1,S100003,2024-07-25,2028-05-11,N,20,VALID
M500058,DAL1,S100020,2025-03-10,2028-09-11,N,57,VALID
M500058,AUS1,S100001,2025-10-03,2027-07-30,N,11,VALID
M500058,AUS1,S100009,2025-07-08,2027-03-16,N,89,VALID
M500058,KCH1,S100030,2024-12-07,2027-01-18,N,64,VALID
M500058,KCH1,S100024,2025-05-09,2028-06-13,N,21,VALID
M500058,KCH1,S100001,2024-07-02,2028-03-17,N,57,VALID
M500058,KCH1,S100029,2025-07-11,2027-05-30,N,10,BLOCKED
M500058,PHX1,S100030,2026-02-01,2026-11-27,N,61,VALID
M500058,PHX1,S100005,2025-01-31,2026-10-24,N,13,VALID
M500058,PHX1,S100038,2024-04-12,2028-03-07,N,26,VALID
M500058,MTY1,S100017,2024-06-12,2027-03-01,N,49,VALID
M500058,MTY1,S100027,2024-11-23,2027-01-30,N,44,VALID
M500058,MTY1,S100007,2025-12-14,2027-02-26,N,10,VALID
M500059,AUS1,S100026,2025-06-02,2028-01-27,N,55,VALID
M500059,AUS1,S100049,2024-07-10,2028-10-21,N,38,VALID
M500059,AUS1,S100035,2025-12-31,2026-12-26,N,15,VALID
M500059,AUS1,S100019,2025-02-28,2028-07-30,N,10,VALID
M500059,KCH1,S100030,2025-12-29,2028-01-04,N,100,VALID
M500059,DAL1,S100007,2025-06-05,2028-08-06,N,49,VALID
M500059,DAL1,S100038,2025-08-22,2027-01-18,N,21,VALID
M500059,DAL1,S100040,2025-07-07,2028-03-18,N,30,VALID
M500059,PHX1,S100010,2025-08-21,2027-09-15,N,34,VALID
M500059,PHX1,S100008,2025-08-05,2027-03-13,N,66,VALID
M500059,MTY1,S100019,2026-01-30,2027-07-04,N,38,VALID
M500059,MTY1,S100020,2026-02-05,2027-05-30,N,62,VALID
M500060,KCH1,S100050,2024-06-01,2028-10-18,N,14,VALID
M500060,KCH1,S100033,2025-08-15,2027-10-06,N,49,VALID
M500060,KCH1,S100044,2025-03-30,2027-10-24,N,57,VALID
M500060,KCH1,S100023,2025-03-28,2027-02-16,N,10,VALID
M500060,DAL1,S100006,2025-09-25,2028-05-06,Y,15,VALID
M500060,DAL1,S100026,2025-05-01,2026-12-23,N,47,VALID
M500060,DAL1,S100023,2024-06-22,2027-07-17,N,19,VALID
M500060,DAL1,S100035,2025-06-24,2027-11-15,N,19,VALID
M500060,MTY1,S100040,2024-04-08,2028-10-16,N,28,VALID
M500060,MTY1,S100047,2024-05-20,2028-02-03,N,72,VALID
M500060,AUS1,S100014,2025-07-04,2028-06-26,N,16,VALID
M500060,AUS1,S100047,2025-09-10,2026-10-30,N,84,VALID
M500060,PHX1,S100024,2025-04-20,2028-01-31,N,100,VALID
M500061,DAL1,S100035,2026-02-09,2026-12-10,N,67,VALID
M500061,DAL1,S100032,2025-01-15,2027-07-08,N,13,VALID
M500061,DAL1,S100026,2025-01-16,2027-02-23,N,60,VALID
M500061,DAL1,S100020,2024-10-14,2027-05-03,N,10,VALID
M500061,PHX1,S100026,2025-10-19,2028-04-27,N,59,VALID
M500061,PHX1,S100048,2025-09-26,2028-08-27,N,49,VALID
M500061,PHX1,S100020,2025-08-14,2026-09-12,N,10,VALID
M500062,DAL1,S100035,2024-10-08,2028-01-31,N,28,VALID
M500062,DAL1,S100014,2024-05-29,2027-11-26,N,40,VALID
M500062,DAL1,S100008,2024-06-19,2028-05-14,N,32,VALID
M500062,KCH1,S100008,2026-01-28,2026-10-23,Y,45,VALID
M500062,KCH1,S100048,2025-12-16,2026-08-31,N,55,VALID
M500062,AUS1,S100013,2025-11-11,2026-08-29,N,22,BLOCKED
M500062,AUS1,S100035,2024-08-24,2027-04-23,N,66,VALID
M500062,AUS1,S100026,2024-12-17,2028-05-17,N,12,VALID
M500062,MTY1,S100029,2025-01-06,2028-02-23,N,100,BLOCKED
M500063,MTY1,S100036,2024-09-22,2028-05-11,N,66,VALID
M500063,MTY1,S100014,2024-12-27,2028-09-28,N,34,VALID
M500063,AUS1,S100012,2024-11-30,2028-03-13,N,25,VALID
M500063,AUS1,S100026,2024-09-18,2028-11-13,N,52,VALID
M500063,AUS1,S100030,2024-03-30,2028-03-01,N,16,VALID
M500063,AUS1,S100007,2024-11-02,2028-09-18,N,10,VALID
M500063,KCH1,S100046,2026-01-28,2027-10-15,N,70,VALID
M500063,KCH1,S100049,2024-05-14,2028-09-04,N,37,VALID
M500063,KCH1,S100048,2024-08-31,2026-12-06,N,10,VALID
M500063,DAL1,S100030,2024-12-25,2026-12-23,N,38,VALID
M500063,DAL1,S100039,2024-07-04,2028-02-23,N,62,VALID
M500063,PHX1,S100012,2025-09-16,2028-08-13,N,55,VALID
M500063,PHX1,S100048,2025-08-27,2028-05-13,N,58,VALID
M500063,PHX1,S100044,2025-07-23,2027-07-07,N,38,VALID
M500063,PHX1,S100002,2025-03-21,2027-04-11,N,10,VALID
M500064,MTY1,S100048,2024-06-05,2026-09-18,N,65,VALID
M500064,MTY1,S100020,2025-04-12,2026-10-29,N,47,VALID
M500064,MTY1,S100009,2026-02-14,2028-03-14,N,45,VALID
M500064,MTY1,S100038,2024-07-25,2027-08-21,N,10,VALID
M500064,AUS1,S100005,2024-06-05,2028-01-24,N,61,VALID
M500064,AUS1,S100033,2024-05-13,2027-08-12,N,43,VALID
M500064,AUS1,S100013,2025-10-31,2027-09-19,N,10,BLOCKED
M500065,PHX1,S100021,2024-04-10,2028-06-11,N,20,VALID
M500065,PHX1,S100001,2026-01-16,2027-02-09,N,63,VALID
M500065,PHX1,S100039,2025-01-04,2027-06-18,N,17,VALID
M500065,DAL1,S100018,2025-06-04,2027-08-28,N,63,VALID
M500065,DAL1,S100035,2025-08-07,2028-07-07,N,37,VALID
M500066,PHX1,S100040,2024-10-20,2027-05-21,N,57,VALID
M500066,PHX1,S100039,2025-06-20,2026-09-09,N,43,VALID
M500066,KCH1,S100001,2025-07-15,2026-10-12,N,100,VALID
M500066,DAL1,S100042,2025-02-16,2027-09-26,N,68,VALID
M500066,DAL1,S100014,2024-04-08,2027-06-23,N,44,VALID
M500066,DAL1,S100002,2026-01-29,2028-06-25,N,10,VALID
M500067,AUS1,S100008,2024-05-12,2028-10-02,Y,100,VALID
M500067,PHX1,S100019,2024-06-12,2028-04-26,N,18,VALID
M500067,PHX1,S100020,2025-01-03,2027-09-13,N,45,VALID
M500067,PHX1,S100017,2025-10-11,2026-12-23,N,37,VALID
M500067,KCH1,S100009,2025-08-13,2027-02-27,Y,21,VALID
M500067,KCH1,S100021,2026-01-18,2027-05-17,N,38,VALID
M500067,KCH1,S100028,2025-03-21,2027-09-11,N,28,VALID
M500067,KCH1,S100050,2025-11-11,2027-04-20,N,13,VALID
M500068,AUS1,S100019,2025-02-26,2027-04-06,Y,56,VALID
M500068,AUS1,S100022,2025-06-07,2027-10-03,N,44,VALID
M500068,MTY1,S100050,2024-05-10,2027-12-13,N,19,VALID
M500068,MTY1,S100041,2025-06-10,2028-05-19,N,81,BLOCKED
M500068,PHX1,S100011,2025-04-11,2027-02-16,N,52,VALID
M500068,PHX1,S100012,2024-09-21,2027-07-27,N,17,VALID
M500068,PHX1,S100038,2025-12-23,2027-08-05,N,31,VALID
M500068,DAL1,S100039,2024-11-09,2027-07-06,N,38,VALID
M500068,DAL1,S100006,2025-09-26,2027-06-26,N,59,VALID
M500068,DAL1,S100017,2024-11-02,2026-12-25,N,10,VALID
M500068,KCH1,S100017,2024-06-10,2027-03-22,Y,64,VALID
M500068,KCH1,S100019,2025-08-02,2026-12-31,N,36,VALID
M500069,PHX1,S100042,2024-06-12,2027-02-28,N,68,VALID
M500069,PHX1,S100034,2024-07-27,2026-11-03,N,32,VALID
M500069,AUS1,S100001,2024-07-29,2027-11-14,Y,62,VALID
M500069,AUS1,S100019,2025-04-10,2027-10-18,N,38,VALID
M500070,AUS1,S100033,2025-10-31,2027-08-25,N,65,VALID
M500070,AUS1,S100004,2024-10-15,2027-11-22,N,15,VALID
M500070,AUS1,S100007,2025-12-13,2027-07-09,N,47,VALID
M500070,AUS1,S100037,2024-06-08,2028-04-06,N,10,VALID
M500070,KCH1,S100004,2024-06-28,2028-11-12,Y,46,VALID
M500070,KCH1,S100040,2024-10-14,2027-04-16,N,31,VALID
M500070,KCH1,S100038,2025-11-12,2028-08-16,N,23,VALID
M500071,AUS1,S100011,2025-05-10,2028-09-17,N,34,VALID
M500071,AUS1,S100042,2025-02-03,2027-11-17,N,47,VALID
M500071,AUS1,S100019,2024-05-08,2028-08-22,N,19,VALID
M500071,MTY1,S100038,2025-12-27,2027-02-25,Y,100,VALID
M500071,PHX1,S100009,2025-04-17,2028-02-18,N,100,VALID
M500072,AUS1,S100022,2024-07-03,2028-02-18,N,100,VALID
M500072,DAL1,S100032,2024-08-31,2026-12-11,Y,35,VALID
M500072,DAL1,S100049,2025-03-05,2028-10-04,N,42,VALID
M500072,DAL1,S100011,2024-06-03,2028-01-11,N,25,VALID
M500072,DAL1,S100034,2026-01-25,2028-09-19,N,10,VALID
M500072,PHX1,S100029,2024-10-26,2028-04-07,Y,100,BLOCKED
M500073,KCH1,S100015,2024-05-15,2028-06-28,N,15,VALID
M500073,KCH1,S100024,2024-04-04,2027-07-18,N,85,VALID
M500073,DAL1,S100037,2025-06-16,2028-11-09,N,100,VALID
M500073,PHX1,S100020,2025-10-16,2027-05-02,N,32,VALID
M500073,PHX1,S100009,2024-08-19,2026-12-07,N,62,VALID
M500073,PHX1,S100042,2025-10-02,2027-06-28,N,13,VALID
M500073,PHX1,S100021,2025-03-03,2028-08-08,N,10,VALID
M500073,AUS1,S100006,2024-06-14,2027-10-10,N,42,VALID
M500073,AUS1,S100014,2025-03-13,2028-03-05,N,50,VALID
M500073,AUS1,S100045,2025-04-25,2027-11-30,N,50,VALID
M500073,AUS1,S100023,2025-01-29,2027-04-28,N,10,VALID
M500073,MTY1,S100007,2025-01-25,2027-06-19,Y,100,VALID
M500074,DAL1,S100031,2024-11-07,2026-09-23,N,21,VALID
M500074,DAL1,S100032,2026-02-13,2027-08-12,N,79,VALID
M500074,PHX1,S100017,2024-12-22,2026-11-12,Y,53,VALID
M500074,PHX1,S100005,2025-07-23,2027-08-03,N,50,VALID
M500074,PHX1,S100046,2025-05-22,2026-10-08,N,10,VALID
M500074,AUS1,S100009,2024-10-03,2027-04-02,Y,100,VALID
M500075,AUS1,S100017,2024-05-10,2027-05-18,N,100,VALID
M500075,DAL1,S100014,2024-07-09,2026-10-10,N,36,VALID
M500075,DAL1,S100002,2025-08-24,2027-02-19,N,46,VALID
M500075,DAL1,S100037,2024-11-09,2028-10-17,N,18,VALID
M500076,KCH1,S100035,2024-10-03,2026-12-30,N,18,VALID
M500076,KCH1,S100048,2025-11-01,2028-10-09,N,17,VALID
M500076,KCH1,S100030,2025-04-11,2027-03-27,N,65,VALID
M500076,AUS1,S100014,2025-02-15,2028-02-01,Y,51,VALID
M500076,AUS1,S100036,2025-06-05,2026-11-30,N,10,VALID
M500076,AUS1,S100031,2025-10-25,2027-08-18,N,68,VALID
M500076,AUS1,S100029,2025-08-11,2028-03-06,N,10,BLOCKED
M500076,MTY1,S100017,2025-12-10,2028-06-26,N,100,VALID
M500077,PHX1,S100030,2025-05-07,2026-11-01,Y,58,VALID
M500077,PHX1,S100009,2024-07-19,2027-04-03,N,16,VALID
M500077,PHX1,S100001,2024-05-22,2028-01-02,N,13,VALID
M500077,PHX1,S100018,2025-09-23,2028-10-02,N,13,VALID
M500077,MTY1,S100010,2024-07-09,2027-10-16,Y,65,VALID
M500077,MTY1,S100048,2025-04-27,2026-09-09,N,21,VALID
M500077,MTY1,S100025,2024-12-15,2026-12-06,N,21,VALID
M500077,MTY1,S100017,2025-08-04,2027-07-04,N,10,VALID
M500077,KCH1,S100031,2026-02-05,2027-01-25,N,100,VALID
M500077,DAL1,S100003,2024-06-19,2027-08-04,N,100,VALID
M500078,PHX1,S100013,2026-01-17,2026-09-05,N,47,BLOCKED
M500078,PHX1,S100027,2025-06-13,2027-01-12,N,41,VALID
M500078,PHX1,S100035,2024-11-02,2027-04-04,N,12,VALID
M500078,DAL1,S100011,2025-07-23,2028-03-01,N,16,VALID
M500078,DAL1,S100006,2024-04-18,2027-09-29,N,84,VALID
M500078,AUS1,S100046,2024-12-27,2026-12-18,N,57,VALID
M500078,AUS1,S100050,2026-02-11,2027-12-04,N,63,VALID
M500078,AUS1,S100018,2025-07-02,2028-10-11,N,10,VALID
M500078,KCH1,S100006,2026-02-02,2027-01-20,N,35,VALID
M500078,KCH1,S100042,2024-04-08,2028-09-11,N,65,VALID
M500078,MTY1,S100025,2025-07-19,2028-07-16,Y,11,VALID
M500078,MTY1,S100040,2025-10-07,2027-12-20,N,89,VALID
M500079,KCH1,S100044,2025-10-03,2027-05-29,N,100,VALID
M500079,DAL1,S100003,2025-10-27,2027-07-19,N,52,VALID
M500079,DAL1,S100009,2024-12-30,2028-10-09,N,44,VALID
M500079,DAL1,S100007,2024-10-15,2028-03-17,N,26,VALID
M500079,DAL1,S100037,2025-07-13,2027-12-13,N,10,VALID
M500079,MTY1,S100020,2024-09-12,2028-10-01,Y,11,VALID
M500079,MTY1,S100030,2026-01-15,2028-01-10,N,46,VALID
M500079,MTY1,S100017,2024-11-27,2027-06-29,N,43,VALID
M500079,AUS1,S100039,2025-07-30,2028-11-07,N,63,VALID
M500079,AUS1,S100047,2024-11-15,2026-10-05,N,27,VALID
M500079,AUS1,S100041,2025-03-28,2027-06-02,N,36,BLOCKED
M500079,AUS1,S100009,2025-12-12,2027-02-12,N,10,VALID
M500079,PHX1,S100022,2025-07-09,2026-08-28,Y,58,VALID
M500079,PHX1,S100001,2025-01-01,2027-12-03,N,57,VALID
M500079,PHX1,S100014,2024-09-07,2028-02-10,N,10,VALID
M500080,KCH1,S100008,2024-07-04,2026-11-28,N,11,VALID
M500080,KCH1,S100026,2024-11-07,2028-09-23,N,22,VALID
M500080,KCH1,S100001,2026-01-03,2027-09-27,N,67,VALID
M500080,MTY1,S100036,2024-12-09,2027-12-30,N,100,VALID
M500080,AUS1,S100044,2025-10-19,2026-12-03,N,37,VALID
M500080,AUS1,S100015,2025-11-22,2027-07-17,N,66,VALID
M500080,AUS1,S100016,2025-05-28,2027-07-29,N,10,VALID
M500081,AUS1,S100013,2024-05-07,2027-05-19,N,100,BLOCKED
M500081,DAL1,S100018,2026-01-18,2027-11-26,N,36,VALID
M500081,DAL1,S100027,2025-05-14,2027-10-14,N,64,VALID
M500081,MTY1,S100036,2025-09-29,2027-05-26,N,100,VALID
M500081,KCH1,S100009,2024-09-10,2027-11-26,N,24,VALID
M500081,KCH1,S100042,2026-01-14,2028-02-20,N,76,VALID
M500082,PHX1,S100009,2025-02-15,2028-06-08,N,60,VALID
M500082,PHX1,S100030,2026-02-09,2027-06-23,N,11,VALID
M500082,PHX1,S100015,2024-08-02,2028-08-13,N,29,VALID
M500082,AUS1,S100041,2024-07-19,2026-09-13,N,32,BLOCKED
M500082,AUS1,S100021,2024-06-11,2027-02-19,N,68,VALID
M500082,MTY1,S100006,2025-10-10,2028-03-23,Y,100,VALID
M500083,PHX1,S100009,2024-05-16,2027-11-06,Y,57,VALID
M500083,PHX1,S100037,2025-01-30,2026-09-06,N,43,VALID
M500083,AUS1,S100020,2025-04-11,2028-06-26,Y,12,VALID
M500083,AUS1,S100025,2026-01-23,2026-12-13,N,34,VALID
M500083,AUS1,S100047,2024-09-24,2028-08-31,N,54,VALID
M500083,MTY1,S100017,2024-07-26,2027-10-31,Y,32,VALID
M500083,MTY1,S100016,2024-03-24,2027-01-02,N,68,VALID
M500083,DAL1,S100033,2025-01-12,2027-10-28,N,100,VALID
M500083,KCH1,S100018,2024-05-22,2027-11-21,N,69,VALID
M500083,KCH1,S100005,2024-05-20,2027-06-22,N,31,VALID
M500084,AUS1,S100041,2025-07-20,2027-08-31,Y,100,BLOCKED
M500084,PHX1,S100020,2025-05-15,2027-03-28,N,30,VALID
M500084,PHX1,S100010,2025-10-27,2027-01-27,N,19,VALID
M500084,PHX1,S100009,2025-02-18,2027-02-09,N,48,VALID
M500084,PHX1,S100016,2024-04-13,2028-08-02,N,10,VALID
M500084,KCH1,S100043,2024-05-31,2028-01-12,N,100,VALID
M500084,MTY1,S100001,2025-06-23,2027-07-06,Y,37,VALID
M500084,MTY1,S100043,2025-08-18,2028-09-05,N,63,VALID
M500085,PHX1,S100026,2024-12-30,2027-05-18,N,100,VALID
M500085,KCH1,S100006,2025-02-03,2027-07-10,Y,62,VALID
M500085,KCH1,S100011,2026-01-18,2026-12-25,N,38,VALID
M500085,AUS1,S100001,2024-05-01,2028-01-25,N,16,VALID
M500085,AUS1,S100016,2024-11-17,2028-03-11,N,48,VALID
M500085,AUS1,S100032,2025-05-11,2026-09-28,N,61,VALID
M500085,AUS1,S100010,2025-10-31,2028-10-02,N,10,VALID
M500085,MTY1,S100003,2024-05-13,2028-10-09,N,66,VALID
M500085,MTY1,S100050,2024-09-16,2027-05-17,N,56,VALID
M500085,MTY1,S100048,2024-08-30,2027-07-28,N,62,VALID
M500085,MTY1,S100007,2025-07-22,2027-11-17,N,10,VALID
M500085,DAL1,S100031,2025-08-31,2028-03-19,N,100,VALID
M500086,PHX1,S100039,2024-10-26,2026-12-18,N,24,VALID
M500086,PHX1,S100049,2024-05-28,2027-12-20,N,59,VALID
M500086,PHX1,S100004,2025-01-20,2027-05-10,N,50,VALID
M500086,PHX1,S100046,2024-10-09,2027-08-07,N,10,VALID
M500086,DAL1,S100012,2025-04-30,2028-03-08,Y,100,VALID
M500087,PHX1,S100001,2025-08-28,2028-06-22,N,100,VALID
M500087,KCH1,S100011,2024-06-28,2026-10-03,N,35,VALID
M500087,KCH1,S100008,2024-11-08,2027-05-18,N,65,VALID
M500088,DAL1,S100005,2025-10-19,2027-05-04,N,54,VALID
M500088,DAL1,S100028,2025-10-22,2027-10-16,N,13,VALID
M500088,DAL1,S100040,2024-10-14,2026-09-04,N,33,VALID
M500088,AUS1,S100011,2025-10-25,2028-05-21,N,54,VALID
M500088,AUS1,S100019,2025-12-12,2027-04-08,N,42,VALID
M500088,AUS1,S100014,2025-12-03,2026-09-10,N,10,VALID
M500088,PHX1,S100005,2025-02-09,2028-10-15,N,56,VALID
M500088,PHX1,S100025,2025-06-12,2027-04-19,N,55,VALID
M500088,PHX1,S100031,2025-04-06,2028-03-11,N,10,VALID
M500088,MTY1,S100032,2025-09-11,2028-01-10,N,59,VALID
M500088,MTY1,S100027,2024-08-01,2027-08-06,N,25,VALID
M500088,MTY1,S100017,2025-12-01,2027-11-28,N,16,VALID
M500088,KCH1,S100049,2025-11-09,2027-08-10,N,42,VALID
M500088,KCH1,S100037,2025-09-06,2027-04-15,N,39,VALID
M500088,KCH1,S100032,2024-11-29,2028-10-10,N,19,VALID
M500089,KCH1,S100030,2024-11-22,2026-12-08,Y,14,VALID
M500089,KCH1,S100010,2025-01-20,2027-05-22,N,33,VALID
M500089,KCH1,S100003,2025-12-17,2027-04-04,N,52,VALID
