po_number,item_number,acknowledgement_status,acknowledged_qty,committed_delivery_date,supplier_confirm_number,last_supplier_response_date,response_source,buyer_followup_count
4500000068,00040,ACKNOWLEDGED,1073,2026-06-02,SCN226606,2026-03-03,EMAIL,1
4500000068,00050,MISSING,0,2026-05-13,,,,4
4500000069,00010,PROMISED_LATE,14,2026-04-12,SCN656721,2026-03-08,PHONE_NOTE,0
4500000069,00020,PRICE_DISPUTE,39,2026-04-11,SCN712592,2026-03-14,EDI,0
4500000069,00030,PRICE_DISPUTE,9,2026-04-28,SCN962118,2026-03-05,PORTAL,0
4500000069,00040,ACKNOWLEDGED,70,2026-05-21,SCN804952,2026-03-14,PHONE_NOTE,2
4500000069,00050,PROMISED_LATE,12,2026-04-22,SCN553668,2026-03-09,EMAIL,1
4500000069,00060,PARTIAL,386,2026-05-27,SCN474882,2026-03-08,PHONE_NOTE,5
4500000070,00010,ACKNOWLEDGED,139,2026-07-11,SCN282915,2026-05-19,EMAIL,1
4500000070,00020,ACKNOWLEDGED,180,2026-07-12,SCN523591,2026-05-22,PORTAL,1
4500000070,00030,MISSING,0,2026-08-05,,,,0
4500000070,00040,ACKNOWLEDGED,342,2026-07-27,SCN384139,2026-05-17,REGRELLO,2
4500000070,00050,MISSING,0,2026-07-12,,,,4
4500000070,00060,QTY_DISPUTE,194,2026-08-05,SCN287753,2026-05-18,REGRELLO,2
4500000070,00070,ACKNOWLEDGED,1354,2026-06-08,SCN947009,2026-05-11,EMAIL,1
4500000071,00010,MISSING,0,2026-08-13,,,,1
4500000071,00020,ACKNOWLEDGED,14,2026-08-05,SCN919576,2026-05-22,EDI,2
4500000071,00030,PRICE_DISPUTE,675,2026-08-09,SCN714370,2026-05-18,PHONE_NOTE,0
4500000072,00010,ACKNOWLEDGED,129,2026-04-17,SCN956728,2026-02-24,PORTAL,0
4500000072,00020,MISSING,0,2026-04-23,,,,1
4500000072,00030,MISSING,0,2026-05-24,,,,2
4500000073,00010,ACKNOWLEDGED,261,2026-05-10,SCN280525,2026-05-05,EMAIL,0
4500000073,00020,PROMISED_LATE,51,2026-05-16,SCN928946,2026-05-10,REGRELLO,2
4500000073,00030,PARTIAL,1219,2026-06-02,SCN985326,2026-05-08,EMAIL,5
4500000073,00040,PARTIAL,195,2026-06-27,SCN375872,2026-05-07,REGRELLO,4
4500000073,00050,ACKNOWLEDGED,108,2026-06-01,SCN445508,2026-05-04,EMAIL,1
4500000074,00010,PROMISED_LATE,579,2026-05-25,SCN675835,2026-04-09,PORTAL,4
4500000075,00010,ACKNOWLEDGED,6,2026-05-17,SCN522500,2026-04-18,EMAIL,2
4500000075,00020,ACKNOWLEDGED,486,2026-04-25,SCN366296,2026-04-28,EDI,2
4500000075,00030,ACKNOWLEDGED,391,2026-07-09,SCN106045,2026-04-17,EMAIL,0
4500000075,00040,ACKNOWLEDGED,459,2026-04-30,SCN821714,2026-04-27,PHONE_NOTE,2
4500000075,00050,PROMISED_LATE,251,2026-07-21,SCN575018,2026-04-27,EMAIL,5
4500000075,00060,MISSING,0,2026-06-16,,,,5
4500000076,00010,REJECTED,12,,SCN233585,2026-03-28,EMAIL,1
4500000076,00020,ACKNOWLEDGED,216,2026-06-01,SCN909896,2026-03-31,REGRELLO,0
4500000076,00030,ACKNOWLEDGED,647,2026-04-12,SCN422678,2026-04-02,REGRELLO,1
4500000077,00010,ACKNOWLEDGED,32,2026-04-27,SCN431714,2026-02-05,EDI,0
4500000077,00020,PROMISED_LATE,54,2026-03-02,SCN790817,2026-02-05,REGRELLO,1
4500000077,00030,ACKNOWLEDGED,560,2026-02-23,SCN221569,2026-02-08,REGRELLO,2
4500000078,00010,PROMISED_LATE,33,2026-04-24,SCN637337,2026-03-21,EMAIL,1
4500000078,00020,PROMISED_LATE,65,2026-06-12,SCN930161,2026-03-21,EMAIL,0
4500000078,00030,ACKNOWLEDGED,95,2026-05-12,SCN242807,2026-03-15,REGRELLO,2
4500000078,00040,REJECTED,924,,SCN210940,2026-03-15,EMAIL,1
4500000078,00050,PROMISED_LATE,24,2026-05-06,SCN759248,2026-03-17,EMAIL,2
4500000079,00010,PROMISED_LATE,18,2026-05-13,SCN799094,2026-02-02,PHONE_NOTE,3
4500000079,00020,ACKNOWLEDGED,83,2026-02-19,SCN723357,2026-02-02,EMAIL,1
4500000079,00030,ACKNOWLEDGED,226,2026-02-13,SCN555734,2026-02-05,EDI,1
4500000079,00040,ACKNOWLEDGED,198,2026-02-18,SCN695777,2026-02-09,EDI,0
4500000080,00010,ACKNOWLEDGED,65,2026-06-03,SCN595765,2026-03-23,PHONE_NOTE,0
4500000081,00010,PARTIAL,34,2026-05-01,SCN371203,2026-03-11,PORTAL,1
4500000081,00020,ACKNOWLEDGED,70,2026-05-14,SCN805888,2026-03-04,PORTAL,1
4500000081,00030,ACKNOWLEDGED,631,2026-03-18,SCN339066,2026-03-06,PORTAL,2
4500000081,00040,ACKNOWLEDGED,1235,2026-05-24,SCN655009,2026-03-06,PHONE_NOTE,0
4500000082,00010,ACKNOWLEDGED,1616,2026-06-20,SCN169002,2026-04-16,REGRELLO,0
4500000082,00020,ACKNOWLEDGED,1884,2026-05-06,SCN235945,2026-04-22,REGRELLO,1
4500000082,00030,MISSING,0,2026-07-06,,,,3
4500000082,00040,ACKNOWLEDGED,1926,2026-07-09,SCN890142,2026-04-21,PORTAL,2
4500000082,00050,ACKNOWLEDGED,35,2026-06-24,SCN397709,2026-04-20,EMAIL,0
4500000083,00010,PARTIAL,12,2026-06-10,SCN709732,2026-05-15,REGRELLO,0
4500000083,00020,PROMISED_LATE,41,2026-06-05,SCN585052,2026-05-14,PORTAL,4
4500000083,00030,ACKNOWLEDGED,1681,2026-07-21,SCN637499,2026-05-13,EMAIL,1
4500000083,00040,MISSING,0,2026-05-21,,,,4
4500000083,00050,PROMISED_LATE,1162,2026-09-16,SCN498513,2026-05-19,REGRELLO,2
4500000083,00060,MISSING,0,2026-07-09,,,,5
4500000084,00010,ACKNOWLEDGED,978,2026-05-20,SCN921767,2026-03-19,EMAIL,2
4500000084,00020,ACKNOWLEDGED,67,2026-05-13,SCN185926,2026-03-21,PORTAL,1
4500000084,00030,ACKNOWLEDGED,91,2026-05-16,SCN514387,2026-03-17,PHONE_NOTE,2
4500000084,00040,ACKNOWLEDGED,7,2026-05-12,SCN576705,2026-03-23,PORTAL,1
4500000084,00050,MISSING,0,2026-05-06,,,,4
4500000084,00060,ACKNOWLEDGED,201,2026-06-16,SCN102031,2026-03-16,PHONE_NOTE,0
4500000084,00070,ACKNOWLEDGED,30,2026-04-16,SCN988938,2026-03-25,REGRELLO,0
4500000085,00010,MISSING,0,2026-07-09,,,,3
4500000085,00020,MISSING,0,2026-05-18,,,,3
4500000085,00030,ACKNOWLEDGED,55,2026-07-01,SCN547846,2026-05-21,EDI,1
4500000085,00040,PARTIAL,11,2026-07-16,SCN396954,2026-05-17,PORTAL,3
4500000085,00050,ACKNOWLEDGED,1784,2026-08-11,SCN186463,2026-05-12,REGRELLO,0
4500000085,00060,ACKNOWLEDGED,41,2026-06-26,SCN302110,2026-05-11,REGRELLO,0
4500000086,00010,ACKNOWLEDGED,120,2026-06-08,SCN456178,2026-03-18,EDI,0
4500000086,00020,ACKNOWLEDGED,64,2026-04-20,SCN645428,2026-03-14,PHONE_NOTE,0
4500000086,00030,ACKNOWLEDGED,22,2026-03-17,SCN811805,2026-03-22,PORTAL,2
4500000086,00040,REJECTED,1673,,SCN453665,2026-03-21,EMAIL,1
4500000086,00050,ACKNOWLEDGED,66,2026-03-25,SCN734816,2026-03-18,EDI,1
4500000086,00060,PARTIAL,41,2026-06-10,SCN289468,2026-03-12,REGRELLO,5
4500000086,00070,MISSING,0,2026-06-12,,,,4
4500000087,00010,PRICE_DISPUTE,442,2026-03-21,SCN550506,2026-02-19,EDI,0
4500000087,00020,QTY_DISPUTE,243,2026-04-28,SCN828532,2026-02-20,REGRELLO,1
4500000087,00030,MISSING,0,2026-05-03,,,,5
4500000087,00040,ACKNOWLEDGED,289,2026-04-19,SCN498216,2026-02-17,PHONE_NOTE,2
4500000087,00050,ACKNOWLEDGED,161,2026-03-15,SCN849615,2026-02-22,EDI,0
4500000087,00060,ACKNOWLEDGED,16,2026-05-02,SCN501344,2026-02-20,PORTAL,2
4500000088,00010,ACKNOWLEDGED,1912,2026-04-05,SCN131328,2026-03-03,PHONE_NOTE,0
4500000088,00020,MISSING,0,2026-03-16,,,,4
4500000088,00030,MISSING,0,2026-04-26,,,,4
4500000088,00040,ACKNOWLEDGED,485,2026-04-11,SCN942906,2026-03-06,EDI,1
4500000088,00050,ACKNOWLEDGED,1753,2026-05-24,SCN175402,2026-03-11,PHONE_NOTE,1
4500000088,00060,ACKNOWLEDGED,85,2026-03-29,SCN995871,2026-03-06,PHONE_NOTE,0
4500000089,00010,REJECTED,4,,SCN160205,2026-03-22,EDI,1
4500000089,00020,MISSING,0,2026-05-15,,,,4
4500000089,00030,PARTIAL,987,2026-06-09,SCN819246,2026-03-12,PORTAL,0
4500000089,00040,ACKNOWLEDGED,57,2026-04-23,SCN645470,2026-03-21,PHONE_NOTE,2
4500000090,00010,ACKNOWLEDGED,156,2026-05-10,SCN679882,2026-05-08,EDI,0
4500000090,00020,ACKNOWLEDGED,1776,2026-06-04,SCN293747,2026-05-12,EMAIL,2
4500000090,00030,MISSING,0,2026-07-08,,,,5
4500000090,00040,PARTIAL,1568,2026-05-14,SCN715601,2026-05-06,EDI,5
4500000091,00010,ACKNOWLEDGED,36,2026-07-11,SCN940904,2026-05-09,PHONE_NOTE,2
4500000091,00020,ACKNOWLEDGED,1756,2026-05-21,SCN770788,2026-05-08,PORTAL,1
4500000091,00030,PROMISED_LATE,15,2026-06-20,SCN144405,2026-05-12,REGRELLO,1
4500000091,00040,ACKNOWLEDGED,69,2026-06-02,SCN652301,2026-05-10,EDI,0
4500000091,00050,PARTIAL,423,2026-06-03,SCN977382,2026-05-07,EDI,2
4500000091,00060,PROMISED_LATE,34,2026-07-06,SCN840192,2026-05-05,PHONE_NOTE,5
4500000091,00070,PARTIAL,36,2026-06-28,SCN308379,2026-05-12,REGRELLO,0
4500000092,00010,MISSING,0,2026-08-11,,,,2
4500000093,00010,PROMISED_LATE,742,2026-06-21,SCN251350,2026-03-26,EMAIL,2
4500000093,00020,MISSING,0,2026-06-06,,,,0
4500000094,00010,ACKNOWLEDGED,30,2026-02-19,SCN393228,2026-02-15,EDI,2
4500000094,00020,ACKNOWLEDGED,1232,2026-04-03,SCN978962,2026-02-20,EMAIL,2
4500000094,00030,ACKNOWLEDGED,326,2026-05-01,SCN871738,2026-02-12,PHONE_NOTE,2
4500000094,00040,ACKNOWLEDGED,985,2026-04-15,SCN656289,2026-02-21,REGRELLO,1
4500000094,00050,PARTIAL,609,2026-03-19,SCN329761,2026-02-16,PHONE_NOTE,2
4500000095,00010,MISSING,0,2026-05-12,,,,4
4500000095,00020,PROMISED_LATE,17,2026-06-17,SCN285821,2026-04-30,PORTAL,1
4500000096,00010,ACKNOWLEDGED,523,2026-05-06,SCN195558,2026-04-05,EMAIL,2
4500000096,00020,ACKNOWLEDGED,1191,2026-04-15,SCN388519,2026-04-02,REGRELLO,1
4500000096,00030,ACKNOWLEDGED,862,2026-04-05,SCN665497,2026-04-03,PORTAL,0
4500000097,00010,PARTIAL,26,2026-05-02,SCN465650,2026-04-04,EDI,0
4500000097,00020,PROMISED_LATE,12,2026-06-16,SCN322507,2026-03-30,EDI,3
4500000097,00030,ACKNOWLEDGED,140,2026-05-04,SCN153357,2026-03-27,EMAIL,1
4500000098,00010,ACKNOWLEDGED,497,2026-05-04,SCN990565,2026-04-01,EDI,1
4500000098,00020,PARTIAL,37,2026-06-13,SCN127087,2026-04-06,EDI,2
4500000098,00030,PROMISED_LATE,148,2026-05-23,SCN521237,2026-04-01,EMAIL,0
4500000099,00010,ACKNOWLEDGED,21,2026-03-17,SCN417915,2026-02-09,EDI,0
4500000099,00020,PRICE_DISPUTE,59,2026-04-25,SCN404125,2026-02-07,EMAIL,2
4500000099,00030,ACKNOWLEDGED,3889,2026-03-11,SCN303109,2026-02-02,REGRELLO,2
4500000100,00010,ACKNOWLEDGED,1125,2026-03-30,SCN997415,2026-02-11,PORTAL,1
4500000101,00010,PARTIAL,493,2026-04-29,SCN881944,2026-02-19,PORTAL,4
4500000101,00020,ACKNOWLEDGED,5,2026-05-11,SCN771602,2026-02-26,EDI,1
4500000101,00030,MISSING,0,2026-05-09,,,,1
4500000101,00040,PARTIAL,51,2026-03-14,SCN441891,2026-02-22,EDI,2
4500000101,00050,QTY_DISPUTE,93,2026-05-23,SCN315207,2026-02-28,EDI,0
4500000101,00060,MISSING,0,2026-05-11,,,,5
4500000102,00010,ACKNOWLEDGED,28,2026-07-10,SCN121068,2026-05-04,REGRELLO,2
4500000102,00020,ACKNOWLEDGED,187,2026-05-08,SCN542920,2026-04-30,REGRELLO,0
4500000102,00030,ACKNOWLEDGED,51,2026-06-24,SCN923106,2026-04-30,PORTAL,2
4500000103,00010,ACKNOWLEDGED,388,2026-08-17,SCN893378,2026-05-26,PHONE_NOTE,2
4500000103,00020,ACKNOWLEDGED,17,2026-06-23,SCN806329,2026-05-23,EMAIL,0
4500000103,00030,ACKNOWLEDGED,560,2026-08-17,SCN784665,2026-05-23,EMAIL,1
4500000103,00040,ACKNOWLEDGED,269,2026-07-07,SCN774199,2026-05-17,REGRELLO,1
4500000103,00050,PRICE_DISPUTE,1885,2026-07-15,SCN200589,2026-05-19,REGRELLO,0
4500000103,00060,MISSING,0,2026-06-07,,,,0
4500000103,00070,ACKNOWLEDGED,393,2026-07-27,SCN962114,2026-05-24,REGRELLO,1
4500000104,00010,MISSING,0,2026-06-28,,,,1
4500000104,00020,ACKNOWLEDGED,631,2026-05-07,SCN611149,2026-04-19,EMAIL,1
4500000104,00030,ACKNOWLEDGED,57,2026-05-18,SCN250915,2026-04-09,REGRELLO,2
4500000104,00040,PARTIAL,1981,2026-06-17,SCN685649,2026-04-11,EDI,5
4500000104,00050,MISSING,0,2026-05-24,,,,0
4500000104,00060,PARTIAL,319,2026-06-12,SCN189892,2026-04-14,PHONE_NOTE,5
4500000105,00010,MISSING,0,2026-03-15,,,,1
4500000105,00020,ACKNOWLEDGED,35,2026-03-25,SCN156081,2026-03-02,PORTAL,2
4500000105,00030,ACKNOWLEDGED,338,2026-04-01,SCN695423,2026-03-08,PHONE_NOTE,1
4500000105,00040,PRICE_DISPUTE,321,2026-03-11,SCN315146,2026-03-04,EDI,0
4500000105,00050,PROMISED_LATE,301,2026-04-23,SCN619992,2026-03-07,EDI,1
4500000105,00060,ACKNOWLEDGED,39,2026-04-10,SCN826050,2026-03-01,EDI,2
4500000106,00010,PROMISED_LATE,68,2026-04-03,SCN897007,2026-03-11,EDI,1
4500000106,00020,PROMISED_LATE,58,2026-07-04,SCN512150,2026-03-19,PHONE_NOTE,4
4500000106,00030,PROMISED_LATE,34,2026-05-16,SCN810109,2026-03-15,EMAIL,5
4500000106,00040,PARTIAL,41,2026-04-25,SCN572206,2026-03-17,PHONE_NOTE,4
4500000106,00050,PROMISED_LATE,1978,2026-05-03,SCN764187,2026-03-19,EMAIL,4
4500000106,00060,ACKNOWLEDGED,17,2026-04-03,SCN913828,2026-03-20,EMAIL,2
4500000107,00010,MISSING,0,2026-04-20,,,,0
4500000107,00020,ACKNOWLEDGED,139,2026-04-16,SCN987445,2026-03-16,EDI,0
4500000107,00030,PROMISED_LATE,52,2026-05-17,SCN645869,2026-03-11,EDI,2
4500000107,00040,ACKNOWLEDGED,418,2026-05-29,SCN580019,2026-03-12,EDI,1
4500000107,00050,QTY_DISPUTE,8,2026-04-04,SCN302316,2026-03-08,PHONE_NOTE,2
4500000108,00010,PROMISED_LATE,264,2026-08-04,SCN726428,2026-05-21,PORTAL,1
4500000109,00010,MISSING,0,2026-05-28,,,,4
4500000109,00020,ACKNOWLEDGED,75,2026-07-15,SCN761969,2026-04-23,EMAIL,2
4500000110,00010,PARTIAL,1809,2026-04-07,SCN721237,2026-03-03,EDI,5
4500000110,00020,MISSING,0,2026-04-09,,,,4
4500000110,00030,ACKNOWLEDGED,96,2026-04-26,SCN691643,2026-03-01,EDI,0
4500000110,00040,QTY_DISPUTE,798,2026-04-11,SCN648818,2026-03-02,PHONE_NOTE,2
4500000111,00010,ACKNOWLEDGED,1835,2026-05-26,SCN122969,2026-03-27,EMAIL,1
4500000111,00020,ACKNOWLEDGED,20,2026-04-23,SCN579005,2026-04-01,PORTAL,1
4500000111,00030,ACKNOWLEDGED,963,2026-06-07,SCN137449,2026-03-31,REGRELLO,0
4500000111,00040,PROMISED_LATE,799,2026-04-30,SCN254149,2026-04-03,EMAIL,4
4500000112,00010,PROMISED_LATE,13,2026-08-04,SCN155343,2026-05-28,REGRELLO,1
4500000112,00020,MISSING,0,2026-06-19,,,,2
4500000112,00030,ACKNOWLEDGED,59,2026-07-28,SCN179872,2026-05-31,REGRELLO,2
4500000112,00040,PARTIAL,485,2026-06-05,SCN613242,2026-05-21,REGRELLO,5
4500000112,00050,ACKNOWLEDGED,28,2026-06-08,SCN518495,2026-05-22,EMAIL,0
4500000112,00060,ACKNOWLEDGED,138,2026-08-06,SCN117853,2026-05-29,EMAIL,1
4500000113,00010,QTY_DISPUTE,472,2026-04-22,SCN166268,2026-04-12,EDI,1
4500000113,00020,PROMISED_LATE,176,2026-05-24,SCN182071,2026-04-16,PORTAL,4
4500000113,00030,PARTIAL,69,2026-05-24,SCN102232,2026-04-16,EMAIL,3
4500000114,00010,ACKNOWLEDGED,2409,2026-06-04,SCN647900,2026-03-04,PHONE_NOTE,2
4500000115,00010,PROMISED_LATE,308,2026-04-12,SCN597881,2026-03-03,PHONE_NOTE,2
4500000115,00020,ACKNOWLEDGED,74,2026-03-16,SCN766885,2026-03-04,REGRELLO,1
4500000116,00010,PROMISED_LATE,27,2026-05-27,SCN265409,2026-04-19,EDI,2
4500000116,00020,ACKNOWLEDGED,898,2026-05-26,SCN512074,2026-04-25,PORTAL,0
4500000117,00010,PARTIAL,407,2026-05-03,SCN566512,2026-03-12,EDI,0
4500000118,00010,PROMISED_LATE,83,2026-04-29,SCN846098,2026-03-11,EDI,0
4500000118,00020,ACKNOWLEDGED,32,2026-04-15,SCN263896,2026-03-07,EDI,2
4500000118,00030,ACKNOWLEDGED,45,2026-05-20,SCN365179,2026-03-09,PHONE_NOTE,1
4500000118,00040,ACKNOWLEDGED,274,2026-05-14,SCN341489,2026-03-15,PORTAL,1
4500000118,00050,MISSING,0,2026-04-22,,,,0
4500000118,00060,ACKNOWLEDGED,289,2026-03-24,SCN428923,2026-03-06,EDI,2
4500000118,00070,ACKNOWLEDGED,19,2026-05-05,SCN676546,2026-03-05,EDI,1
4500000119,00010,ACKNOWLEDGED,685,2026-05-17,SCN157640,2026-03-03,EMAIL,0
4500000119,00020,ACKNOWLEDGED,19,2026-06-03,SCN688749,2026-03-14,REGRELLO,1
4500000119,00030,ACKNOWLEDGED,43,2026-05-14,SCN194433,2026-03-06,EMAIL,0
4500000119,00040,ACKNOWLEDGED,12,2026-05-30,SCN180584,2026-03-11,EMAIL,2
4500000119,00050,PROMISED_LATE,950,2026-05-17,SCN122686,2026-03-11,PHONE_NOTE,2
4500000120,00010,PRICE_DISPUTE,32,2026-05-11,SCN971217,2026-02-25,REGRELLO,2
4500000120,00020,PARTIAL,780,2026-03-16,SCN500120,2026-02-23,PHONE_NOTE,2
4500000120,00030,ACKNOWLEDGED,217,2026-04-13,SCN975454,2026-02-23,PHONE_NOTE,1
4500000121,00010,ACKNOWLEDGED,71,2026-05-02,SCN236296,2026-04-23,PORTAL,1
4500000121,00020,ACKNOWLEDGED,5,2026-07-06,SCN542887,2026-04-28,PORTAL,0
4500000121,00030,ACKNOWLEDGED,83,2026-04-25,SCN858067,2026-04-21,EMAIL,2
4500000122,00010,ACKNOWLEDGED,22,2026-04-04,SCN258175,2026-03-04,EDI,2
4500000122,00020,PARTIAL,148,2026-05-10,SCN962626,2026-03-10,PHONE_NOTE,5
4500000122,00030,REJECTED,1959,,SCN841185,2026-03-07,EDI,1
4500000123,00010,PROMISED_LATE,171,2026-06-29,SCN927268,2026-04-07,PORTAL,5
4500000123,00020,MISSING,0,2026-06-24,,,,5
4500000123,00030,ACKNOWLEDGED,88,2026-06-26,SCN280422,2026-04-08,EMAIL,2
4500000123,00040,MISSING,0,2026-04-30,,,,4
4500000123,00050,ACKNOWLEDGED,102,2026-04-25,SCN285004,2026-04-17,REGRELLO,0
4500000123,00060,ACKNOWLEDGED,26,2026-04-28,SCN145622,2026-04-13,PORTAL,0
4500000124,00010,REJECTED,40,,SCN984390,2026-03-23,PORTAL,2
4500000124,00020,MISSING,0,2026-04-22,,,,2
4500000124,00030,ACKNOWLEDGED,23,2026-05-28,SCN187577,2026-03-22,REGRELLO,1
4500000125,00010,MISSING,0,2026-06-28,,,,3
4500000125,00020,MISSING,0,2026-06-05,,,,3
4500000125,00030,PARTIAL,663,2026-07-04,SCN795779,2026-04-14,EDI,4
4500000125,00040,PRICE_DISPUTE,485,2026-06-20,SCN578966,2026-04-12,REGRELLO,1
4500000125,00050,ACKNOWLEDGED,221,2026-07-11,SCN689227,2026-04-12,PORTAL,2
4500000125,00060,ACKNOWLEDGED,55,2026-05-15,SCN812972,2026-04-18,PHONE_NOTE,2
4500000125,00070,ACKNOWLEDGED,495,2026-04-21,SCN193599,2026-04-16,PORTAL,0
4500000126,00010,PROMISED_LATE,6,2026-04-06,SCN480303,2026-02-16,REGRELLO,1
4500000126,00020,ACKNOWLEDGED,303,2026-05-09,SCN573526,2026-02-09,PORTAL,2
4500000126,00030,ACKNOWLEDGED,227,2026-04-14,SCN924079,2026-02-13,PHONE_NOTE,2
4500000127,00010,ACKNOWLEDGED,42,2026-04-18,SCN918617,2026-03-21,PHONE_NOTE,0
4500000127,00020,MISSING,0,2026-04-22,,,,2
4500000127,00030,MISSING,0,2026-05-29,,,,5
4500000127,00040,ACKNOWLEDGED,565,2026-06-16,SCN842501,2026-03-17,PORTAL,1
4500000127,00050,ACKNOWLEDGED,34,2026-05-21,SCN992609,2026-03-22,EDI,2
4500000127,00060,PROMISED_LATE,284,2026-07-06,SCN425205,2026-03-18,PHONE_NOTE,4
4500000127,00070,ACKNOWLEDGED,94,2026-04-18,SCN492919,2026-03-25,EDI,1
4500000128,00010,MISSING,0,2026-02-16,,,,0
4500000128,00020,MISSING,0,2026-02-15,,,,3
4500000128,00030,ACKNOWLEDGED,9,2026-03-08,SCN899313,2026-02-04,PHONE_NOTE,0
4500000128,00040,ACKNOWLEDGED,212,2026-03-05,SCN541142,2026-02-08,EDI,2
4500000129,00010,ACKNOWLEDGED,69,2026-07-21,SCN738843,2026-04-25,EMAIL,1
4500000129,00020,ACKNOWLEDGED,19,2026-06-26,SCN443508,2026-04-18,EDI,0
4500000129,00030,ACKNOWLEDGED,10,2026-06-16,SCN921647,2026-04-28,EMAIL,1
4500000129,00040,PARTIAL,41,2026-05-21,SCN615053,2026-04-29,EDI,3
4500000130,00010,PARTIAL,812,2026-04-12,SCN285221,2026-04-08,EDI,4
4500000130,00020,ACKNOWLEDGED,18,2026-06-02,SCN149391,2026-04-13,EDI,2
4500000130,00030,ACKNOWLEDGED,13,2026-04-18,SCN734544,2026-04-05,REGRELLO,0
4500000131,00010,ACKNOWLEDGED,315,2026-05-24,SCN761393,2026-04-21,EDI,2
4500000132,00010,PROMISED_LATE,158,2026-08-16,SCN222089,2026-05-25,PHONE_NOTE,0
4500000132,00020,ACKNOWLEDGED,1961,2026-06-01,SCN922147,2026-05-29,REGRELLO,2
4500000132,00030,MISSING,0,2026-07-31,,,,2
4500000132,00040,ACKNOWLEDGED,411,2026-06-11,SCN653893,2026-05-24,EDI,0
4500000132,00050,MISSING,0,2026-07-09,,,,3
4500000132,00060,ACKNOWLEDGED,150,2026-07-23,SCN255199,2026-05-29,PORTAL,0
4500000132,00070,PRICE_DISPUTE,8,2026-08-14,SCN306801,2026-05-23,EDI,1
4500000133,00010,MISSING,0,2026-04-30,,,,4
4500000133,00020,QTY_DISPUTE,224,2026-04-24,SCN710957,2026-02-15,PHONE_NOTE,0
4500000133,00030,ACKNOWLEDGED,941,2026-02-17,SCN425350,2026-02-11,PHONE_NOTE,2
4500000133,00040,QTY_DISPUTE,114,2026-04-16,SCN153733,2026-02-14,PHONE_NOTE,2
4500000133,00050,ACKNOWLEDGED,292,2026-03-01,SCN646164,2026-02-16,PHONE_NOTE,0
4500000133,00060,ACKNOWLEDGED,920,2026-03-06,SCN782030,2026-02-14,PHONE_NOTE,0
4500000133,00070,PARTIAL,133,2026-04-21,SCN613882,2026-02-13,PHONE_NOTE,4
4500000134,00010,ACKNOWLEDGED,80,2026-06-11,SCN723102,2026-03-24,EMAIL,0
4500000134,00020,MISSING,0,2026-05-19,,,,5
4500000134,00030,MISSING,0,2026-04-06,,,,3
4500000135,00010,PARTIAL,28,2026-04-05,SCN830663,2026-03-21,PORTAL,5
4500000136,00010,ACKNOWLEDGED,266,2026-05-01,SCN899586,2026-03-15,PHONE_NOTE,2
4500000136,00020,ACKNOWLEDGED,19,2026-03-29,SCN325140,2026-03-19,EDI,2
4500000136,00030,MISSING,0,2026-05-19,,,,5
4500000136,00040,PARTIAL,9,2026-05-13,SCN343345,2026-03-23,EDI,4
4500000137,00010,MISSING,0,2026-06-03,,,,0
4500000138,00010,PARTIAL,156,2026-06-01,SCN142089,2026-03-23,PHONE_NOTE,1
4500000138,00020,QTY_DISPUTE,2657,2026-06-04,SCN965618,2026-03-28,PORTAL,1
4500000138,00030,ACKNOWLEDGED,430,2026-04-02,SCN309583,2026-03-22,PHONE_NOTE,2
4500000138,00040,MISSING,0,2026-05-21,,,,4
4500000138,00050,ACKNOWLEDGED,26,2026-04-22,SCN738513,2026-03-31,REGRELLO,1
4500000139,00010,ACKNOWLEDGED,207,2026-06-10,SCN535772,2026-04-19,EDI,0
4500000139,00020,ACKNOWLEDGED,936,2026-05-02,SCN741943,2026-04-17,EDI,1
4500000139,00030,PROMISED_LATE,662,2026-08-11,SCN599078,2026-04-16,REGRELLO,3
4500000140,00010,MISSING,0,2026-05-16,,,,2
4500000140,00020,PRICE_DISPUTE,1594,2026-04-07,SCN670538,2026-02-22,PORTAL,0
4500000140,00030,PARTIAL,20,2026-04-10,SCN639350,2026-02-21,EDI,5
4500000140,00040,MISSING,0,2026-05-07,,,,4
4500000141,00010,PARTIAL,282,2026-04-14,SCN251821,2026-03-22,PHONE_NOTE,2
4500000141,00020,MISSING,0,2026-04-10,,,,0
4500000141,00030,ACKNOWLEDGED,40,2026-05-28,SCN159420,2026-03-29,EMAIL,0
4500000141,00040,ACKNOWLEDGED,172,2026-06-18,SCN652003,2026-03-22,REGRELLO,0
4500000141,00050,PROMISED_LATE,195,2026-04-25,SCN705701,2026-03-22,REGRELLO,1
4500000141,00060,PARTIAL,1507,2026-04-19,SCN164723,2026-03-29,EDI,0
4500000142,00010,ACKNOWLEDGED,95,2026-02-27,SCN300040,2026-02-09,EDI,2
4500000142,00020,ACKNOWLEDGED,18,2026-03-04,SCN148094,2026-02-10,EMAIL,2
4500000142,00030,PRICE_DISPUTE,655,2026-04-08,SCN992644,2026-02-02,PORTAL,0
4500000142,00040,MISSING,0,2026-02-27,,,,4
4500000142,00050,ACKNOWLEDGED,1348,2026-02-10,SCN695016,2026-02-08,PORTAL,2
4500000142,00060,ACKNOWLEDGED,188,2026-02-16,SCN170968,2026-01-31,PORTAL,2
4500000143,00010,PARTIAL,54,2026-08-13,SCN139231,2026-06-04,EMAIL,5
4500000143,00020,PRICE_DISPUTE,156,2026-07-12,SCN978502,2026-05-31,PORTAL,1
