po_number,document_type,company_code,purchasing_org,purchasing_group,supplier_id,po_date,currency,created_by,release_status,header_status,payment_terms,incoterms,last_change_date
4500000210,NB,1000,MX01,B01,S100047,2026-05-23,USD,SYSTEM,RELEASED,PARTIAL,NET45,DAP,2026-06-11
4500000211,NB,1000,MX01,B02,S100025,2026-02-13,USD,SYSTEM,RELEASED,OPEN,NET45,EXW,2026-02-27
4500000212,NB,3000,CA01,B04,S100039,2026-04-15,CAD,MWONG,RELEASED,OPEN,NET45,DDP,2026-05-02
4500000213,FO,1000,CA01,B01,S100014,2026-03-02,USD,MWONG,RELEASED,CLOSED,2%10NET30,DAP,2026-03-03
4500000214,NB,3000,US01,B02,S100032,2026-03-21,CAD,MWONG,RELEASED,OPEN,2%10NET30,DAP,2026-03-29
4500000215,NB,3000,US01,B04,S100002,2026-05-23,CAD,MWONG,RELEASED,PARTIAL,NET30,DAP,2026-05-23
4500000216,NB,1000,CA01,B02,S100015,2026-05-06,USD,JSMITH,RELEASED,PARTIAL,NET30,FCA,2026-05-09
4500000217,NB,2000,CA01,B04,S100004,2026-01-28,USD,JSMITH,RELEASED,PARTIAL,NET30,FCA,2026-02-16
4500000218,NB,1000,MX01,B01,S100047,2026-03-24,USD,JSMITH,RELEASED,OPEN,NET45,DAP,2026-03-27
4500000219,NB,3000,CA01,B03,S100044,2026-03-08,CAD,SYSTEM,RELEASED,OPEN,NET45,DDP,2026-03-19
4500000220,NB,2000,CA01,B01,S100020,2026-04-10,USD,LGARCIA,IN_APPROVAL,CLOSED,NET45,FOB,2026-04-12
4500000221,NB,2000,CA01,B03,S100036,2026-04-20,USD,LGARCIA,RELEASED,PARTIAL,NET60,FOB,2026-04-20
4500000222,NB,2000,US01,B04,S100027,2026-05-08,USD,LGARCIA,RELEASED,OPEN,2%10NET30,FOB,2026-05-25
4500000223,NB,3000,US01,B04,S100035,2026-02-20,CAD,MWONG,RELEASED,CANCELLED,NET45,DDP,2026-02-21
4500000224,NB,2000,US01,B01,S100027,2026-03-13,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-03-17
4500000225,NB,3000,US01,B04,S100026,2026-04-19,CAD,SYSTEM,RELEASED,OPEN,2%10NET30,DDP,2026-05-01
4500000226,NB,3000,CA01,B04,S100047,2026-05-01,CAD,MWONG,RELEASED,CLOSED,NET45,DAP,2026-05-12
4500000227,FO,1000,MX01,B04,S100019,2026-03-05,USD,SYSTEM,RELEASED,OPEN,NET45,FCA,2026-03-22
4500000228,UB,3000,US01,B01,S100040,2026-04-14,CAD,SYSTEM,BLOCKED,OPEN,NET45,FOB,2026-05-03
4500000229,NB,1000,MX01,B03,S100003,2026-02-10,USD,SYSTEM,RELEASED,OPEN,NET45,EXW,2026-02-11
4500000230,NB,3000,CA01,B04,S100008,2026-02-19,CAD,MWONG,RELEASED,OPEN,NET60,FCA,2026-02-27
4500000231,NB,1000,US01,B02,S100022,2026-04-18,USD,JSMITH,RELEASED,CANCELLED,NET60,EXW,2026-04-30
4500000232,UB,2000,US01,B04,S100002,2026-04-14,USD,SYSTEM,RELEASED,OPEN,NET30,DAP,2026-04-26
4500000233,NB,3000,CA01,B02,S100039,2026-03-08,CAD,APATEL,RELEASED,PARTIAL,NET45,DDP,2026-03-14
4500000234,NB,2000,US01,B01,S100026,2026-02-05,USD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DDP,2026-02-11
4500000235,UB,1000,US01,B02,S100017,2026-03-08,USD,LGARCIA,RELEASED,OPEN,NET30,FCA,2026-03-13
4500000236,NB,3000,US01,B04,S100010,2026-02-25,CAD,MWONG,RELEASED,OPEN,2%10NET30,FOB,2026-03-13
4500000237,NB,3000,MX01,B02,S100004,2026-04-11,CAD,MWONG,RELEASED,OPEN,NET30,FCA,2026-04-26
4500000238,NB,2000,CA01,B01,S100025,2026-03-04,USD,APATEL,BLOCKED,OPEN,NET45,EXW,2026-03-18
4500000239,NB,2000,CA01,B02,S100039,2026-05-09,USD,LGARCIA,RELEASED,OPEN,NET45,DDP,2026-05-29
4500000240,FO,3000,US01,B02,S100047,2026-03-27,CAD,JSMITH,RELEASED,CLOSED,NET45,DAP,2026-04-16
4500000241,NB,3000,CA01,B03,S100043,2026-04-02,CAD,JSMITH,IN_APPROVAL,OPEN,NET60,DDP,2026-04-10
4500000242,NB,3000,US01,B01,S100006,2026-04-29,CAD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-05-08
4500000243,NB,3000,MX01,B03,S100037,2026-03-16,CAD,APATEL,RELEASED,OPEN,2%10NET30,DDP,2026-03-25
4500000244,NB,2000,CA01,B03,S100036,2026-02-10,USD,LGARCIA,RELEASED,OPEN,NET60,FOB,2026-02-16
4500000245,NB,1000,US01,B04,S100019,2026-02-06,USD,MWONG,RELEASED,PARTIAL,NET45,FCA,2026-02-17
4500000246,NB,2000,CA01,B03,S100020,2026-03-16,USD,MWONG,BLOCKED,PARTIAL,NET45,FOB,2026-03-28
4500000247,NB,3000,MX01,B04,S100014,2026-02-10,CAD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-02-28
4500000248,NB,3000,CA01,B02,S100044,2026-02-28,CAD,APATEL,RELEASED,CANCELLED,NET45,DDP,2026-03-15
4500000249,NB,2000,MX01,B03,S100040,2026-03-22,USD,JSMITH,RELEASED,PARTIAL,NET45,FOB,2026-04-08
4500000250,UB,1000,CA01,B01,S100047,2026-05-11,USD,LGARCIA,RELEASED,OPEN,NET45,DAP,2026-05-21
4500000251,NB,2000,US01,B01,S100043,2026-03-17,USD,JSMITH,RELEASED,OPEN,NET60,DDP,2026-03-31
4500000252,NB,2000,US01,B04,S100027,2026-03-10,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-03-16
4500000253,NB,2000,US01,B02,S100022,2026-03-22,USD,LGARCIA,RELEASED,CLOSED,NET60,EXW,2026-03-30
4500000254,NB,1000,CA01,B03,S100033,2026-04-09,USD,SYSTEM,BLOCKED,OPEN,2%10NET30,DAP,2026-04-27
4500000255,NB,3000,MX01,B03,S100018,2026-05-22,CAD,JSMITH,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-26
4500000256,NB,1000,CA01,B04,S100016,2026-04-23,USD,SYSTEM,BLOCKED,CANCELLED,NET45,DAP,2026-04-27
4500000257,FO,2000,US01,B02,S100014,2026-05-14,USD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-23
4500000258,NB,1000,CA01,B02,S100014,2026-04-22,USD,SYSTEM,RELEASED,PARTIAL,2%10NET30,DAP,2026-04-23
4500000259,NB,3000,MX01,B03,S100010,2026-05-05,CAD,APATEL,RELEASED,OPEN,2%10NET30,FOB,2026-05-20
4500000260,NB,3000,MX01,B01,S100022,2026-05-13,CAD,MWONG,RELEASED,OPEN,NET60,EXW,2026-05-19
4500000261,NB,2000,CA01,B04,S100032,2026-04-26,USD,JSMITH,BLOCKED,OPEN,2%10NET30,DAP,2026-04-30
4500000262,NB,1000,MX01,B02,S100027,2026-04-25,USD,LGARCIA,RELEASED,PARTIAL,2%10NET30,FOB,2026-05-15
4500000263,NB,1000,US01,B03,S100026,2026-05-06,USD,LGARCIA,RELEASED,CLOSED,2%10NET30,DDP,2026-05-09
4500000264,NB,1000,US01,B03,S100016,2026-03-29,USD,LGARCIA,RELEASED,OPEN,NET45,DAP,2026-04-08
4500000265,NB,3000,CA01,B03,S100022,2026-02-04,CAD,JSMITH,RELEASED,OPEN,NET60,EXW,2026-02-11
4500000266,NB,3000,US01,B03,S100030,2026-02-02,CAD,MWONG,RELEASED,PARTIAL,2%10NET30,FCA,2026-02-03
4500000267,NB,3000,MX01,B04,S100022,2026-02-05,CAD,SYSTEM,RELEASED,PARTIAL,NET60,EXW,2026-02-12
4500000268,NB,1000,CA01,B03,S100042,2026-03-17,USD,JSMITH,RELEASED,OPEN,2%10NET30,DAP,2026-03-28
4500000269,NB,1000,MX01,B03,S100003,2026-05-10,USD,SYSTEM,RELEASED,PARTIAL,NET45,EXW,2026-05-14
4500000270,NB,1000,US01,B03,S100005,2026-02-07,USD,APATEL,RELEASED,PARTIAL,NET45,EXW,2026-02-10
4500000271,NB,1000,US01,B04,S100010,2026-03-03,USD,SYSTEM,RELEASED,OPEN,2%10NET30,FOB,2026-03-17
4500000272,NB,1000,US01,B03,S100018,2026-05-11,USD,APATEL,RELEASED,OPEN,2%10NET30,DAP,2026-05-30
4500000273,NB,2000,CA01,B04,S100050,2026-02-18,USD,MWONG,RELEASED,PARTIAL,NET45,DDP,2026-02-24
4500000274,FO,3000,CA01,B03,S100023,2026-03-13,CAD,LGARCIA,RELEASED,PARTIAL,NET45,DAP,2026-03-19
4500000275,NB,3000,CA01,B03,S100006,2026-03-15,CAD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-03-15
4500000276,NB,1000,US01,B01,S100043,2026-05-05,USD,APATEL,RELEASED,PARTIAL,NET60,DDP,2026-05-10
4500000277,NB,3000,MX01,B02,S100007,2026-05-14,CAD,LGARCIA,RELEASED,PARTIAL,2%10NET30,FCA,2026-05-14
4500000278,NB,1000,US01,B02,S100027,2026-03-13,USD,SYSTEM,RELEASED,PARTIAL,2%10NET30,FOB,2026-03-21
4500000279,NB,2000,MX01,B04,S100016,2026-05-27,USD,APATEL,RELEASED,CLOSED,NET45,DAP,2026-05-29
4500000280,NB,3000,MX01,B02,S100027,2026-05-08,CAD,LGARCIA,RELEASED,OPEN,2%10NET30,FOB,2026-05-24
4500000281,NB,3000,MX01,B01,S100027,2026-03-18,CAD,MWONG,RELEASED,OPEN,2%10NET30,FOB,2026-03-28
4500000282,NB,3000,CA01,B01,S100045,2026-05-12,CAD,JSMITH,RELEASED,OPEN,NET60,DDP,2026-05-19
4500000283,NB,3000,CA01,B04,S100008,2026-02-23,CAD,MWONG,RELEASED,OPEN,NET60,FCA,2026-02-23
4500000284,NB,3000,MX01,B04,S100039,2026-01-28,CAD,APATEL,RELEASED,OPEN,NET45,DDP,2026-02-08
4500000285,NB,3000,US01,B04,S100033,2026-04-20,CAD,JSMITH,RELEASED,OPEN,2%10NET30,DAP,2026-04-21
4500000286,NB,2000,MX01,B02,S100024,2026-03-15,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-03-29
4500000287,NB,1000,CA01,B01,S100037,2026-02-15,USD,JSMITH,RELEASED,OPEN,2%10NET30,DDP,2026-03-03
4500000288,NB,2000,MX01,B03,S100011,2026-03-22,USD,LGARCIA,RELEASED,OPEN,NET30,EXW,2026-04-11
4500000289,FO,1000,MX01,B01,S100032,2026-04-10,USD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-04-24
4500000290,NB,1000,CA01,B04,S100024,2026-05-11,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-05-14
4500000291,NB,3000,CA01,B01,S100043,2026-02-17,CAD,LGARCIA,RELEASED,PARTIAL,NET60,DDP,2026-02-21
4500000292,NB,2000,US01,B03,S100018,2026-04-13,USD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-05-03
4500000293,UB,1000,US01,B01,S100032,2026-05-05,USD,MWONG,RELEASED,CLOSED,2%10NET30,DAP,2026-05-18
4500000294,FO,3000,US01,B04,S100018,2026-05-12,CAD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-27
4500000295,NB,3000,US01,B03,S100006,2026-03-06,CAD,JSMITH,RELEASED,OPEN,2%10NET30,DAP,2026-03-23
4500000296,NB,2000,US01,B04,S100028,2026-05-15,USD,SYSTEM,RELEASED,OPEN,2%10NET30,EXW,2026-05-27
4500000297,NB,1000,MX01,B02,S100004,2026-02-06,USD,LGARCIA,IN_APPROVAL,OPEN,NET30,FCA,2026-02-06
4500000298,NB,3000,US01,B04,S100004,2026-04-18,CAD,JSMITH,RELEASED,OPEN,NET30,FCA,2026-04-30
4500000299,UB,2000,US01,B03,S100009,2026-02-05,USD,MWONG,RELEASED,OPEN,NET60,FOB,2026-02-17
4500000300,NB,2000,MX01,B04,S100014,2026-05-09,USD,SYSTEM,RELEASED,OPEN,2%10NET30,DAP,2026-05-09
4500000301,NB,2000,MX01,B03,S100001,2026-03-08,USD,LGARCIA,BLOCKED,PARTIAL,NET30,FCA,2026-03-17
4500000302,NB,1000,US01,B01,S100009,2026-02-02,USD,JSMITH,RELEASED,OPEN,NET60,FOB,2026-02-18
4500000303,NB,3000,MX01,B02,S100039,2026-05-14,CAD,SYSTEM,RELEASED,OPEN,NET45,DDP,2026-05-24
4500000304,NB,1000,US01,B02,S100005,2026-05-03,USD,LGARCIA,RELEASED,OPEN,NET45,EXW,2026-05-18
4500000305,NB,2000,MX01,B01,S100016,2026-02-12,USD,SYSTEM,RELEASED,PARTIAL,NET45,DAP,2026-03-04
4500000306,NB,1000,CA01,B02,S100006,2026-03-09,USD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-03-20
4500000307,NB,1000,MX01,B02,S100024,2026-05-10,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-05-23
4500000308,NB,1000,US01,B01,S100003,2026-02-17,USD,LGARCIA,RELEASED,OPEN,NET45,EXW,2026-03-03
4500000309,NB,3000,MX01,B03,S100023,2026-02-05,CAD,APATEL,RELEASED,CANCELLED,NET45,DAP,2026-02-11
4500000310,UB,1000,MX01,B01,S100028,2026-03-01,USD,MWONG,BLOCKED,PARTIAL,2%10NET30,EXW,2026-03-12
4500000311,NB,2000,MX01,B04,S100044,2026-03-16,USD,MWONG,RELEASED,OPEN,NET45,DDP,2026-03-28
4500000312,NB,3000,US01,B04,S100031,2026-02-25,CAD,MWONG,RELEASED,PARTIAL,NET45,DDP,2026-02-26
4500000313,NB,1000,US01,B04,S100040,2026-05-04,USD,JSMITH,RELEASED,OPEN,NET45,FOB,2026-05-04
4500000314,NB,2000,US01,B02,S100008,2026-03-26,USD,JSMITH,RELEASED,OPEN,NET60,FCA,2026-04-04
4500000315,NB,1000,US01,B01,S100041,2026-05-23,USD,JSMITH,RELEASED,OPEN,2%10NET30,DAP,2026-06-07
4500000316,FO,1000,MX01,B03,S100027,2026-04-01,USD,JSMITH,RELEASED,CANCELLED,2%10NET30,FOB,2026-04-20
4500000317,NB,2000,MX01,B03,S100037,2026-05-22,USD,LGARCIA,IN_APPROVAL,OPEN,2%10NET30,DDP,2026-05-23
4500000318,NB,1000,MX01,B01,S100022,2026-02-28,USD,APATEL,RELEASED,OPEN,NET60,EXW,2026-03-16
4500000319,NB,2000,MX01,B03,S100043,2026-03-06,USD,JSMITH,RELEASED,PARTIAL,NET60,DDP,2026-03-26
4500000320,NB,1000,US01,B04,S100011,2026-05-23,USD,JSMITH,RELEASED,PARTIAL,NET30,EXW,2026-05-31
4500000321,NB,3000,CA01,B03,S100003,2026-03-30,CAD,APATEL,RELEASED,PARTIAL,NET45,EXW,2026-04-16
4500000322,NB,2000,MX01,B02,S100010,2026-05-11,USD,LGARCIA,RELEASED,OPEN,2%10NET30,FOB,2026-05-27
4500000323,NB,3000,MX01,B01,S100027,2026-04-13,CAD,JSMITH,RELEASED,PARTIAL,2%10NET30,FOB,2026-04-24
4500000324,NB,1000,CA01,B04,S100009,2026-03-11,USD,SYSTEM,BLOCKED,OPEN,NET60,FOB,2026-03-15
4500000325,NB,1000,MX01,B01,S100002,2026-04-29,USD,MWONG,RELEASED,CANCELLED,NET30,DAP,2026-05-15
4500000326,NB,1000,US01,B04,S100034,2026-03-24,USD,LGARCIA,RELEASED,OPEN,NET45,EXW,2026-04-06
4500000327,NB,1000,CA01,B02,S100020,2026-03-16,USD,APATEL,RELEASED,PARTIAL,NET45,FOB,2026-04-04
4500000328,NB,1000,US01,B03,S100024,2026-05-22,USD,APATEL,RELEASED,PARTIAL,2%10NET30,FOB,2026-05-23
4500000329,NB,1000,CA01,B03,S100005,2026-04-24,USD,MWONG,RELEASED,OPEN,NET45,EXW,2026-05-11
4500000330,NB,3000,US01,B02,S100048,2026-04-26,CAD,LGARCIA,IN_APPROVAL,PARTIAL,NET45,DDP,2026-05-07
4500000331,NB,1000,MX01,B03,S100019,2026-01-28,USD,APATEL,RELEASED,CLOSED,NET45,FCA,2026-02-03
4500000332,NB,2000,US01,B03,S100033,2026-04-25,USD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-06
4500000333,NB,2000,MX01,B04,S100038,2026-02-08,USD,JSMITH,RELEASED,PARTIAL,NET45,FOB,2026-02-08
4500000334,NB,3000,US01,B01,S100036,2026-05-18,CAD,MWONG,BLOCKED,CLOSED,NET60,FOB,2026-06-02
4500000335,NB,3000,CA01,B04,S100017,2026-02-13,CAD,JSMITH,RELEASED,OPEN,NET30,FCA,2026-02-17
4500000336,FO,3000,CA01,B02,S100008,2026-05-01,CAD,LGARCIA,RELEASED,OPEN,NET60,FCA,2026-05-06
4500000337,NB,3000,US01,B03,S100049,2026-05-10,CAD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-05-13
4500000338,FO,1000,MX01,B01,S100034,2026-03-18,USD,SYSTEM,RELEASED,PARTIAL,NET45,EXW,2026-04-02
4500000339,NB,1000,US01,B01,S100016,2026-05-04,USD,LGARCIA,RELEASED,OPEN,NET45,DAP,2026-05-22
4500000340,NB,1000,US01,B01,S100005,2026-02-11,USD,MWONG,RELEASED,PARTIAL,NET45,EXW,2026-02-16
4500000341,NB,1000,CA01,B01,S100010,2026-03-21,USD,MWONG,RELEASED,OPEN,2%10NET30,FOB,2026-04-01
4500000342,FO,2000,CA01,B02,S100048,2026-03-25,USD,APATEL,RELEASED,OPEN,NET45,DDP,2026-03-31
4500000343,NB,3000,MX01,B03,S100035,2026-03-20,CAD,LGARCIA,RELEASED,PARTIAL,NET45,DDP,2026-03-22
4500000344,FO,2000,US01,B03,S100020,2026-04-21,USD,LGARCIA,RELEASED,OPEN,NET45,FOB,2026-04-24
4500000345,NB,2000,MX01,B02,S100018,2026-03-22,USD,LGARCIA,RELEASED,OPEN,2%10NET30,DAP,2026-04-08
4500000346,NB,3000,CA01,B04,S100030,2026-03-19,CAD,LGARCIA,RELEASED,CANCELLED,2%10NET30,FCA,2026-03-24
4500000347,NB,2000,CA01,B03,S100042,2026-05-10,USD,MWONG,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-20
4500000348,NB,2000,US01,B02,S100045,2026-04-06,USD,APATEL,RELEASED,OPEN,NET60,DDP,2026-04-09
4500000349,NB,2000,US01,B02,S100010,2026-05-19,USD,JSMITH,RELEASED,PARTIAL,2%10NET30,FOB,2026-06-03
4500000350,NB,2000,CA01,B02,S100045,2026-04-02,USD,JSMITH,RELEASED,OPEN,NET60,DDP,2026-04-05
4500000351,NB,2000,CA01,B04,S100026,2026-04-18,USD,SYSTEM,RELEASED,CLOSED,2%10NET30,DDP,2026-05-03
4500000352,NB,1000,US01,B04,S100024,2026-03-08,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-03-11
4500000353,NB,2000,US01,B01,S100018,2026-05-05,USD,MWONG,RELEASED,OPEN,2%10NET30,DAP,2026-05-11
4500000354,NB,2000,CA01,B02,S100002,2026-05-04,USD,LGARCIA,RELEASED,OPEN,NET30,DAP,2026-05-16
4500000355,NB,2000,CA01,B01,S100044,2026-03-09,USD,LGARCIA,RELEASED,OPEN,NET45,DDP,2026-03-11
4500000356,FO,3000,CA01,B02,S100020,2026-02-09,CAD,JSMITH,IN_APPROVAL,OPEN,NET45,FOB,2026-03-01
4500000357,NB,2000,CA01,B01,S100021,2026-05-27,USD,MWONG,RELEASED,OPEN,2%10NET30,FOB,2026-06-03
4500000358,NB,1000,CA01,B02,S100019,2026-05-09,USD,MWONG,RELEASED,CLOSED,NET45,FCA,2026-05-17
4500000359,NB,3000,CA01,B04,S100022,2026-05-07,CAD,LGARCIA,RELEASED,OPEN,NET60,EXW,2026-05-10
4500000360,NB,1000,CA01,B04,S100050,2026-02-26,USD,LGARCIA,RELEASED,OPEN,NET45,DDP,2026-03-03
4500000361,NB,3000,MX01,B04,S100014,2026-02-27,CAD,SYSTEM,BLOCKED,PARTIAL,2%10NET30,DAP,2026-03-01
4500000362,NB,2000,US01,B04,S100039,2026-02-09,USD,LGARCIA,RELEASED,CANCELLED,NET45,DDP,2026-02-25
4500000363,NB,3000,CA01,B02,S100033,2026-02-25,CAD,APATEL,RELEASED,OPEN,2%10NET30,DAP,2026-03-10
4500000364,NB,1000,MX01,B04,S100007,2026-03-09,USD,APATEL,RELEASED,PARTIAL,2%10NET30,FCA,2026-03-12
4500000365,NB,1000,CA01,B04,S100033,2026-05-19,USD,SYSTEM,BLOCKED,PARTIAL,2%10NET30,DAP,2026-05-22
4500000366,UB,2000,CA01,B04,S100002,2026-05-19,USD,APATEL,RELEASED,CLOSED,NET30,DAP,2026-05-25
4500000367,NB,2000,CA01,B02,S100014,2026-02-24,USD,APATEL,RELEASED,OPEN,2%10NET30,DAP,2026-03-01
4500000368,NB,1000,US01,B03,S100014,2026-02-05,USD,LGARCIA,RELEASED,OPEN,2%10NET30,DAP,2026-02-14
4500000369,NB,3000,US01,B04,S100037,2026-02-09,CAD,APATEL,RELEASED,OPEN,2%10NET30,DDP,2026-02-11
4500000370,UB,2000,US01,B04,S100012,2026-04-04,USD,LGARCIA,RELEASED,OPEN,NET60,DDP,2026-04-11
4500000371,UB,2000,US01,B04,S100025,2026-04-18,USD,JSMITH,BLOCKED,OPEN,NET45,EXW,2026-05-04
4500000372,NB,1000,MX01,B01,S100014,2026-05-08,USD,JSMITH,RELEASED,PARTIAL,2%10NET30,DAP,2026-05-18
4500000373,NB,3000,CA01,B01,S100028,2026-04-01,CAD,SYSTEM,RELEASED,OPEN,2%10NET30,EXW,2026-04-11
4500000374,NB,1000,CA01,B01,S100025,2026-02-26,USD,APATEL,RELEASED,OPEN,NET45,EXW,2026-03-05
4500000375,NB,2000,MX01,B04,S100027,2026-04-14,USD,JSMITH,RELEASED,OPEN,2%10NET30,FOB,2026-05-04
4500000376,FO,3000,US01,B02,S100033,2026-04-29,CAD,LGARCIA,RELEASED,OPEN,2%10NET30,DAP,2026-05-13
4500000377,NB,1000,CA01,B04,S100015,2026-03-23,USD,LGARCIA,RELEASED,PARTIAL,NET30,FCA,2026-03-28
4500000378,NB,2000,CA01,B03,S100031,2026-02-24,USD,JSMITH,RELEASED,OPEN,NET45,DDP,2026-03-14
4500000379,NB,2000,MX01,B01,S100039,2026-02-13,USD,MWONG,RELEASED,CLOSED,NET45,DDP,2026-02-28
4500000380,NB,3000,CA01,B01,S100046,2026-03-14,CAD,JSMITH,RELEASED,OPEN,2%10NET30,EXW,2026-03-16
4500000381,NB,1000,US01,B04,S100044,2026-04-15,USD,JSMITH,RELEASED,OPEN,NET45,DDP,2026-04-18
4500000382,NB,3000,US01,B02,S100023,2026-03-03,CAD,MWONG,IN_APPROVAL,OPEN,NET45,DAP,2026-03-21
4500000383,NB,1000,US01,B03,S100042,2026-02-15,USD,LGARCIA,RELEASED,OPEN,2%10NET30,DAP,2026-03-01
4500000384,NB,3000,CA01,B04,S100027,2026-03-16,CAD,LGARCIA,RELEASED,OPEN,2%10NET30,FOB,2026-03-16
4500000385,NB,1000,MX01,B02,S100017,2026-05-22,USD,SYSTEM,RELEASED,CLOSED,NET30,FCA,2026-05-26
4500000386,NB,3000,US01,B01,S100019,2026-02-18,CAD,JSMITH,IN_APPROVAL,OPEN,NET45,FCA,2026-02-19
4500000387,UB,1000,MX01,B03,S100019,2026-03-25,USD,MWONG,RELEASED,PARTIAL,NET45,FCA,2026-04-12
4500000388,NB,2000,CA01,B04,S100009,2026-05-24,USD,LGARCIA,RELEASED,OPEN,NET60,FOB,2026-06-10
4500000389,NB,1000,CA01,B03,S100014,2026-04-06,USD,LGARCIA,RELEASED,PARTIAL,2%10NET30,DAP,2026-04-12
4500000390,FO,3000,MX01,B02,S100009,2026-02-26,CAD,MWONG,RELEASED,OPEN,NET60,FOB,2026-03-18
4500000391,NB,1000,MX01,B04,S100035,2026-02-14,USD,JSMITH,RELEASED,CLOSED,NET45,DDP,2026-02-19
4500000392,NB,2000,US01,B04,S100005,2026-03-05,USD,JSMITH,RELEASED,OPEN,NET45,EXW,2026-03-07
4500000393,NB,2000,CA01,B03,S100026,2026-05-27,USD,SYSTEM,RELEASED,OPEN,2%10NET30,DDP,2026-06-08
4500000394,NB,1000,US01,B03,S100014,2026-03-28,USD,APATEL,RELEASED,OPEN,2%10NET30,DAP,2026-04-12
4500000395,NB,1000,US01,B02,S100037,2026-01-30,USD,MWONG,RELEASED,OPEN,2%10NET30,DDP,2026-02-09
4500000396,NB,1000,CA01,B01,S100028,2026-02-05,USD,LGARCIA,RELEASED,OPEN,2%10NET30,EXW,2026-02-19
4500000397,NB,2000,CA01,B02,S100019,2026-05-02,USD,LGARCIA,RELEASED,PARTIAL,NET45,FCA,2026-05-20
4500000398,NB,1000,CA01,B04,S100016,2026-03-25,USD,JSMITH,RELEASED,PARTIAL,NET45,DAP,2026-04-11
4500000399,NB,2000,US01,B02,S100014,2026-02-26,USD,MWONG,RELEASED,CLOSED,2%10NET30,DAP,2026-03-11
4500000400,NB,2000,US01,B01,S100042,2026-03-24,USD,APATEL,RELEASED,OPEN,2%10NET30,DAP,2026-03-31
4500000401,UB,1000,MX01,B04,S100034,2026-02-04,USD,APATEL,RELEASED,OPEN,NET45,EXW,2026-02-13
4500000402,NB,2000,MX01,B04,S100017,2026-05-02,USD,LGARCIA,RELEASED,OPEN,NET30,FCA,2026-05-03
4500000403,NB,2000,CA01,B01,S100048,2026-05-08,USD,LGARCIA,RELEASED,OPEN,NET45,DDP,2026-05-23
4500000404,NB,2000,CA01,B02,S100021,2026-05-06,USD,JSMITH,RELEASED,PARTIAL,2%10NET30,FOB,2026-05-12
4500000405,FO,1000,CA01,B02,S100044,2026-05-24,USD,APATEL,RELEASED,CLOSED,NET45,DDP,2026-05-29
4500000406,FO,2000,US01,B01,S100024,2026-05-16,USD,LGARCIA,RELEASED,CANCELLED,2%10NET30,FOB,2026-05-27
4500000407,NB,2000,US01,B01,S100037,2026-05-20,USD,JSMITH,RELEASED,OPEN,2%10NET30,DDP,2026-05-28
4500000408,NB,2000,CA01,B01,S100030,2026-02-04,USD,MWONG,RELEASED,PARTIAL,2%10NET30,FCA,2026-02-16
4500000409,NB,1000,CA01,B02,S100045,2026-05-05,USD,JSMITH,RELEASED,CLOSED,NET60,DDP,2026-05-22
4500000410,NB,2000,US01,B02,S100032,2026-05-09,USD,JSMITH,RELEASED,OPEN,2%10NET30,DAP,2026-05-26
4500000411,NB,2000,CA01,B02,S100036,2026-05-24,USD,APATEL,BLOCKED,OPEN,NET60,FOB,2026-05-27
4500000412,NB,1000,US01,B03,S100005,2026-05-15,USD,MWONG,RELEASED,CANCELLED,NET45,EXW,2026-05-21
4500000413,NB,2000,US01,B02,S100035,2026-05-07,USD,LGARCIA,RELEASED,PARTIAL,NET45,DDP,2026-05-21
4500000414,UB,2000,MX01,B02,S100016,2026-03-20,USD,APATEL,RELEASED,OPEN,NET45,DAP,2026-04-01
4500000415,NB,1000,US01,B02,S100050,2026-05-02,USD,SYSTEM,RELEASED,OPEN,NET45,DDP,2026-05-11
4500000416,NB,2000,CA01,B02,S100046,2026-03-22,USD,JSMITH,RELEASED,OPEN,2%10NET30,EXW,2026-03-26
4500000417,NB,2000,US01,B04,S100027,2026-05-10,USD,JSMITH,RELEASED,CANCELLED,2%10NET30,FOB,2026-05-23
4500000418,NB,2000,CA01,B03,S100021,2026-04-05,USD,LGARCIA,RELEASED,OPEN,2%10NET30,FOB,2026-04-18
4500000419,NB,3000,CA01,B03,S100008,2026-05-27,CAD,SYSTEM,RELEASED,OPEN,NET60,FCA,2026-06-16
