material_id,plant,storage_location,unrestricted_stock,quality_stock,blocked_stock,in_transit_stock,last_count_date,cycle_count_indicator,rfid_detected_qty
M500177,AUS1,0001,354,0,0,90,2026-03-11,B,354
M500177,AUS1,0002,551,0,0,0,2026-04-19,C,551
M500177,AUS1,QI01,193,0,0,0,2026-05-07,C,193
M500177,AUS1,BLK1,493,0,63,0,2026-05-03,C,498
M500177,AUS1,REC1,137,0,0,0,2026-05-04,A,149
M500028,DAL1,0001,244,0,0,0,2026-02-20,B,244
M500028,DAL1,0002,620,0,0,0,2026-02-21,C,625
M500028,DAL1,QI01,414,205,0,0,2026-03-13,A,414
M500028,DAL1,BLK1,0,0,140,0,2026-04-25,C,0
M500028,DAL1,REC1,183,0,0,0,2026-02-10,B,195
M500113,MTY1,0001,0,0,0,0,2026-05-04,B,-3
M500113,MTY1,0002,303,0,0,0,2026-04-11,C,308
M500113,MTY1,QI01,0,56,0,0,2026-04-25,A,0
M500113,MTY1,BLK1,124,0,61,0,2026-04-30,A,121
M500113,MTY1,REC1,106,0,0,0,2026-04-18,C,118
M500195,KCH1,0001,127,0,0,0,2026-02-04,C,132
M500195,KCH1,0002,85,0,0,0,2026-03-26,C,85
M500195,KCH1,QI01,31,0,0,0,2026-03-03,B,31
M500195,KCH1,BLK1,153,0,44,186,2026-02-28,A,153
M500195,KCH1,REC1,0,0,0,0,2026-03-10,B,0
M500127,AUS1,0001,130,0,0,26,2026-05-14,C,142
M500127,AUS1,0002,269,0,0,141,2026-02-21,A,269
M500127,AUS1,QI01,46,0,0,0,2026-02-01,C,46
M500127,AUS1,BLK1,114,0,18,0,2026-02-05,A,114
M500127,AUS1,REC1,212,0,0,0,2026-02-12,A,212
M500212,AUS1,0001,159,0,0,0,2026-02-16,A,159
M500212,AUS1,0002,664,0,0,0,2026-02-19,C,669
M500212,AUS1,QI01,337,170,0,195,2026-02-07,C,342
M500212,AUS1,BLK1,234,0,0,127,2026-03-27,A,239
M500212,AUS1,REC1,396,0,0,131,2026-05-21,B,396
M500282,PHX1,0001,389,0,0,0,2026-04-02,C,394
M500282,PHX1,0002,200,0,0,0,2026-03-31,C,200
M500282,PHX1,QI01,0,7,0,0,2026-02-15,A,-3
M500282,PHX1,BLK1,0,0,1,0,2026-03-26,B,12
M500282,PHX1,REC1,69,0,0,0,2026-02-20,B,69
M500273,KCH1,0001,164,0,0,0,2026-02-11,C,164
M500273,KCH1,0002,0,0,0,0,2026-04-25,C,0
M500273,KCH1,QI01,0,0,0,32,2026-04-10,B,0
M500273,KCH1,BLK1,389,0,0,0,2026-03-28,C,389
M500273,KCH1,REC1,172,0,0,0,2026-02-07,A,177
M500054,KCH1,0001,0,0,0,116,2026-02-18,C,5
M500054,KCH1,0002,0,0,0,0,2026-04-01,B,5
M500054,KCH1,QI01,41,0,0,0,2026-05-20,C,53
M500054,KCH1,BLK1,0,0,0,107,2026-02-09,C,0
M500054,KCH1,REC1,0,0,0,0,2026-05-20,A,5
M500001,MTY1,0001,262,0,0,0,2026-03-16,A,267
M500001,MTY1,0002,0,0,0,0,2026-04-07,A,0
M500001,MTY1,QI01,0,11,0,0,2026-04-19,B,5
M500001,MTY1,BLK1,281,0,0,0,2026-02-08,A,281
M500001,MTY1,REC1,0,0,0,0,2026-04-22,B,12
M500099,KCH1,0001,296,0,0,95,2026-01-28,C,301
M500099,KCH1,0002,0,0,0,0,2026-03-10,C,0
M500099,KCH1,QI01,544,76,0,134,2026-03-27,C,544
M500099,KCH1,BLK1,3,0,65,0,2026-05-13,B,3
M500099,KCH1,REC1,409,0,0,101,2026-03-11,C,409
M500171,DAL1,0001,492,0,0,0,2026-03-29,A,489
M500171,DAL1,0002,85,0,0,0,2026-03-19,B,82
M500171,DAL1,QI01,560,159,0,0,2026-04-09,C,557
M500171,DAL1,BLK1,118,0,71,0,2026-05-16,A,123
M500171,DAL1,REC1,578,0,0,0,2026-03-31,C,578
M500050,AUS1,0001,343,0,0,0,2026-05-15,B,355
M500050,AUS1,0002,0,0,0,0,2026-04-14,C,0
M500050,AUS1,QI01,0,51,0,0,2026-04-18,B,5
M500050,AUS1,BLK1,0,0,162,0,2026-02-26,B,12
M500050,AUS1,REC1,155,0,0,0,2026-05-14,B,155
M500271,DAL1,0001,215,0,0,0,2026-04-16,C,215
M500271,DAL1,0002,229,0,0,0,2026-04-29,C,226
M500271,DAL1,QI01,99,104,0,0,2026-02-04,B,99
M500271,DAL1,BLK1,0,0,9,0,2026-05-17,C,12
M500271,DAL1,REC1,184,0,0,0,2026-04-03,C,184
M500073,DAL1,0001,213,0,0,0,2026-02-10,C,213
M500073,DAL1,0002,295,0,0,0,2026-05-12,C,307
M500073,DAL1,QI01,96,85,0,0,2026-05-15,B,96
M500073,DAL1,BLK1,123,0,133,0,2026-03-03,B,123
M500073,DAL1,REC1,0,0,0,0,2026-03-06,B,0
M500274,MTY1,0001,153,0,0,0,2026-02-26,C,165
M500274,MTY1,0002,83,0,0,0,2026-03-28,B,83
M500274,MTY1,QI01,141,0,0,0,2026-05-25,B,141
M500274,MTY1,BLK1,538,0,70,0,2026-03-07,C,550
M500274,MTY1,REC1,637,0,0,0,2026-03-11,B,637
M500122,KCH1,0001,82,0,0,0,2026-03-14,B,87
M500122,KCH1,0002,212,0,0,0,2026-05-02,C,212
M500122,KCH1,QI01,0,0,0,0,2026-05-26,C,5
M500122,KCH1,BLK1,360,0,64,202,2026-04-23,C,360
M500122,KCH1,REC1,0,0,0,0,2026-05-01,B,0
M500264,PHX1,0001,96,0,0,0,2026-03-20,C,108
M500264,PHX1,0002,116,0,0,0,2026-04-11,C,121
M500264,PHX1,QI01,39,10,0,0,2026-05-15,B,39
M500264,PHX1,BLK1,102,0,138,0,2026-02-23,C,99
M500264,PHX1,REC1,5,0,0,0,2026-05-23,B,5
M500103,DAL1,0001,0,0,0,0,2026-03-24,C,0
M500103,DAL1,0002,0,0,0,0,2026-02-02,C,5
M500103,DAL1,QI01,38,3,0,0,2026-05-22,B,43
M500103,DAL1,BLK1,80,0,76,0,2026-02-16,C,77
M500103,DAL1,REC1,257,0,0,0,2026-02-15,C,257
M500201,PHX1,0001,64,0,0,0,2026-05-16,B,64
M500201,PHX1,0002,0,0,0,0,2026-03-22,C,0
M500201,PHX1,QI01,0,0,0,0,2026-03-12,B,12
M500201,PHX1,BLK1,0,0,52,0,2026-02-01,C,12
M500201,PHX1,REC1,129,0,0,59,2026-05-05,C,129
M500047,DAL1,0001,187,0,0,0,2026-02-17,B,187
M500047,DAL1,0002,0,0,0,0,2026-05-13,C,0
M500047,DAL1,QI01,291,0,0,0,2026-04-23,C,288
M500047,DAL1,BLK1,122,0,0,0,2026-05-05,B,119
M500047,DAL1,REC1,13,0,0,0,2026-03-31,A,10
M500300,AUS1,0001,265,0,0,0,2026-04-21,C,265
M500300,AUS1,0002,22,0,0,0,2026-03-24,C,22
M500300,AUS1,QI01,306,81,0,0,2026-05-25,C,303
M500300,AUS1,BLK1,136,0,0,25,2026-05-07,C,136
M500300,AUS1,REC1,221,0,0,0,2026-03-06,C,218
M500008,KCH1,0001,117,0,0,0,2026-02-20,C,117
M500008,KCH1,0002,0,0,0,0,2026-03-22,A,0
M500008,KCH1,QI01,272,0,0,0,2026-02-20,B,284
M500008,KCH1,BLK1,0,0,54,0,2026-03-08,C,12
M500008,KCH1,REC1,74,0,0,0,2026-02-19,B,74
M500092,PHX1,0001,0,0,0,0,2026-04-01,C,0
M500092,PHX1,0002,232,0,0,0,2026-02-03,C,232
M500092,PHX1,QI01,0,27,0,0,2026-01-31,B,-3
M500092,PHX1,BLK1,212,0,6,0,2026-02-19,B,212
M500092,PHX1,REC1,103,0,0,0,2026-02-24,A,103
M500257,MTY1,0001,328,0,0,0,2026-02-07,C,340
M500257,MTY1,0002,0,0,0,0,2026-02-25,C,12
M500257,MTY1,QI01,596,0,0,0,2026-02-02,B,596
M500257,MTY1,BLK1,0,0,32,0,2026-04-24,A,12
M500257,MTY1,REC1,204,0,0,0,2026-02-26,C,201
M500182,PHX1,0001,0,0,0,57,2026-02-13,B,5
M500182,PHX1,0002,0,0,0,0,2026-05-12,A,0
M500182,PHX1,QI01,223,0,0,137,2026-04-12,B,223
M500182,PHX1,BLK1,9,0,0,0,2026-03-01,C,6
M500182,PHX1,REC1,328,0,0,0,2026-03-20,B,328
M500053,PHX1,0001,55,0,0,4,2026-03-10,A,67
M500053,PHX1,0002,135,0,0,0,2026-02-06,B,135
M500053,PHX1,QI01,0,0,0,0,2026-04-26,C,12
M500053,PHX1,BLK1,0,0,0,0,2026-02-18,B,0
M500053,PHX1,REC1,315,0,0,0,2026-02-23,C,315
M500104,MTY1,0001,0,0,0,0,2026-03-20,C,0
M500104,MTY1,0002,280,0,0,15,2026-04-10,C,280
M500104,MTY1,QI01,0,178,0,0,2026-02-28,B,12
M500104,MTY1,BLK1,0,0,119,0,2026-02-23,B,0
M500104,MTY1,REC1,468,0,0,261,2026-02-10,B,468
M500035,KCH1,0001,23,0,0,0,2026-05-08,C,28
M500035,KCH1,0002,0,0,0,0,2026-03-26,B,12
M500035,KCH1,QI01,534,0,0,0,2026-02-24,B,531
M500035,KCH1,BLK1,0,0,0,0,2026-04-28,B,5
M500035,KCH1,REC1,521,0,0,0,2026-04-07,C,521
M500250,AUS1,0001,178,0,0,0,2026-02-13,C,190
M500250,AUS1,0002,0,0,0,0,2026-02-22,B,0
M500250,AUS1,QI01,102,68,0,0,2026-05-12,B,102
M500250,AUS1,BLK1,0,0,24,125,2026-05-16,A,0
M500250,AUS1,REC1,278,0,0,0,2026-02-07,A,278
M500261,DAL1,0001,373,0,0,0,2026-02-13,A,373
M500261,DAL1,0002,241,0,0,0,2026-02-13,C,241
M500261,DAL1,QI01,528,0,0,0,2026-03-06,C,528
M500261,DAL1,BLK1,600,0,0,0,2026-05-08,A,600
M500261,DAL1,REC1,0,0,0,20,2026-03-01,B,0
M500034,AUS1,0001,223,0,0,200,2026-05-21,C,235
M500034,AUS1,0002,0,0,0,0,2026-05-27,B,12
M500034,AUS1,QI01,0,0,0,0,2026-04-13,C,5
M500034,AUS1,BLK1,721,0,62,0,2026-04-28,A,721
M500034,AUS1,REC1,230,0,0,0,2026-04-04,C,230
M500147,AUS1,0001,163,0,0,0,2026-02-14,C,160
M500147,AUS1,0002,509,0,0,0,2026-04-05,C,509
M500147,AUS1,QI01,64,0,0,28,2026-04-01,B,64
M500147,AUS1,BLK1,0,0,123,0,2026-02-11,A,-3
M500147,AUS1,REC1,588,0,0,0,2026-04-05,C,588
M500101,DAL1,0001,0,0,0,0,2026-04-14,C,0
M500101,DAL1,0002,232,0,0,0,2026-02-02,B,232
M500101,DAL1,QI01,393,24,0,177,2026-04-17,C,398
M500101,DAL1,BLK1,0,0,65,0,2026-03-16,C,0
M500101,DAL1,REC1,0,0,0,0,2026-04-07,C,12
M500052,DAL1,0001,102,0,0,0,2026-04-18,C,114
M500052,DAL1,0002,0,0,0,0,2026-03-23,B,5
M500052,DAL1,QI01,499,86,0,0,2026-02-12,C,499
M500052,DAL1,BLK1,143,0,69,0,2026-03-03,B,140
M500052,DAL1,REC1,462,0,0,0,2026-04-09,C,474
M500298,DAL1,0001,753,0,0,0,2026-04-09,A,753
M500298,DAL1,0002,43,0,0,0,2026-04-04,B,48
M500298,DAL1,QI01,0,214,0,0,2026-02-12,B,0
M500298,DAL1,BLK1,316,0,0,0,2026-04-11,B,328
M500298,DAL1,REC1,0,0,0,0,2026-02-19,C,-3
M500208,MTY1,0001,275,0,0,0,2026-05-19,B,275
M500208,MTY1,0002,0,0,0,0,2026-05-03,B,0
M500208,MTY1,QI01,479,0,0,27,2026-04-05,A,484
M500208,MTY1,BLK1,0,0,0,0,2026-05-14,A,5
M500208,MTY1,REC1,33,0,0,0,2026-02-13,C,30
M500007,AUS1,0001,101,0,0,0,2026-02-10,B,98
M500007,AUS1,0002,0,0,0,134,2026-02-25,B,-3
M500007,AUS1,QI01,0,82,0,0,2026-03-15,C,-3
M500007,AUS1,BLK1,0,0,22,0,2026-03-19,C,5
M500007,AUS1,REC1,178,0,0,0,2026-03-24,B,175
M500196,PHX1,0001,97,0,0,0,2026-03-10,B,102
M500196,PHX1,0002,299,0,0,0,2026-02-14,B,299
M500196,PHX1,QI01,4,71,0,0,2026-04-26,B,4
M500196,PHX1,BLK1,0,0,47,0,2026-03-10,C,0
M500196,PHX1,REC1,537,0,0,0,2026-01-28,C,534
M500230,KCH1,0001,0,0,0,0,2026-02-12,A,0
M500230,KCH1,0002,435,0,0,0,2026-04-10,B,447
M500230,KCH1,QI01,49,8,0,0,2026-04-13,A,54
M500230,KCH1,BLK1,253,0,34,0,2026-04-08,B,258
M500230,KCH1,REC1,0,0,0,6,2026-05-26,B,-3
M500027,AUS1,0001,563,0,0,2,2026-02-23,C,560
M500027,AUS1,0002,219,0,0,0,2026-05-26,C,216
M500027,AUS1,QI01,255,125,0,10,2026-03-03,B,255
M500027,AUS1,BLK1,0,0,42,0,2026-03-17,B,-3
M500027,AUS1,REC1,87,0,0,0,2026-03-06,C,92
M500096,AUS1,0001,171,0,0,37,2026-02-22,C,168
M500096,AUS1,0002,523,0,0,0,2026-02-08,B,528
M500096,AUS1,QI01,0,73,0,0,2026-05-03,C,-3
M500096,AUS1,BLK1,0,0,0,0,2026-03-06,C,12
M500096,AUS1,REC1,65,0,0,0,2026-04-18,B,62
M500068,KCH1,0001,0,0,0,51,2026-03-09,B,0
M500068,KCH1,0002,0,0,0,0,2026-05-01,C,12
M500068,KCH1,QI01,51,103,0,0,2026-04-06,B,56
M500068,KCH1,BLK1,0,0,2,0,2026-02-01,C,0
M500068,KCH1,REC1,0,0,0,0,2026-05-08,B,0
M500114,PHX1,0001,79,0,0,0,2026-03-15,C,79
M500114,PHX1,0002,0,0,0,0,2026-02-16,C,12
M500114,PHX1,QI01,0,62,0,0,2026-02-10,B,0
M500114,PHX1,BLK1,187,0,36,0,2026-05-16,C,192
M500114,PHX1,REC1,167,0,0,0,2026-04-09,A,167
M500095,MTY1,0001,715,0,0,0,2026-05-02,C,715
M500095,MTY1,0002,74,0,0,0,2026-03-24,A,74
M500095,MTY1,QI01,0,53,0,52,2026-04-10,B,0
M500095,MTY1,BLK1,120,0,107,0,2026-04-13,B,132
M500095,MTY1,REC1,111,0,0,0,2026-03-22,B,116
M500094,MTY1,0001,237,0,0,0,2026-04-09,C,237
M500094,MTY1,0002,471,0,0,55,2026-04-17,B,471
M500094,MTY1,QI01,180,0,0,0,2026-05-12,B,177
M500094,MTY1,BLK1,237,0,30,0,2026-04-12,A,249
M500094,MTY1,REC1,0,0,0,0,2026-05-02,B,-3
M500178,MTY1,0001,31,0,0,107,2026-02-24,B,31
M500178,MTY1,0002,140,0,0,0,2026-04-06,B,145
M500178,MTY1,QI01,0,194,0,0,2026-03-05,B,12
M500178,MTY1,BLK1,203,0,53,0,2026-02-23,C,203
M500178,MTY1,REC1,0,0,0,0,2026-04-29,A,0
M500046,MTY1,0001,412,0,0,0,2026-02-02,B,424
M500046,MTY1,0002,592,0,0,0,2026-04-06,C,597
M500046,MTY1,QI01,97,77,0,0,2026-04-19,B,109
M500046,MTY1,BLK1,39,0,0,0,2026-02-26,A,44
M500046,MTY1,REC1,668,0,0,0,2026-05-22,C,668
M500227,KCH1,0001,0,0,0,0,2026-03-22,B,0
M500227,KCH1,0002,126,0,0,0,2026-04-02,C,126
M500227,KCH1,QI01,0,0,0,0,2026-04-05,A,0
M500227,KCH1,BLK1,70,0,69,0,2026-04-14,B,67
M500227,KCH1,REC1,37,0,0,0,2026-04-07,C,37
M500234,MTY1,0001,333,0,0,0,2026-02-17,A,333
M500234,MTY1,0002,27,0,0,0,2026-02-06,C,32
M500234,MTY1,QI01,0,123,0,0,2026-03-16,C,0
M500234,MTY1,BLK1,11,0,0,89,2026-02-26,A,23
M500234,MTY1,REC1,248,0,0,0,2026-03-21,B,260
M500202,PHX1,0001,75,0,0,0,2026-02-25,A,80
M500202,PHX1,0002,392,0,0,0,2026-02-18,B,397
M500202,PHX1,QI01,0,92,0,201,2026-01-29,B,-3
M500202,PHX1,BLK1,374,0,85,0,2026-02-07,C,379
M500202,PHX1,REC1,454,0,0,0,2026-02-22,C,454
M500287,KCH1,0001,347,0,0,0,2026-04-04,C,344
M500287,KCH1,0002,455,0,0,0,2026-05-20,C,455
M500287,KCH1,QI01,0,79,0,0,2026-02-12,B,12
M500287,KCH1,BLK1,373,0,190,0,2026-04-11,B,370
M500287,KCH1,REC1,0,0,0,0,2026-02-04,A,0
M500025,MTY1,0001,0,0,0,0,2026-04-07,C,12
M500025,MTY1,0002,137,0,0,8,2026-02-27,C,142
M500025,MTY1,QI01,395,141,0,0,2026-04-27,B,395
M500025,MTY1,BLK1,520,0,78,0,2026-02-21,C,525
M500025,MTY1,REC1,145,0,0,0,2026-04-28,A,150
M500239,AUS1,0001,162,0,0,0,2026-01-29,C,159
M500239,AUS1,0002,154,0,0,0,2026-04-30,B,154
M500239,AUS1,QI01,0,186,0,101,2026-03-01,C,-3
M500239,AUS1,BLK1,33,0,0,0,2026-05-03,A,33
M500239,AUS1,REC1,136,0,0,0,2026-04-12,B,136
M500216,PHX1,0001,0,0,0,0,2026-03-04,C,0
M500216,PHX1,0002,0,0,0,0,2026-04-03,C,0
M500216,PHX1,QI01,0,0,0,0,2026-02-13,C,0
M500216,PHX1,BLK1,0,0,0,0,2026-04-24,A,-3
M500216,PHX1,REC1,245,0,0,0,2026-03-07,C,245
M500017,DAL1,0001,178,0,0,0,2026-03-11,C,178
M500017,DAL1,0002,400,0,0,0,2026-03-11,B,400
M500017,DAL1,QI01,131,9,0,0,2026-02-01,C,136
M500017,DAL1,BLK1,268,0,75,0,2026-05-07,A,280
M500017,DAL1,REC1,0,0,0,0,2026-04-20,C,-3
M500214,MTY1,0001,292,0,0,0,2026-05-26,A,292
M500214,MTY1,0002,0,0,0,0,2026-02-05,C,-3
M500214,MTY1,QI01,35,13,0,0,2026-03-05,A,40
M500214,MTY1,BLK1,0,0,25,0,2026-03-30,C,0
M500214,MTY1,REC1,492,0,0,0,2026-04-09,C,497
M500028,KCH1,0001,165,0,0,14,2026-05-12,B,162
M500028,KCH1,0002,0,0,0,0,2026-03-14,C,-3
M500028,KCH1,QI01,0,0,0,0,2026-05-23,B,0
M500028,KCH1,BLK1,0,0,80,0,2026-05-25,C,-3
M500028,KCH1,REC1,72,0,0,0,2026-05-26,B,72
M500085,AUS1,0001,0,0,0,0,2026-04-18,A,-3
M500085,AUS1,0002,343,0,0,0,2026-02-22,C,343
M500085,AUS1,QI01,420,60,0,0,2026-04-19,B,420
M500085,AUS1,BLK1,134,0,0,0,2026-02-19,B,134
M500085,AUS1,REC1,135,0,0,0,2026-03-27,A,132
M500112,PHX1,0001,119,0,0,0,2026-04-17,C,119
M500112,PHX1,0002,263,0,0,0,2026-05-17,C,268
M500112,PHX1,QI01,321,0,0,28,2026-04-13,A,318
M500112,PHX1,BLK1,0,0,113,150,2026-03-22,B,0
M500112,PHX1,REC1,321,0,0,0,2026-02-18,C,326
M500088,KCH1,0001,28,0,0,0,2026-04-21,B,40
M500088,KCH1,0002,482,0,0,0,2026-04-19,B,482
M500088,KCH1,QI01,0,0,0,61,2026-02-12,C,5
M500088,KCH1,BLK1,317,0,9,0,2026-04-25,C,329
M500088,KCH1,REC1,309,0,0,0,2026-04-14,C,321
M500251,PHX1,0001,0,0,0,0,2026-02-01,C,5
M500251,PHX1,0002,0,0,0,0,2026-04-13,B,12
M500251,PHX1,QI01,0,28,0,63,2026-03-05,C,0
M500251,PHX1,BLK1,0,0,24,0,2026-01-29,A,0
M500251,PHX1,REC1,348,0,0,0,2026-04-19,B,348
M500123,PHX1,0001,0,0,0,0,2026-03-04,C,12
M500123,PHX1,0002,0,0,0,0,2026-03-13,C,-3
M500123,PHX1,QI01,375,0,0,0,2026-03-31,C,380
M500123,PHX1,BLK1,380,0,5,0,2026-05-04,B,380
M500123,PHX1,REC1,544,0,0,0,2026-02-12,C,544
M500265,DAL1,0001,423,0,0,0,2026-03-17,A,428
M500265,DAL1,0002,0,0,0,0,2026-04-09,A,0
M500265,DAL1,QI01,0,0,0,0,2026-01-29,A,5
M500265,DAL1,BLK1,427,0,0,80,2026-05-14,B,427
M500265,DAL1,REC1,0,0,0,0,2026-03-19,A,-3
M500282,AUS1,0001,139,0,0,0,2026-05-13,C,151
M500282,AUS1,0002,621,0,0,0,2026-02-20,C,633
M500282,AUS1,QI01,0,0,0,0,2026-04-26,C,-3
M500282,AUS1,BLK1,0,0,8,0,2026-02-11,B,0
M500282,AUS1,REC1,0,0,0,218,2026-03-07,B,0
M500129,MTY1,0001,281,0,0,0,2026-05-11,A,281
M500129,MTY1,0002,0,0,0,0,2026-05-16,C,0
M500129,MTY1,QI01,0,0,0,0,2026-03-14,A,0
M500129,MTY1,BLK1,380,0,11,86,2026-02-14,C,380
M500129,MTY1,REC1,368,0,0,0,2026-04-28,A,368
M500125,DAL1,0001,205,0,0,0,2026-02-16,B,205
M500125,DAL1,0002,694,0,0,0,2026-05-22,C,694
M500125,DAL1,QI01,0,39,0,0,2026-02-28,C,0
M500125,DAL1,BLK1,196,0,0,0,2026-01-28,B,196
M500125,DAL1,REC1,0,0,0,0,2026-04-18,A,5
M500083,MTY1,0001,113,0,0,0,2026-03-18,A,110
M500083,MTY1,0002,142,0,0,0,2026-05-07,A,142
M500083,MTY1,QI01,138,158,0,0,2026-05-25,C,150
M500083,MTY1,BLK1,360,0,80,0,2026-02-24,B,360
M500083,MTY1,REC1,0,0,0,0,2026-04-26,A,0
M500219,MTY1,0001,0,0,0,0,2026-05-25,C,-3
M500219,MTY1,0002,494,0,0,0,2026-02-08,A,491
M500219,MTY1,QI01,477,0,0,165,2026-04-02,A,489
M500219,MTY1,BLK1,220,0,0,0,2026-03-22,A,220
M500219,MTY1,REC1,332,0,0,0,2026-04-09,C,337
M500055,DAL1,0001,0,0,0,202,2026-04-06,C,5
M500055,DAL1,0002,401,0,0,0,2026-04-21,C,401
M500055,DAL1,QI01,479,42,0,0,2026-03-14,C,479
M500055,DAL1,BLK1,458,0,87,0,2026-02-04,C,458
M500055,DAL1,REC1,0,0,0,0,2026-02-06,B,0
M500171,KCH1,0001,0,0,0,0,2026-03-04,C,0
M500171,KCH1,0002,0,0,0,0,2026-02-11,C,0
M500171,KCH1,QI01,0,49,0,0,2026-05-23,C,0
M500171,KCH1,BLK1,0,0,0,0,2026-02-20,B,5
M500171,KCH1,REC1,0,0,0,0,2026-04-03,C,0
M500149,PHX1,0001,239,0,0,0,2026-02-02,B,239
M500149,PHX1,0002,435,0,0,0,2026-04-23,C,432
M500149,PHX1,QI01,0,0,0,0,2026-03-09,C,0
M500149,PHX1,BLK1,480,0,24,0,2026-02-19,C,485
M500149,PHX1,REC1,0,0,0,0,2026-04-12,A,-3
M500228,PHX1,0001,464,0,0,0,2026-02-26,B,461
M500228,PHX1,0002,0,0,0,0,2026-02-08,C,0
M500228,PHX1,QI01,162,29,0,0,2026-05-20,C,159
M500228,PHX1,BLK1,607,0,0,0,2026-04-24,B,604
M500228,PHX1,REC1,0,0,0,0,2026-03-09,C,-3
M500073,KCH1,0001,0,0,0,0,2026-03-17,B,5
M500073,KCH1,0002,0,0,0,0,2026-05-27,C,0
M500073,KCH1,QI01,0,36,0,0,2026-02-26,B,0
M500073,KCH1,BLK1,0,0,155,0,2026-02-10,C,0
M500073,KCH1,REC1,537,0,0,0,2026-02-27,C,537
M500134,DAL1,0001,184,0,0,0,2026-04-13,C,184
M500134,DAL1,0002,519,0,0,144,2026-03-31,C,519
M500134,DAL1,QI01,219,118,0,0,2026-03-05,C,219
M500134,DAL1,BLK1,0,0,2,0,2026-04-23,A,-3
M500134,DAL1,REC1,14,0,0,0,2026-05-14,A,26
M500013,MTY1,0001,0,0,0,0,2026-05-26,C,0
M500013,MTY1,0002,171,0,0,0,2026-01-30,C,171
M500013,MTY1,QI01,703,27,0,0,2026-05-18,C,703
M500013,MTY1,BLK1,0,0,54,0,2026-05-13,C,0
M500013,MTY1,REC1,0,0,0,39,2026-04-17,C,0
M500103,KCH1,0001,364,0,0,0,2026-05-02,A,376
M500103,KCH1,0002,381,0,0,0,2026-04-12,B,381
M500103,KCH1,QI01,332,93,0,0,2026-04-03,B,329
M500103,KCH1,BLK1,627,0,0,0,2026-04-25,A,639
M500103,KCH1,REC1,0,0,0,0,2026-04-15,C,5
M500151,DAL1,0001,354,0,0,0,2026-04-24,C,354
M500151,DAL1,0002,136,0,0,0,2026-03-11,C,136
M500151,DAL1,QI01,172,0,0,57,2026-03-19,C,184
M500151,DAL1,BLK1,0,0,15,0,2026-05-20,C,-3
M500151,DAL1,REC1,0,0,0,0,2026-05-17,A,-3
M500047,KCH1,0001,88,0,0,0,2026-03-23,A,85
M500047,KCH1,0002,36,0,0,0,2026-05-11,C,36
M500047,KCH1,QI01,34,19,0,0,2026-05-03,C,34
M500047,KCH1,BLK1,0,0,31,0,2026-02-11,A,0
M500047,KCH1,REC1,337,0,0,0,2026-04-13,A,349
M500160,PHX1,0001,0,0,0,353,2026-02-03,C,0
M500160,PHX1,0002,0,0,0,0,2026-04-22,C,5
M500160,PHX1,QI01,0,0,0,0,2026-05-27,C,0
M500160,PHX1,BLK1,155,0,0,0,2026-05-03,C,155
M500160,PHX1,REC1,323,0,0,0,2026-04-12,C,323
M500020,DAL1,0001,424,0,0,0,2026-04-05,C,429
M500020,DAL1,0002,234,0,0,0,2026-03-24,B,239
M500020,DAL1,QI01,310,170,0,0,2026-05-25,C,322
M500020,DAL1,BLK1,109,0,25,0,2026-05-14,A,109
M500020,DAL1,REC1,97,0,0,0,2026-03-01,C,97
M500201,AUS1,0001,268,0,0,0,2026-05-06,C,268
M500201,AUS1,0002,274,0,0,0,2026-04-15,C,286
M500201,AUS1,QI01,178,0,0,0,2026-02-19,C,175
M500201,AUS1,BLK1,129,0,62,0,2026-04-12,B,129
M500201,AUS1,REC1,5,0,0,0,2026-02-28,A,5
M500030,PHX1,0001,210,0,0,0,2026-02-23,C,222
M500030,PHX1,0002,289,0,0,0,2026-05-10,C,286
M500030,PHX1,QI01,0,49,0,0,2026-04-23,C,0
M500030,PHX1,BLK1,0,0,9,43,2026-01-29,C,0
M500030,PHX1,REC1,323,0,0,0,2026-02-04,A,335
M500036,KCH1,0001,0,0,0,0,2026-03-15,C,-3
M500036,KCH1,0002,158,0,0,0,2026-05-22,C,155
M500036,KCH1,QI01,114,62,0,0,2026-03-05,B,119
M500036,KCH1,BLK1,94,0,25,0,2026-04-26,C,99
M500036,KCH1,REC1,0,0,0,0,2026-03-28,C,5
M500048,MTY1,0001,0,0,0,63,2026-02-17,A,5
M500048,MTY1,0002,217,0,0,0,2026-04-05,B,222
M500048,MTY1,QI01,0,0,0,0,2026-04-06,C,0
M500048,MTY1,BLK1,134,0,0,0,2026-01-31,C,134
M500048,MTY1,REC1,108,0,0,15,2026-05-01,C,108
M500097,MTY1,0001,253,0,0,0,2026-04-10,A,265
M500097,MTY1,0002,0,0,0,0,2026-03-11,C,5
M500097,MTY1,QI01,0,0,0,0,2026-03-22,A,5
M500097,MTY1,BLK1,116,0,7,0,2026-03-11,A,113
M500097,MTY1,REC1,581,0,0,0,2026-05-18,C,581
M500235,KCH1,0001,0,0,0,0,2026-03-22,C,-3
M500235,KCH1,0002,0,0,0,0,2026-05-27,B,0
M500235,KCH1,QI01,127,57,0,0,2026-05-15,C,127
M500235,KCH1,BLK1,97,0,4,0,2026-03-31,C,97
M500235,KCH1,REC1,503,0,0,0,2026-03-01,B,503
M500070,KCH1,0001,256,0,0,0,2026-03-21,C,253
M500070,KCH1,0002,22,0,0,0,2026-04-16,A,27
