info_record_id,material_id,supplier_id,plant,purchasing_org,price,currency,price_unit,lead_time_days,min_order_qty,valid_from,valid_to
IR0000689,M500078,S100027,PHX1,CA01,13.83,USD,100,80,1,2025-06-13,2027-01-12
IR0000690,M500078,S100035,PHX1,MX01,11.26,USD,1,81,100,2024-11-02,2027-04-04
IR0000691,M500078,S100011,DAL1,MX01,9.07,USD,100,56,1,2025-07-23,2028-03-01
IR0000692,M500078,S100006,DAL1,CA01,9.60,USD,1,41,50,2024-04-18,2027-09-29
IR0000693,M500078,S100046,AUS1,US01,11.82,USD,100,71,100,2024-12-27,2026-12-18
IR0000694,M500078,S100050,AUS1,CA01,10.45,USD,10,70,10,2026-02-11,2027-12-04
IR0000695,M500078,S100018,AUS1,CA01,10.38,USD,1,74,50,2025-07-02,2028-10-11
IR0000696,M500078,S100006,KCH1,US01,13.61,USD,10,70,10,2026-02-02,2027-01-20
IR0000697,M500078,S100042,KCH1,US01,11.90,USD,10,82,100,2024-04-08,2028-09-11
IR0000698,M500078,S100025,MTY1,MX01,12.12,USD,10,36,10,2025-07-19,2028-07-16
IR0000699,M500078,S100040,MTY1,CA01,9.27,USD,10,52,50,2025-10-07,2027-12-20
IR0000700,M500079,S100044,KCH1,MX01,7.18,USD,100,91,1,2025-10-03,2027-05-29
IR0000701,M500079,S100003,DAL1,MX01,7.95,USD,1,13,100,2025-10-27,2027-07-19
IR0000702,M500079,S100009,DAL1,MX01,6.92,USD,100,25,100,2024-12-30,2028-10-09
IR0000703,M500079,S100007,DAL1,CA01,8.68,USD,100,21,10,2024-10-15,2028-03-17
IR0000704,M500079,S100037,DAL1,CA01,9.41,USD,1,24,250,2025-07-13,2027-12-13
IR0000705,M500079,S100020,MTY1,MX01,7.87,USD,1,80,1,2024-09-12,2028-10-01
IR0000706,M500079,S100030,MTY1,CA01,8.08,USD,100,66,1,2026-01-15,2028-01-10
IR0000707,M500079,S100017,MTY1,US01,6.10,USD,100,78,10,2024-11-27,2027-06-29
IR0000708,M500079,S100039,AUS1,US01,6.90,USD,10,52,100,2025-07-30,2028-11-07
IR0000709,M500079,S100047,AUS1,MX01,6.47,USD,1,54,250,2024-11-15,2026-10-05
IR0000710,M500079,S100041,AUS1,CA01,6.58,USD,100,36,10,2025-03-28,2027-06-02
IR0000711,M500079,S100009,AUS1,US01,8.52,USD,10,40,1,2025-12-12,2027-02-12
IR0000712,M500079,S100022,PHX1,US01,7.84,USD,10,70,50,2025-07-09,2026-08-28
IR0000713,M500079,S100001,PHX1,US01,7.99,USD,100,63,1,2025-01-01,2027-12-03
IR0000714,M500079,S100014,PHX1,MX01,8.60,USD,100,65,1,2024-09-07,2028-02-10
IR0000715,M500080,S100008,KCH1,MX01,7.58,USD,1,3,100,2024-07-04,2026-11-28
IR0000716,M500080,S100026,KCH1,MX01,7.72,USD,100,13,250,2024-11-07,2028-09-23
IR0000717,M500080,S100001,KCH1,US01,7.30,USD,100,9,50,2026-01-03,2027-09-27
IR0000718,M500080,S100036,MTY1,CA01,6.33,USD,1,16,250,2024-12-09,2027-12-30
IR0000719,M500080,S100044,AUS1,US01,8.64,USD,1,19,250,2025-10-19,2026-12-03
IR0000720,M500080,S100015,AUS1,US01,7.69,USD,100,36,50,2025-11-22,2027-07-17
IR0000721,M500080,S100016,AUS1,MX01,5.99,USD,100,25,10,2025-05-28,2027-07-29
IR0000722,M500081,S100013,AUS1,MX01,6.22,USD,10,17,50,2024-05-07,2027-05-19
IR0000723,M500081,S100018,DAL1,MX01,8.39,USD,10,49,250,2026-01-18,2027-11-26
IR0000724,M500081,S100027,DAL1,CA01,7.78,USD,100,41,1,2025-05-14,2027-10-14
IR0000725,M500081,S100036,MTY1,MX01,6.24,USD,1,49,1,2025-09-29,2027-05-26
IR0000726,M500081,S100009,KCH1,CA01,9.70,USD,1,81,10,2024-09-10,2027-11-26
IR0000727,M500081,S100042,KCH1,CA01,8.00,USD,1,84,50,2026-01-14,2028-02-20
IR0000728,M500082,S100009,PHX1,CA01,11.72,USD,1,32,100,2025-02-15,2028-06-08
IR0000729,M500082,S100030,PHX1,US01,10.83,USD,1,38,10,2026-02-09,2027-06-23
IR0000730,M500082,S100015,PHX1,CA01,10.53,USD,1,34,1,2024-08-02,2028-08-13
IR0000731,M500082,S100041,AUS1,CA01,10.57,USD,1,5,100,2024-07-19,2026-09-13
IR0000732,M500082,S100021,AUS1,US01,10.23,USD,10,17,1,2024-06-11,2027-02-19
IR0000733,M500082,S100006,MTY1,US01,12.57,USD,1,11,10,2025-10-10,2028-03-23
IR0000734,M500083,S100009,PHX1,US01,11.23,USD,100,9,250,2024-05-16,2027-11-06
IR0000735,M500083,S100037,PHX1,CA01,14.99,USD,10,11,10,2025-01-30,2026-09-06
IR0000736,M500083,S100020,AUS1,US01,16.49,USD,10,16,50,2025-04-11,2028-06-26
IR0000737,M500083,S100025,AUS1,MX01,11.01,USD,1,9,50,2026-01-23,2026-12-13
IR0000738,M500083,S100047,AUS1,MX01,15.38,USD,1,18,100,2024-09-24,2028-08-31
IR0000739,M500083,S100017,MTY1,CA01,13.75,USD,1,29,1,2024-07-26,2027-10-31
IR0000740,M500083,S100016,MTY1,CA01,14.58,USD,1,31,100,2024-03-24,2027-01-02
IR0000741,M500083,S100033,DAL1,CA01,16.22,USD,100,19,10,2025-01-12,2027-10-28
IR0000742,M500083,S100018,KCH1,CA01,15.71,USD,10,33,50,2024-05-22,2027-11-21
IR0000743,M500083,S100005,KCH1,CA01,13.34,USD,1,22,250,2024-05-20,2027-06-22
IR0000744,M500084,S100041,AUS1,CA01,6.73,USD,1,19,50,2025-07-20,2027-08-31
IR0000745,M500084,S100020,PHX1,CA01,6.10,USD,100,25,250,2025-05-15,2027-03-28
IR0000746,M500084,S100010,PHX1,US01,5.12,USD,100,26,50,2025-10-27,2027-01-27
IR0000747,M500084,S100009,PHX1,CA01,4.92,USD,1,13,100,2025-02-18,2027-02-09
IR0000748,M500084,S100016,PHX1,CA01,6.29,USD,100,15,1,2024-04-13,2028-08-02
IR0000749,M500084,S100043,KCH1,MX01,5.66,USD,100,12,100,2024-05-31,2028-01-12
IR0000750,M500084,S100001,MTY1,MX01,5.75,USD,10,34,250,2025-06-23,2027-07-06
IR0000751,M500084,S100043,MTY1,US01,5.60,USD,10,36,100,2025-08-18,2028-09-05
IR0000752,M500085,S100026,PHX1,US01,9.78,USD,1,5,1,2024-12-30,2027-05-18
IR0000753,M500085,S100006,KCH1,MX01,9.45,USD,100,10,10,2025-02-03,2027-07-10
IR0000754,M500085,S100011,KCH1,MX01,10.03,USD,10,24,250,2026-01-18,2026-12-25
IR0000755,M500085,S100001,AUS1,US01,9.09,USD,1,36,1,2024-05-01,2028-01-25
IR0000756,M500085,S100016,AUS1,MX01,11.09,USD,1,32,1,2024-11-17,2028-03-11
IR0000757,M500085,S100032,AUS1,US01,9.12,USD,10,33,10,2025-05-11,2026-09-28
IR0000758,M500085,S100010,AUS1,MX01,10.49,USD,1,48,100,2025-10-31,2028-10-02
IR0000759,M500085,S100003,MTY1,US01,11.75,USD,10,42,1,2024-05-13,2028-10-09
IR0000760,M500085,S100050,MTY1,US01,10.90,USD,10,43,100,2024-09-16,2027-05-17
IR0000761,M500085,S100048,MTY1,CA01,12.52,USD,100,26,1,2024-08-30,2027-07-28
IR0000762,M500085,S100007,MTY1,CA01,9.18,USD,100,28,1,2025-07-22,2027-11-17
IR0000763,M500085,S100031,DAL1,CA01,10.61,USD,1,34,10,2025-08-31,2028-03-19
IR0000764,M500086,S100039,PHX1,US01,2.29,USD,100,26,1,2024-10-26,2026-12-18
IR0000765,M500086,S100049,PHX1,US01,1.97,USD,1,29,250,2024-05-28,2027-12-20
IR0000766,M500086,S100004,PHX1,CA01,2.35,USD,1,27,10,2025-01-20,2027-05-10
IR0000767,M500086,S100046,PHX1,US01,1.87,USD,10,27,1,2024-10-09,2027-08-07
IR0000768,M500086,S100012,DAL1,MX01,2.60,USD,10,41,100,2025-04-30,2028-03-08
IR0000769,M500087,S100001,PHX1,CA01,3.41,USD,1,8,100,2025-08-28,2028-06-22
IR0000770,M500087,S100011,KCH1,CA01,4.14,USD,10,47,50,2024-06-28,2026-10-03
IR0000771,M500087,S100008,KCH1,CA01,4.26,USD,1,42,100,2024-11-08,2027-05-18
IR0000772,M500088,S100005,DAL1,CA01,6.00,USD,1,55,50,2025-10-19,2027-05-04
IR0000773,M500088,S100028,DAL1,CA01,6.32,USD,10,55,1,2025-10-22,2027-10-16
IR0000774,M500088,S100040,DAL1,US01,4.75,USD,1,73,250,2024-10-14,2026-09-04
IR0000775,M500088,S100011,AUS1,US01,5.71,USD,10,43,50,2025-10-25,2028-05-21
IR0000776,M500088,S100019,AUS1,US01,4.28,USD,1,39,250,2025-12-12,2027-04-08
IR0000777,M500088,S100014,AUS1,CA01,6.41,USD,1,30,1,2025-12-03,2026-09-10
IR0000778,M500088,S100005,PHX1,MX01,6.74,USD,100,27,100,2025-02-09,2028-10-15
IR0000779,M500088,S100025,PHX1,MX01,6.43,USD,100,28,10,2025-06-12,2027-04-19
IR0000780,M500088,S100031,PHX1,US01,4.49,USD,10,18,1,2025-04-06,2028-03-11
IR0000781,M500088,S100032,MTY1,MX01,6.23,USD,1,28,100,2025-09-11,2028-01-10
IR0000782,M500088,S100027,MTY1,CA01,6.12,USD,1,22,250,2024-08-01,2027-08-06
IR0000783,M500088,S100017,MTY1,CA01,5.08,USD,1,22,10,2025-12-01,2027-11-28
IR0000784,M500088,S100049,KCH1,US01,5.20,USD,100,25,250,2025-11-09,2027-08-10
IR0000785,M500088,S100037,KCH1,MX01,5.22,USD,1,33,50,2025-09-06,2027-04-15
IR0000786,M500088,S100032,KCH1,MX01,6.37,USD,10,32,100,2024-11-29,2028-10-10
IR0000787,M500089,S100030,KCH1,US01,6.08,USD,100,31,1,2024-11-22,2026-12-08
IR0000788,M500089,S100010,KCH1,MX01,7.52,USD,100,24,100,2025-01-20,2027-05-22
IR0000789,M500089,S100003,KCH1,US01,7.54,USD,10,24,250,2025-12-17,2027-04-04
IR0000790,M500089,S100023,KCH1,US01,8.93,USD,10,19,50,2026-02-01,2028-10-28
IR0000791,M500089,S100046,MTY1,US01,7.01,USD,10,101,100,2025-01-21,2026-10-16
IR0000792,M500089,S100030,MTY1,MX01,7.65,USD,10,86,100,2024-11-13,2027-03-04
IR0000793,M500089,S100043,MTY1,CA01,6.33,USD,10,105,100,2024-12-18,2027-11-07
IR0000794,M500089,S100010,DAL1,CA01,6.58,USD,100,43,100,2025-12-10,2028-08-18
IR0000795,M500089,S100031,DAL1,US01,7.10,USD,1,37,250,2024-12-17,2028-08-03
IR0000796,M500090,S100047,MTY1,CA01,4.30,USD,100,34,250,2024-12-28,2028-07-13
IR0000797,M500090,S100033,MTY1,US01,4.64,USD,10,29,50,2025-06-23,2027-02-22
IR0000798,M500090,S100031,MTY1,US01,4.63,USD,100,26,100,2025-02-27,2028-11-10
IR0000799,M500090,S100039,MTY1,CA01,4.74,USD,10,41,100,2025-07-28,2028-04-08
IR0000800,M500090,S100017,AUS1,CA01,4.17,USD,100,41,250,2024-03-21,2028-06-27
IR0000801,M500090,S100050,AUS1,MX01,3.96,USD,10,31,100,2024-10-31,2028-01-19
IR0000802,M500090,S100001,AUS1,MX01,4.97,USD,1,42,50,2025-12-01,2028-04-17
IR0000803,M500090,S100021,AUS1,CA01,3.71,USD,10,30,100,2025-09-20,2027-02-27
IR0000804,M500090,S100012,KCH1,US01,4.23,USD,1,27,100,2025-08-21,2027-02-21
IR0000805,M500090,S100004,KCH1,CA01,4.12,USD,1,40,1,2025-02-03,2028-06-22
IR0000806,M500090,S100011,DAL1,CA01,3.82,USD,100,19,250,2024-05-27,2028-03-04
IR0000807,M500090,S100004,DAL1,CA01,3.64,USD,1,20,250,2025-06-24,2026-09-28
IR0000808,M500090,S100050,DAL1,US01,3.66,USD,1,20,250,2025-07-20,2028-04-15
IR0000809,M500090,S100019,DAL1,US01,5.23,USD,10,12,100,2024-08-04,2026-09-09
IR0000810,M500090,S100032,PHX1,CA01,4.20,USD,1,27,1,2024-08-07,2026-09-20
IR0000811,M500090,S100005,PHX1,US01,5.02,USD,100,21,1,2025-08-03,2027-11-25
IR0000812,M500090,S100004,PHX1,US01,3.70,USD,10,35,10,2025-04-25,2028-04-14
IR0000813,M500091,S100018,DAL1,CA01,13.28,USD,10,20,250,2025-10-25,2027-11-20
IR0000814,M500091,S100025,DAL1,MX01,9.27,USD,10,23,50,2024-08-14,2027-04-10
IR0000815,M500091,S100037,DAL1,CA01,12.39,USD,100,30,50,2025-12-17,2027-02-02
IR0000816,M500091,S100045,AUS1,US01,9.78,USD,100,17,100,2024-06-09,2027-04-07
IR0000817,M500091,S100035,PHX1,US01,10.96,USD,1,23,250,2024-07-11,2026-12-24
IR0000818,M500091,S100006,PHX1,US01,13.54,USD,100,27,100,2024-12-05,2026-10-25
IR0000819,M500092,S100042,KCH1,CA01,21.57,USD,100,26,50,2025-08-31,2028-03-14
IR0000820,M500092,S100022,KCH1,CA01,13.88,USD,100,11,250,2024-05-17,2028-04-17
IR0000821,M500092,S100011,KCH1,CA01,20.27,USD,10,26,50,2024-08-07,2027-11-14
IR0000822,M500092,S100030,KCH1,US01,14.05,USD,1,14,250,2024-12-22,2026-09-17
IR0000823,M500092,S100039,PHX1,CA01,19.95,USD,10,67,250,2025-08-11,2028-10-24
IR0000824,M500092,S100003,PHX1,CA01,18.06,USD,1,78,10,2026-01-15,2027-06-08
IR0000825,M500092,S100011,AUS1,US01,15.66,USD,1,27,10,2025-06-09,2027-03-25
IR0000826,M500092,S100023,AUS1,CA01,16.46,USD,1,29,250,2025-01-30,2028-06-23
IR0000827,M500093,S100022,KCH1,CA01,9.08,USD,100,26,50,2024-03-20,2026-09-29
IR0000828,M500093,S100019,KCH1,US01,9.77,USD,1,15,10,2025-07-19,2028-05-25
IR0000829,M500093,S100016,DAL1,MX01,6.87,USD,100,40,10,2024-12-08,2027-01-08
IR0000830,M500093,S100026,DAL1,CA01,9.76,USD,1,28,250,2025-10-11,2028-11-10
IR0000831,M500093,S100011,DAL1,CA01,9.76,USD,10,33,250,2025-12-21,2027-11-23
IR0000832,M500093,S100004,PHX1,US01,8.68,USD,10,31,50,2025-06-14,2028-01-16
IR0000833,M500093,S100008,PHX1,US01,10.37,USD,10,18,250,2025-05-09,2027-02-05
IR0000834,M500093,S100042,AUS1,US01,9.10,USD,1,30,100,2024-11-16,2027-08-11
IR0000835,M500093,S100006,AUS1,CA01,8.25,USD,100,30,10,2025-06-28,2026-12-06
IR0000836,M500093,S100037,AUS1,CA01,8.03,USD,100,34,100,2024-12-11,2027-06-02
IR0000837,M500093,S100025,MTY1,CA01,9.98,USD,1,5,1,2026-01-22,2028-05-22
IR0000838,M500093,S100007,MTY1,MX01,9.72,USD,100,13,50,2024-06-20,2027-02-04
IR0000839,M500093,S100010,MTY1,US01,7.53,USD,100,8,1,2025-09-30,2027-05-29
IR0000840,M500094,S100045,MTY1,US01,26.15,USD,1,79,250,2026-02-07,2027-07-17
IR0000841,M500094,S100015,MTY1,US01,25.57,USD,1,92,100,2025-11-02,2027-06-28
IR0000842,M500094,S100022,MTY1,CA01,25.26,USD,10,90,250,2024-10-09,2028-04-22
IR0000843,M500094,S100024,DAL1,US01,23.79,USD,1,71,50,2025-06-05,2027-01-07
IR0000844,M500094,S100045,DAL1,US01,24.75,USD,100,63,50,2024-08-14,2028-11-13
IR0000845,M500094,S100032,PHX1,US01,26.55,USD,100,22,250,2024-07-09,2027-03-17
IR0000846,M500094,S100003,PHX1,CA01,27.80,USD,1,9,50,2025-02-20,2026-12-01
IR0000847,M500094,S100028,PHX1,CA01,28.74,USD,10,5,250,2024-08-11,2028-07-07
IR0000848,M500094,S100041,PHX1,MX01,26.86,USD,10,20,250,2025-03-13,2028-06-07
IR0000849,M500094,S100048,KCH1,CA01,19.83,USD,1,61,250,2025-03-26,2028-08-11
IR0000850,M500094,S100035,KCH1,CA01,19.72,USD,100,66,50,2025-05-21,2027-10-07
IR0000851,M500094,S100014,AUS1,MX01,22.60,USD,100,63,10,2025-03-28,2028-09-18
IR0000852,M500094,S100050,AUS1,US01,24.13,USD,10,78,100,2025-02-24,2026-09-03
IR0000853,M500094,S100041,AUS1,CA01,23.20,USD,100,71,10,2025-08-29,2028-10-09
IR0000854,M500095,S100012,KCH1,CA01,3.27,USD,100,38,10,2025-08-28,2027-02-08
IR0000855,M500095,S100042,KCH1,US01,4.22,USD,100,33,100,2026-02-06,2028-11-09
IR0000856,M500095,S100001,KCH1,CA01,3.18,USD,10,32,1,2025-08-27,2028-08-05
IR0000857,M500095,S100022,AUS1,CA01,4.64,USD,100,71,1,2024-12-04,2027-03-12
IR0000858,M500095,S100004,AUS1,US01,3.20,USD,1,88,10,2025-06-25,2028-05-16
IR0000859,M500095,S100038,AUS1,US01,4.10,USD,1,74,10,2025-06-11,2027-09-09
IR0000860,M500095,S100030,DAL1,CA01,4.88,USD,100,82,100,2025-01-22,2026-08-31
IR0000861,M500095,S100006,DAL1,CA01,3.84,USD,10,81,100,2024-04-14,2026-10-03
IR0000862,M500095,S100038,DAL1,CA01,4.70,USD,10,87,10,2025-12-23,2027-12-24
IR0000863,M500095,S100001,MTY1,CA01,3.28,USD,10,15,10,2024-10-31,2027-02-19
IR0000864,M500095,S100037,MTY1,US01,4.55,USD,1,11,250,2025-10-27,2027-03-24
IR0000865,M500095,S100021,MTY1,MX01,3.28,USD,10,20,10,2025-05-28,2027-06-11
IR0000866,M500096,S100046,KCH1,CA01,11.23,USD,100,24,100,2025-02-25,2027-06-04
IR0000867,M500096,S100007,KCH1,CA01,14.59,USD,10,34,50,2025-08-19,2027-12-14
IR0000868,M500096,S100027,MTY1,CA01,11.63,USD,1,11,100,2025-07-19,2028-11-12
IR0000869,M500096,S100049,MTY1,CA01,15.82,USD,1,19,250,2025-12-08,2027-12-23
IR0000870,M500096,S100003,MTY1,CA01,14.35,USD,100,9,10,2026-01-28,2026-11-22
IR0000871,M500096,S100028,MTY1,US01,10.77,USD,1,12,250,2025-04-17,2028-08-09
IR0000872,M500096,S100029,AUS1,US01,11.87,USD,10,90,50,2025-05-20,2026-11-13
IR0000873,M500096,S100020,AUS1,CA01,14.06,USD,10,95,1,2025-07-31,2028-01-21
IR0000874,M500096,S100023,PHX1,CA01,15.72,USD,1,51,250,2024-08-18,2027-09-08
IR0000875,M500096,S100019,PHX1,CA01,14.77,USD,1,44,250,2024-07-16,2026-10-07
IR0000876,M500097,S100047,MTY1,US01,2.06,USD,10,24,50,2026-02-05,2026-08-29
IR0000877,M500097,S100046,MTY1,US01,1.95,USD,10,11,50,2025-05-19,2027-02-20
IR0000878,M500097,S100018,MTY1,US01,2.37,USD,1,22,10,2024-06-23,2028-05-04
IR0000879,M500097,S100005,MTY1,US01,1.83,USD,10,5,50,2024-10-17,2028-02-23
IR0000880,M500097,S100042,KCH1,MX01,1.83,USD,1,17,1,2025-04-23,2027-04-10
IR0000881,M500097,S100041,KCH1,MX01,2.29,USD,100,14,100,2025-01-29,2026-11-18
IR0000882,M500097,S100027,KCH1,US01,2.22,USD,10,10,100,2024-12-20,2027-12-17
IR0000883,M500097,S100048,KCH1,US01,1.93,USD,10,5,250,2024-07-31,2028-11-03
IR0000884,M500098,S100034,KCH1,CA01,17.69,USD,1,47,1,2026-01-14,2026-10-26
IR0000885,M500098,S100048,KCH1,CA01,11.73,USD,10,49,250,2024-09-06,2027-07-07
IR0000886,M500098,S100039,KCH1,CA01,18.04,USD,10,42,100,2025-01-19,2026-09-15
IR0000887,M500098,S100022,PHX1,CA01,13.26,USD,10,37,250,2026-01-11,2027-04-16
IR0000888,M500098,S100014,AUS1,US01,11.61,USD,10,37,1,2024-10-11,2028-06-16
IR0000889,M500098,S100002,AUS1,US01,16.41,USD,10,35,100,2024-08-05,2027-01-11
IR0000890,M500098,S100050,MTY1,MX01,14.36,USD,1,37,50,2024-09-11,2027-12-01
IR0000891,M500098,S100006,MTY1,CA01,14.63,USD,1,39,100,2024-06-15,2026-10-12
IR0000892,M500098,S100040,MTY1,MX01,16.94,USD,100,37,250,2025-07-23,2027-07-03
IR0000893,M500099,S100026,MTY1,MX01,37.87,USD,100,53,10,2024-05-06,2027-07-22
IR0000894,M500099,S100002,MTY1,CA01,28.50,USD,100,66,100,2025-10-20,2028-08-06
IR0000895,M500099,S100048,MTY1,CA01,38.61,USD,10,49,100,2025-11-30,2028-03-06
IR0000896,M500099,S100021,MTY1,US01,41.14,USD,1,61,10,2025-01-13,2027-03-24
IR0000897,M500099,S100031,DAL1,MX01,41.15,USD,1,52,250,2025-08-05,2028-04-11
IR0000898,M500099,S100032,KCH1,US01,40.07,USD,1,75,1,2025-09-13,2027-10-28
IR0000899,M500099,S100008,KCH1,US01,36.20,USD,10,80,50,2024-11-06,2028-09-19
IR0000900,M500099,S100026,PHX1,MX01,37.13,USD,100,85,1,2025-09-09,2026-09-25
IR0000901,M500099,S100038,PHX1,US01,43.07,USD,10,98,250,2024-03-29,2028-10-23
IR0000902,M500099,S100008,AUS1,MX01,43.40,USD,10,39,100,2025-05-04,2027-08-28
IR0000903,M500100,S100005,MTY1,CA01,9.09,USD,100,14,10,2024-08-15,2027-11-18
IR0000904,M500100,S100040,MTY1,MX01,12.12,USD,100,6,10,2025-05-15,2027-04-20
IR0000905,M500100,S100045,DAL1,MX01,11.70,USD,1,28,250,2025-09-20,2028-11-04
IR0000906,M500100,S100027,PHX1,US01,9.68,USD,10,45,50,2024-10-23,2028-01-22
IR0000907,M500100,S100044,AUS1,US01,8.37,USD,100,7,250,2024-04-28,2028-02-17
IR0000908,M500100,S100008,AUS1,MX01,10.26,USD,10,1,10,2024-04-15,2027-01-18
IR0000909,M500100,S100050,KCH1,CA01,8.09,USD,1,31,1,2024-06-14,2027-02-01
IR0000910,M500100,S100003,KCH1,US01,10.29,USD,1,39,10,2024-05-14,2028-02-29
IR0000911,M500100,S100008,KCH1,US01,10.67,USD,10,42,10,2025-09-17,2028-02-18
IR0000912,M500100,S100031,KCH1,CA01,11.75,USD,100,35,1,2024-04-22,2028-10-22
IR0000913,M500101,S100030,KCH1,MX01,12.05,USD,100,35,100,2025-09-20,2028-02-05
IR0000914,M500101,S100006,MTY1,MX01,8.19,USD,100,15,1,2026-02-15,2027-11-02
IR0000915,M500101,S100005,MTY1,CA01,8.28,USD,100,4,250,2024-10-22,2027-10-15
IR0000916,M500101,S100027,MTY1,US01,10.51,USD,10,4,10,2025-10-04,2026-09-12
IR0000917,M500101,S100013,PHX1,CA01,10.53,USD,1,50,50,2025-07-09,2027-07-25
IR0000918,M500101,S100044,PHX1,CA01,11.75,USD,1,35,1,2024-09-01,2028-07-22
IR0000919,M500101,S100017,PHX1,MX01,8.33,USD,1,41,10,2025-04-21,2028-07-03
IR0000920,M500101,S100018,PHX1,US01,10.33,USD,1,37,100,2024-12-27,2028-04-27
IR0000921,M500101,S100016,DAL1,MX01,7.95,USD,100,15,100,2025-05-21,2028-03-31
IR0000922,M500101,S100001,DAL1,CA01,8.78,USD,10,7,50,2025-10-05,2028-10-06
IR0000923,M500101,S100012,DAL1,CA01,8.69,USD,10,11,250,2026-01-05,2027-08-21
IR0000924,M500102,S100045,AUS1,CA01,185.32,USD,1,27,50,2024-08-21,2027-11-19
IR0000925,M500102,S100008,DAL1,US01,172.71,USD,10,13,100,2024-07-14,2027-12-01
IR0000926,M500102,S100023,DAL1,US01,150.36,USD,1,13,100,2025-09-15,2027-03-16
IR0000927,M500102,S100039,KCH1,CA01,177.67,USD,100,16,10,2025-05-03,2028-04-16
IR0000928,M500102,S100050,KCH1,US01,179.49,USD,10,6,10,2025-12-28,2027-05-15
IR0000929,M500102,S100040,KCH1,US01,133.25,USD,10,13,1,2024-07-20,2028-05-21
IR0000930,M500102,S100034,KCH1,MX01,164.17,USD,1,12,100,2024-11-10,2028-03-30
IR0000931,M500103,S100038,DAL1,MX01,4.25,USD,10,23,250,2024-08-05,2027-05-06
IR0000932,M500103,S100048,DAL1,CA01,3.75,USD,1,17,100,2024-10-30,2028-08-22
IR0000933,M500103,S100020,AUS1,US01,3.05,USD,10,20,10,2025-10-16,2027-05-05
IR0000934,M500103,S100021,KCH1,US01,4.67,USD,100,21,10,2025-07-28,2028-05-04
IR0000935,M500103,S100026,MTY1,US01,4.10,USD,100,32,100,2026-02-13,2026-11-02
IR0000936,M500103,S100001,MTY1,MX01,4.27,USD,1,27,10,2025-09-20,2028-05-18
IR0000937,M500103,S100019,PHX1,US01,3.00,USD,100,34,100,2024-07-20,2026-11-06
IR0000938,M500104,S100010,AUS1,MX01,12.83,USD,10,17,50,2025-10-05,2026-09-28
IR0000939,M500104,S100041,AUS1,US01,12.00,USD,1,15,250,2024-04-05,2028-08-09
IR0000940,M500104,S100035,AUS1,US01,13.33,USD,1,15,10,2024-04-24,2027-01-27
IR0000941,M500104,S100037,MTY1,US01,13.96,USD,10,91,250,2024-10-09,2027-11-05
IR0000942,M500104,S100009,DAL1,CA01,12.63,USD,1,79,1,2026-01-14,2028-06-20
IR0000943,M500104,S100037,DAL1,US01,13.99,USD,1,93,250,2024-04-14,2027-09-03
IR0000944,M500104,S100050,DAL1,MX01,12.80,USD,10,94,10,2024-12-26,2026-12-06
IR0000945,M500104,S100035,DAL1,MX01,16.01,USD,10,79,50,2024-04-21,2028-09-14
IR0000946,M500104,S100020,KCH1,US01,16.01,USD,100,18,100,2025-10-17,2028-08-22
IR0000947,M500104,S100032,KCH1,CA01,15.33,USD,1,12,1,2024-04-12,2028-05-20
IR0000948,M500104,S100032,PHX1,CA01,10.73,USD,100,33,1,2024-09-27,2027-08-19
IR0000949,M500104,S100013,PHX1,MX01,15.24,USD,100,30,250,2025-03-13,2028-05-23
IR0000950,M500104,S100042,PHX1,US01,11.48,USD,1,34,50,2024-09-07,2028-01-03
IR0000951,M500104,S100011,PHX1,CA01,11.87,USD,10,37,250,2025-08-13,2027-06-22
IR0000952,M500105,S100050,KCH1,CA01,5.90,USD,100,12,10,2025-05-16,2028-01-13
IR0000953,M500105,S100021,DAL1,CA01,4.87,USD,100,1,100,2026-02-12,2028-08-03
IR0000954,M500105,S100005,DAL1,MX01,5.44,USD,10,1,100,2024-05-14,2026-09-29
IR0000955,M500105,S100043,PHX1,CA01,4.94,USD,1,18,1,2024-08-15,2028-04-24
IR0000956,M500105,S100011,PHX1,MX01,6.01,USD,100,10,50,2024-06-08,2026-11-09
IR0000957,M500106,S100035,KCH1,CA01,2.42,USD,100,19,100,2025-11-12,2027-07-20
IR0000958,M500106,S100048,KCH1,MX01,2.92,USD,10,1,100,2025-02-08,2027-05-07
IR0000959,M500106,S100006,KCH1,US01,2.45,USD,100,7,1,2024-10-21,2026-08-28
IR0000960,M500106,S100021,DAL1,US01,2.85,USD,100,16,10,2025-05-11,2026-09-13
IR0000961,M500106,S100020,DAL1,US01,2.94,USD,100,11,100,2025-11-26,2028-02-29
IR0000962,M500106,S100008,DAL1,MX01,3.00,USD,1,15,50,2025-09-06,2028-10-19
IR0000963,M500106,S100044,MTY1,MX01,2.11,USD,10,36,10,2026-01-27,2028-07-01
IR0000964,M500106,S100018,MTY1,CA01,2.45,USD,10,45,10,2025-03-08,2026-11-26
IR0000965,M500106,S100041,MTY1,US01,2.52,USD,10,30,10,2025-07-24,2028-09-03
IR0000966,M500106,S100045,MTY1,MX01,3.32,USD,10,34,1,2025-12-23,2027-03-08
IR0000967,M500107,S100049,KCH1,MX01,4.20,USD,100,43,1,2024-12-02,2028-01-07
IR0000968,M500107,S100003,DAL1,US01,3.53,USD,100,78,50,2025-10-20,2028-04-30
