mrp_element_id,material_id,plant,mrp_element_type,mrp_element_ref,requirement_date,receipt_qty,requirement_qty,available_qty_after
MRP000000986,M500099,MTY1,POITEM,4500000111/00020/0003,2026-05-27,2,0,
MRP000000987,M500112,DAL1,POITEM,4500000111/00030/0001,2026-06-07,473,0,
MRP000000988,M500112,DAL1,POITEM,4500000111/00030/0002,2026-06-06,527,0,
MRP000000989,M500222,MTY1,POITEM,4500000111/00040/0001,2026-05-23,362,0,
MRP000000990,M500097,KCH1,POITEM,4500000112/00010/0001,2026-07-05,5,0,
MRP000000991,M500097,KCH1,POITEM,4500000112/00010/0002,2026-07-07,1,0,
MRP000000992,M500097,KCH1,POITEM,4500000112/00010/0003,2026-07-15,3,0,
MRP000000993,M500192,KCH1,POITEM,4500000112/00020/0001,2026-06-19,228,0,
MRP000000994,M500113,AUS1,POITEM,4500000112/00030/0001,2026-07-28,46,0,
MRP000000995,M500113,AUS1,POITEM,4500000112/00040/0001,2026-06-05,400,0,
MRP000000996,M500261,AUS1,POITEM,4500000112/00050/0001,2026-06-08,5,0,
MRP000000997,M500261,AUS1,POITEM,4500000112/00050/0002,2026-06-13,4,0,
MRP000000998,M500261,AUS1,POITEM,4500000112/00050/0003,2026-05-09,7,0,
MRP000000999,M500261,AUS1,POITEM,4500000112/00060/0001,2026-08-06,185,0,
MRP000001000,M500075,DAL1,POITEM,4500000113/00010/0001,2026-05-17,0,0,
MRP000001001,M500075,DAL1,POITEM,4500000113/00010/0002,2026-04-29,31,0,
MRP000001002,M500075,DAL1,POITEM,4500000113/00010/0003,2026-04-28,0,0,
MRP000001003,M500062,DAL1,POITEM,4500000113/00020/0001,2026-05-09,33,0,
MRP000001004,M500062,DAL1,POITEM,4500000113/00020/0002,2026-05-08,0,0,
MRP000001005,M500296,DAL1,POITEM,4500000113/00030/0001,2026-05-24,3,0,
MRP000001006,M500296,DAL1,POITEM,4500000113/00030/0002,2026-06-03,16,0,
MRP000001007,M500296,DAL1,POITEM,4500000113/00030/0003,2026-05-27,12,0,
MRP000001008,M500088,DAL1,POITEM,4500000114/00010/0001,2026-06-04,163,0,
MRP000001009,M500088,DAL1,POITEM,4500000114/00010/0002,2026-06-07,735,0,
MRP000001010,M500088,DAL1,POITEM,4500000114/00010/0003,2026-05-16,906,0,
MRP000001011,M500296,DAL1,POITEM,4500000115/00010/0001,2026-03-28,0,0,
MRP000001012,M500296,DAL1,POITEM,4500000115/00010/0002,2026-04-02,0,0,
MRP000001013,M500121,DAL1,POITEM,4500000115/00020/0001,2026-05-04,1,0,
MRP000001014,M500121,DAL1,POITEM,4500000115/00020/0002,2026-05-09,0,0,
MRP000001015,M500121,DAL1,POITEM,4500000115/00020/0003,2026-03-29,9,0,
MRP000001016,M500192,AUS1,POITEM,4500000116/00010/0001,2026-05-23,0,0,
MRP000001017,M500192,AUS1,POITEM,4500000116/00010/0002,2026-05-06,0,0,
MRP000001018,M500192,AUS1,POITEM,4500000116/00010/0003,2026-05-23,3,0,
MRP000001019,M500070,AUS1,POITEM,4500000116/00020/0001,2026-05-26,0,0,
MRP000001020,M500076,KCH1,POITEM,4500000117/00010/0001,2026-05-13,11,0,
MRP000001021,M500076,KCH1,POITEM,4500000117/00010/0002,2026-05-03,161,0,
MRP000001022,M500121,DAL1,POITEM,4500000118/00010/0001,2026-04-22,0,0,
MRP000001023,M500121,DAL1,POITEM,4500000118/00010/0002,2026-05-14,2,0,
MRP000001024,M500121,DAL1,POITEM,4500000118/00010/0003,2026-05-06,11,0,
MRP000001025,M500205,MTY1,POITEM,4500000118/00020/0001,2026-04-15,0,0,
MRP000001026,M500057,AUS1,POITEM,4500000118/00030/0001,2026-05-20,9,0,
MRP000001027,M500057,AUS1,POITEM,4500000118/00030/0002,2026-05-25,0,0,
MRP000001028,M500001,MTY1,POITEM,4500000118/00040/0001,2026-05-18,21,0,
MRP000001029,M500001,MTY1,POITEM,4500000118/00040/0002,2026-05-07,8,0,
MRP000001030,M500063,MTY1,POITEM,4500000118/00050/0001,2026-04-22,4,0,
MRP000001031,M500242,PHX1,POITEM,4500000118/00060/0001,2026-03-24,14,0,
MRP000001032,M500242,PHX1,POITEM,4500000118/00060/0002,2026-03-28,22,0,
MRP000001033,M500248,DAL1,POITEM,4500000118/00070/0001,2026-05-05,0,0,
MRP000001034,M500248,DAL1,POITEM,4500000118/00070/0002,2026-05-13,0,0,
MRP000001035,M500248,DAL1,POITEM,4500000118/00070/0003,2026-05-15,1,0,
MRP000001036,M500046,KCH1,POITEM,4500000119/00010/0001,2026-05-17,0,0,
MRP000001037,M500046,KCH1,POITEM,4500000119/00010/0002,2026-05-15,17,0,
MRP000001038,M500046,KCH1,POITEM,4500000119/00010/0003,2026-05-23,0,0,
MRP000001039,M500077,KCH1,POITEM,4500000119/00020/0001,2026-06-03,7,0,
MRP000001040,M500077,KCH1,POITEM,4500000119/00020/0002,2026-06-03,13,0,
MRP000001041,M500202,AUS1,POITEM,4500000119/00030/0001,2026-05-14,2,0,
MRP000001042,M500202,AUS1,POITEM,4500000119/00030/0002,2026-05-13,0,0,
MRP000001043,M500202,AUS1,POITEM,4500000119/00030/0003,2026-05-11,1,0,
MRP000001044,M500239,PHX1,POITEM,4500000119/00040/0001,2026-05-30,8,0,
MRP000001045,M500239,PHX1,POITEM,4500000119/00040/0002,2026-05-29,11,0,
MRP000001046,M500239,PHX1,POITEM,4500000119/00040/0003,2026-05-29,11,0,
MRP000001047,M500160,DAL1,POITEM,4500000119/00050/0001,2026-05-07,82,0,
MRP000001048,M500160,DAL1,POITEM,4500000119/00050/0002,2026-05-07,0,0,
MRP000001049,M500160,DAL1,POITEM,4500000119/00050/0003,2026-05-20,244,0,
MRP000001050,M500053,DAL1,POITEM,4500000120/00010/0001,2026-05-11,1,0,
MRP000001051,M500053,DAL1,POITEM,4500000120/00010/0002,2026-05-17,18,0,
MRP000001052,M500165,MTY1,POITEM,4500000120/00020/0001,2026-05-12,169,0,
MRP000001053,M500165,MTY1,POITEM,4500000120/00020/0002,2026-03-26,112,0,
MRP000001054,M500165,MTY1,POITEM,4500000120/00020/0003,2026-03-29,220,0,
MRP000001055,M500094,DAL1,POITEM,4500000120/00030/0001,2026-05-13,48,0,
MRP000001056,M500226,AUS1,POITEM,4500000121/00010/0001,2026-05-02,6,0,
MRP000001057,M500226,AUS1,POITEM,4500000121/00010/0002,2026-05-09,0,0,
MRP000001058,M500226,AUS1,POITEM,4500000121/00010/0003,2026-05-06,8,0,
MRP000001059,M500226,AUS1,POITEM,4500000121/00020/0001,2026-07-06,1,0,
MRP000001060,M500226,AUS1,POITEM,4500000121/00020/0002,2026-07-04,4,0,
MRP000001061,M500226,AUS1,POITEM,4500000121/00020/0003,2026-07-05,5,0,
MRP000001062,M500176,DAL1,POITEM,4500000121/00030/0001,2026-04-25,0,0,
MRP000001063,M500176,DAL1,POITEM,4500000121/00030/0002,2026-04-23,6,0,
MRP000001064,M500197,MTY1,POITEM,4500000122/00010/0001,2026-04-04,1,0,
MRP000001065,M500197,MTY1,POITEM,4500000122/00010/0002,2026-05-05,2,0,
MRP000001066,M500197,MTY1,POITEM,4500000122/00010/0003,2026-04-11,5,0,
MRP000001067,M500017,PHX1,POITEM,4500000122/00020/0001,2026-05-10,7,0,
MRP000001068,M500289,MTY1,POITEM,4500000122/00030/0001,2026-05-22,165,0,
MRP000001069,M500139,KCH1,POITEM,4500000123/00010/0001,2026-05-23,111,0,
MRP000001070,M500210,DAL1,POITEM,4500000123/00020/0001,2026-06-24,2,0,
MRP000001071,M500210,DAL1,POITEM,4500000123/00020/0002,2026-06-23,0,0,
MRP000001072,M500210,DAL1,POITEM,4500000123/00020/0003,2026-06-25,11,0,
MRP000001073,M500295,PHX1,POITEM,4500000123/00030/0001,2026-06-26,3,0,
MRP000001074,M500295,PHX1,POITEM,4500000123/00030/0002,2026-05-27,25,0,
MRP000001075,M500210,DAL1,POITEM,4500000123/00040/0001,2026-04-30,0,0,
MRP000001076,M500176,MTY1,POITEM,4500000123/00050/0001,2026-04-25,68,0,
MRP000001077,M500133,KCH1,POITEM,4500000123/00060/0001,2026-04-28,7,0,
MRP000001078,M500133,KCH1,POITEM,4500000123/00060/0002,2026-04-28,0,0,
MRP000001079,M500017,PHX1,POITEM,4500000124/00010/0001,2026-04-02,0,0,
MRP000001080,M500017,PHX1,POITEM,4500000124/00010/0002,2026-04-16,0,0,
MRP000001081,M500220,KCH1,POITEM,4500000124/00020/0001,2026-05-08,28,0,
MRP000001082,M500220,KCH1,POITEM,4500000124/00020/0002,2026-05-10,0,0,
MRP000001083,M500220,KCH1,POITEM,4500000124/00020/0003,2026-04-26,0,0,
MRP000001084,M500139,DAL1,POITEM,4500000124/00030/0001,2026-05-28,7,0,
MRP000001085,M500139,DAL1,POITEM,4500000124/00030/0002,2026-06-04,5,0,
MRP000001086,M500139,DAL1,POITEM,4500000124/00030/0003,2026-06-04,0,0,
MRP000001087,M500265,DAL1,POITEM,4500000125/00010/0001,2026-06-28,148,0,
MRP000001088,M500265,DAL1,POITEM,4500000125/00010/0002,2026-06-29,0,0,
MRP000001089,M500265,DAL1,POITEM,4500000125/00020/0001,2026-05-14,85,0,
MRP000001090,M500221,DAL1,POITEM,4500000125/00030/0001,2026-05-12,120,0,
MRP000001091,M500163,DAL1,POITEM,4500000125/00040/0001,2026-06-20,0,0,
MRP000001092,M500130,PHX1,POITEM,4500000125/00050/0001,2026-07-11,5,0,
MRP000001093,M500130,PHX1,POITEM,4500000125/00050/0002,2026-07-11,0,0,
MRP000001094,M500130,PHX1,POITEM,4500000125/00050/0003,2026-07-18,5,0,
MRP000001095,M500026,DAL1,POITEM,4500000125/00060/0001,2026-05-03,10,0,
MRP000001096,M500026,DAL1,POITEM,4500000125/00060/0002,2026-05-23,0,0,
MRP000001097,M500026,DAL1,POITEM,4500000125/00060/0003,2026-05-18,10,0,
MRP000001098,M500178,KCH1,POITEM,4500000125/00070/0001,2026-04-21,0,0,
MRP000001099,M500178,KCH1,POITEM,4500000125/00070/0002,2026-04-18,29,0,
MRP000001100,M500178,KCH1,POITEM,4500000125/00070/0003,2026-05-02,237,0,
MRP000001101,M500153,MTY1,POITEM,4500000126/00010/0001,2026-03-26,1,0,
MRP000001102,M500153,MTY1,POITEM,4500000126/00010/0002,2026-03-27,0,0,
MRP000001103,M500153,MTY1,POITEM,4500000126/00010/0003,2026-03-30,1,0,
MRP000001104,M500139,DAL1,POITEM,4500000126/00020/0001,2026-05-11,16,0,
MRP000001105,M500139,DAL1,POITEM,4500000126/00020/0002,2026-05-16,21,0,
MRP000001106,M500084,PHX1,POITEM,4500000126/00030/0001,2026-04-14,14,0,
MRP000001107,M500084,PHX1,POITEM,4500000126/00030/0002,2026-04-19,12,0,
MRP000001108,M500158,DAL1,POITEM,4500000127/00010/0001,2026-04-18,1,0,
MRP000001109,M500158,DAL1,POITEM,4500000127/00010/0002,2026-05-01,54,0,
MRP000001110,M500228,AUS1,POITEM,4500000127/00020/0001,2026-04-22,6,0,
MRP000001111,M500228,AUS1,POITEM,4500000127/00020/0002,2026-04-21,1,0,
MRP000001112,M500228,AUS1,POITEM,4500000127/00020/0003,2026-05-15,0,0,
MRP000001113,M500111,PHX1,POITEM,4500000127/00030/0001,2026-05-06,184,0,
MRP000001114,M500264,DAL1,POITEM,4500000127/00040/0001,2026-06-16,1000,0,
MRP000001115,M500058,PHX1,POITEM,4500000127/00050/0001,2026-05-21,4,0,
MRP000001116,M500058,PHX1,POITEM,4500000127/00050/0002,2026-05-17,3,0,
MRP000001117,M500058,PHX1,POITEM,4500000127/00050/0003,2026-05-26,6,0,
MRP000001118,M500190,AUS1,POITEM,4500000127/00060/0001,2026-06-13,88,0,
MRP000001119,M500190,AUS1,POITEM,4500000127/00060/0002,2026-06-12,312,0,
MRP000001120,M500194,KCH1,POITEM,4500000127/00070/0001,2026-04-18,2,0,
MRP000001121,M500194,KCH1,POITEM,4500000127/00070/0002,2026-04-28,0,0,
MRP000001122,M500194,KCH1,POITEM,4500000127/00070/0003,2026-04-24,10,0,
MRP000001123,M500033,PHX1,POITEM,4500000128/00010/0001,2026-02-16,0,0,
MRP000001124,M500033,PHX1,POITEM,4500000128/00010/0002,2026-03-01,1,0,
MRP000001125,M500033,PHX1,POITEM,4500000128/00010/0003,2026-02-21,0,0,
MRP000001126,M500001,PHX1,POITEM,4500000128/00020/0001,2026-02-15,0,0,
MRP000001127,M500001,PHX1,POITEM,4500000128/00020/0002,2026-02-20,0,0,
MRP000001128,M500117,DAL1,POITEM,4500000128/00030/0001,2026-03-08,0,0,
MRP000001129,M500117,DAL1,POITEM,4500000128/00030/0002,2026-03-07,1,0,
MRP000001130,M500117,DAL1,POITEM,4500000128/00030/0003,2026-03-21,1,0,
MRP000001131,M500299,MTY1,POITEM,4500000128/00040/0001,2026-03-05,0,0,
MRP000001132,M500299,MTY1,POITEM,4500000128/00040/0002,2026-03-03,0,0,
MRP000001133,M500125,DAL1,POITEM,4500000129/00010/0001,2026-05-22,0,0,
MRP000001134,M500125,DAL1,POITEM,4500000129/00010/0002,2026-07-19,3,0,
MRP000001135,M500125,DAL1,POITEM,4500000129/00010/0003,2026-08-03,69,0,
MRP000001136,M500033,MTY1,POITEM,4500000129/00020/0001,2026-06-26,7,0,
MRP000001137,M500033,MTY1,POITEM,4500000129/00020/0002,2026-07-10,13,0,
MRP000001138,M500290,MTY1,POITEM,4500000129/00030/0001,2026-05-03,6,0,
MRP000001139,M500148,AUS1,POITEM,4500000129/00040/0001,2026-05-13,1,0,
MRP000001140,M500148,AUS1,POITEM,4500000129/00040/0002,2026-06-04,49,0,
MRP000001141,M500043,MTY1,POITEM,4500000130/00010/0001,2026-04-12,439,0,
MRP000001142,M500118,AUS1,POITEM,4500000130/00020/0001,2026-06-02,1,0,
MRP000001143,M500118,AUS1,POITEM,4500000130/00020/0002,2026-05-30,4,0,
MRP000001144,M500118,AUS1,POITEM,4500000130/00020/0003,2026-06-01,6,0,
MRP000001145,M500198,PHX1,POITEM,4500000130/00030/0001,2026-04-18,11,0,
MRP000001146,M500018,KCH1,POITEM,4500000131/00010/0001,2026-05-24,27,0,
MRP000001147,M500018,KCH1,POITEM,4500000131/00010/0002,2026-06-01,655,0,
MRP000001148,M500180,AUS1,POITEM,4500000132/00010/0001,2026-07-19,23,0,
MRP000001149,M500180,AUS1,POITEM,4500000132/00010/0002,2026-07-28,177,0,
MRP000001150,M500122,MTY1,POITEM,4500000132/00020/0001,2026-06-01,269,0,
MRP000001151,M500122,MTY1,POITEM,4500000132/00020/0002,2026-05-20,363,0,
MRP000001152,M500122,MTY1,POITEM,4500000132/00020/0003,2026-05-31,1131,0,
MRP000001153,M500227,MTY1,POITEM,4500000132/00030/0001,2026-05-17,21,0,
MRP000001154,M500227,MTY1,POITEM,4500000132/00030/0002,2026-05-27,93,0,
MRP000001155,M500272,AUS1,POITEM,4500000132/00040/0001,2026-06-11,1000,0,
MRP000001156,M500198,KCH1,POITEM,4500000132/00050/0001,2026-07-09,9,0,
MRP000001157,M500198,KCH1,POITEM,4500000132/00050/0002,2026-07-09,21,0,
MRP000001158,M500239,KCH1,POITEM,4500000132/00060/0001,2026-07-23,200,0,
MRP000001159,M500044,KCH1,POITEM,4500000132/00070/0001,2026-08-14,1,0,
MRP000001160,M500044,KCH1,POITEM,4500000132/00070/0002,2026-08-25,2,0,
MRP000001161,M500044,KCH1,POITEM,4500000132/00070/0003,2026-08-22,7,0,
MRP000001162,M500143,AUS1,POITEM,4500000133/00010/0001,2026-05-13,28,0,
MRP000001163,M500032,KCH1,POITEM,4500000133/00020/0001,2026-04-24,74,0,
MRP000001164,M500032,KCH1,POITEM,4500000133/00020/0002,2026-05-02,15,0,
MRP000001165,M500032,KCH1,POITEM,4500000133/00020/0003,2026-05-06,39,0,
MRP000001166,M500155,DAL1,POITEM,4500000133/00030/0001,2026-02-17,79,0,
MRP000001167,M500155,DAL1,POITEM,4500000133/00030/0002,2026-02-19,35,0,
MRP000001168,M500155,DAL1,POITEM,4500000133/00030/0003,2026-05-25,104,0,
MRP000001169,M500117,PHX1,POITEM,4500000133/00040/0001,2026-04-16,73,0,
MRP000001170,M500091,PHX1,POITEM,4500000133/00050/0001,2026-03-01,2,0,
MRP000001171,M500091,PHX1,POITEM,4500000133/00050/0002,2026-02-27,24,0,
MRP000001172,M500091,PHX1,POITEM,4500000133/00050/0003,2026-05-16,46,0,
MRP000001173,M500076,KCH1,POITEM,4500000133/00060/0001,2026-05-12,249,0,
MRP000001174,M500076,KCH1,POITEM,4500000133/00060/0002,2026-03-11,0,0,
MRP000001175,M500076,KCH1,POITEM,4500000133/00060/0003,2026-03-10,199,0,
MRP000001176,M500014,KCH1,POITEM,4500000133/00070/0001,2026-04-21,0,0,
MRP000001177,M500126,KCH1,POITEM,4500000134/00010/0001,2026-06-11,0,0,
MRP000001178,M500172,DAL1,POITEM,4500000134/00020/0001,2026-05-19,2,0,
MRP000001179,M500172,DAL1,POITEM,4500000134/00020/0002,2026-05-23,38,0,
MRP000001180,M500262,KCH1,POITEM,4500000134/00030/0001,2026-04-06,0,0,
MRP000001181,M500205,PHX1,POITEM,4500000135/00010/0001,2026-04-05,0,0,
MRP000001182,M500160,DAL1,POITEM,4500000136/00010/0001,2026-05-01,35,0,
MRP000001183,M500160,DAL1,POITEM,4500000136/00010/0002,2026-05-03,25,0,
MRP000001184,M500260,KCH1,POITEM,4500000136/00020/0001,2026-03-29,4,0,
MRP000001185,M500260,KCH1,POITEM,4500000136/00020/0002,2026-04-08,0,0,
MRP000001186,M500260,KCH1,POITEM,4500000136/00020/0003,2026-04-09,11,0,
MRP000001187,M500081,KCH1,POITEM,4500000136/00030/0001,2026-05-19,0,0,
MRP000001188,M500260,KCH1,POITEM,4500000136/00040/0001,2026-05-13,0,0,
MRP000001189,M500260,KCH1,POITEM,4500000136/00040/0002,2026-05-24,0,0,
MRP000001190,M500098,MTY1,POITEM,4500000137/00010/0001,2026-06-03,1500,0,
MRP000001191,M500145,KCH1,POITEM,4500000138/00010/0001,2026-06-01,0,0,
MRP000001192,M500145,KCH1,POITEM,4500000138/00010/0002,2026-06-10,0,0,
MRP000001193,M500213,MTY1,POITEM,4500000138/00020/0001,2026-06-04,98,0,
MRP000001194,M500213,MTY1,POITEM,4500000138/00020/0002,2026-06-06,110,0,
MRP000001195,M500261,MTY1,POITEM,4500000138/00030/0001,2026-04-02,354,0,
MRP000001196,M500129,PHX1,POITEM,4500000138/00040/0001,2026-05-16,0,0,
MRP000001197,M500129,PHX1,POITEM,4500000138/00040/0002,2026-05-21,0,0,
MRP000001198,M500114,PHX1,POITEM,4500000138/00050/0001,2026-04-22,6,0,
MRP000001199,M500232,KCH1,POITEM,4500000139/00010/0001,2026-06-10,57,0,
MRP000001200,M500041,MTY1,POITEM,4500000139/00020/0001,2026-05-02,642,0,
MRP000001201,M500239,MTY1,POITEM,4500000139/00030/0001,2026-07-19,126,0,
MRP000001202,M500295,PHX1,POITEM,4500000140/00010/0001,2026-05-14,71,0,
MRP000001203,M500295,PHX1,POITEM,4500000140/00010/0002,2026-05-17,701,0,
MRP000001204,M500110,DAL1,POITEM,4500000140/00020/0001,2026-04-07,498,0,
MRP000001205,M500110,DAL1,POITEM,4500000140/00020/0002,2026-04-20,485,0,
MRP000001206,M500114,DAL1,POITEM,4500000140/00030/0001,2026-04-10,22,0,
MRP000001207,M500063,PHX1,POITEM,4500000140/00040/0001,2026-05-27,6,0,
MRP000001208,M500218,KCH1,POITEM,4500000141/00010/0001,2026-04-14,8,0,
MRP000001209,M500218,KCH1,POITEM,4500000141/00010/0002,2026-04-21,0,0,
MRP000001210,M500218,KCH1,POITEM,4500000141/00010/0003,2026-04-14,0,0,
MRP000001211,M500217,PHX1,POITEM,4500000141/00020/0001,2026-05-12,24,0,
MRP000001212,M500271,PHX1,POITEM,4500000141/00030/0001,2026-05-28,0,0,
MRP000001213,M500271,PHX1,POITEM,4500000141/00030/0002,2026-05-09,0,0,
MRP000001214,M500211,MTY1,POITEM,4500000141/00040/0001,2026-06-18,0,0,
MRP000001215,M500211,MTY1,POITEM,4500000141/00040/0002,2026-06-16,54,0,
MRP000001216,M500118,PHX1,POITEM,4500000141/00050/0001,2026-04-03,0,0,
MRP000001217,M500118,PHX1,POITEM,4500000141/00050/0002,2026-04-03,0,0,
MRP000001218,M500281,PHX1,POITEM,4500000141/00060/0001,2026-04-19,205,0,
MRP000001219,M500295,MTY1,POITEM,4500000142/00010/0001,2026-02-27,28,0,
MRP000001220,M500295,MTY1,POITEM,4500000142/00010/0002,2026-05-07,20,0,
MRP000001221,M500175,DAL1,POITEM,4500000142/00020/0001,2026-03-04,2,0,
MRP000001222,M500175,DAL1,POITEM,4500000142/00020/0002,2026-03-02,1,0,
MRP000001223,M500236,DAL1,POITEM,4500000142/00030/0001,2026-04-08,53,0,
MRP000001224,M500041,MTY1,POITEM,4500000142/00040/0001,2026-02-27,0,0,
MRP000001225,M500041,MTY1,POITEM,4500000142/00040/0002,2026-02-27,545,0,
MRP000001226,M500266,KCH1,POITEM,4500000142/00050/0001,2026-05-16,0,0,
MRP000001227,M500037,PHX1,POITEM,4500000142/00060/0001,2026-05-14,0,0,
MRP000001228,M500037,PHX1,POITEM,4500000142/00060/0002,2026-02-27,0,0,
MRP000001229,M500037,PHX1,POITEM,4500000142/00060/0003,2026-02-20,63,0,
MRP000001230,M500299,PHX1,POITEM,4500000143/00010/0001,2026-08-13,18,0,
MRP000001231,M500146,DAL1,POITEM,4500000143/00020/0001,2026-07-12,25,0,
MRP000001232,M500146,DAL1,POITEM,4500000143/00020/0002,2026-05-09,0,0,
MRP000001233,M500120,MTY1,POITEM,4500000143/00030/0001,2026-06-26,274,0,
MRP000001234,M500155,AUS1,POITEM,4500000143/00040/0001,2026-07-15,5,0,
MRP000001235,M500155,AUS1,POITEM,4500000143/00040/0002,2026-07-19,2,0,
MRP000001236,M500299,PHX1,POITEM,4500000143/00050/0001,2026-08-18,243,0,
MRP000001237,M500257,MTY1,POITEM,4500000143/00060/0001,2026-07-19,2000,0,
MRP000001238,M500177,DAL1,POITEM,4500000144/00010/0001,2026-04-04,0,0,
MRP000001239,M500177,DAL1,POITEM,4500000144/00010/0002,2026-04-06,4,0,
MRP000001240,M500116,DAL1,POITEM,4500000144/00020/0001,2026-04-11,0,0,
MRP000001241,M500116,DAL1,POITEM,4500000144/00020/0002,2026-05-08,0,0,
MRP000001242,M500116,DAL1,POITEM,4500000144/00020/0003,2026-04-24,0,0,
MRP000001243,M500122,KCH1,POITEM,4500000144/00030/0001,2026-06-11,150,0,
MRP000001244,M500058,MTY1,POITEM,4500000144/00040/0001,2026-05-03,203,0,
MRP000001245,M500290,KCH1,POITEM,4500000144/00050/0001,2026-04-11,361,0,
MRP000001246,M500290,KCH1,POITEM,4500000144/00050/0002,2026-04-19,0,0,
MRP000001247,M500001,AUS1,POITEM,4500000144/00060/0001,2026-05-18,0,0,
MRP000001248,M500001,AUS1,POITEM,4500000144/00060/0002,2026-06-02,1250,0,
MRP000001249,M500089,KCH1,POITEM,4500000145/00010/0001,2026-04-16,0,0,
MRP000001250,M500089,KCH1,POITEM,4500000145/00010/0002,2026-04-15,3,0,
MRP000001251,M500006,MTY1,POITEM,4500000145/00020/0001,2026-03-31,2,0,
MRP000001252,M500006,MTY1,POITEM,4500000145/00020/0002,2026-04-04,4,0,
MRP000001253,M500293,DAL1,POITEM,4500000145/00030/0001,2026-04-19,38,0,
MRP000001254,M500184,PHX1,POITEM,4500000145/00040/0001,2026-04-13,0,0,
MRP000001255,M500184,PHX1,POITEM,4500000145/00040/0002,2026-04-14,8,0,
MRP000001256,M500184,PHX1,POITEM,4500000145/00040/0003,2026-04-27,11,0,
MRP000001257,M500244,KCH1,POITEM,4500000145/00050/0001,2026-05-04,0,0,
MRP000001258,M500244,KCH1,POITEM,4500000145/00050/0002,2026-05-05,0,0,
MRP000001259,M500244,KCH1,POITEM,4500000145/00050/0003,2026-05-08,0,0,
MRP000001260,M500235,MTY1,POITEM,4500000145/00060/0001,2026-04-15,17,0,
MRP000001261,M500235,MTY1,POITEM,4500000145/00060/0002,2026-05-03,4,0,
MRP000001262,M500235,MTY1,POITEM,4500000145/00060/0003,2026-04-28,9,0,
MRP000001263,M500046,DAL1,POITEM,4500000146/00010/0001,2026-05-20,0,0,
MRP000001264,M500163,PHX1,POITEM,4500000147/00010/0001,2026-05-27,0,0,
MRP000001265,M500163,PHX1,POITEM,4500000147/00010/0002,2026-04-22,0,0,
MRP000001266,M500129,PHX1,POITEM,4500000147/00020/0001,2026-05-26,0,0,
MRP000001267,M500129,PHX1,POITEM,4500000147/00020/0002,2026-04-13,0,0,
MRP000001268,M500087,KCH1,POITEM,4500000147/00030/0001,2026-06-04,18,0,
MRP000001269,M500087,KCH1,POITEM,4500000147/00030/0002,2026-06-01,6,0,
MRP000001270,M500087,KCH1,POITEM,4500000147/00030/0003,2026-06-11,26,0,
MRP000001271,M500276,KCH1,POITEM,4500000147/00040/0001,2026-06-04,22,0,
MRP000001272,M500276,KCH1,POITEM,4500000147/00040/0002,2026-06-12,33,0,
MRP000001273,M500276,KCH1,POITEM,4500000147/00040/0003,2026-06-08,45,0,
MRP000001274,M500212,MTY1,POITEM,4500000148/00010/0001,2026-03-22,1,0,
MRP000001275,M500212,MTY1,POITEM,4500000148/00010/0002,2026-03-24,4,0,
MRP000001276,M500289,PHX1,POITEM,4500000148/00020/0001,2026-05-13,0,0,
MRP000001277,M500289,PHX1,POITEM,4500000148/00020/0002,2026-03-21,0,0,
MRP000001278,M500289,PHX1,POITEM,4500000148/00020/0003,2026-03-25,0,0,
MRP000001279,M500284,MTY1,POITEM,4500000148/00030/0001,2026-05-16,397,0,
MRP000001280,M500244,PHX1,POITEM,4500000148/00040/0001,2026-04-13,0,0,
MRP000001281,M500106,MTY1,POITEM,4500000148/00050/0001,2026-03-27,0,0,
MRP000001282,M500106,MTY1,POITEM,4500000148/00050/0002,2026-03-27,0,0,
MRP000001283,M500106,MTY1,POITEM,4500000148/00050/0003,2026-03-28,441,0,
MRP000001284,M500289,PHX1,POITEM,4500000148/00060/0001,2026-03-30,538,0,
MRP000001285,M500224,DAL1,POITEM,4500000149/00010/0001,2026-07-21,20,0,
MRP000001286,M500087,KCH1,POITEM,4500000150/00010/0001,2026-03-01,3,0,
MRP000001287,M500087,KCH1,POITEM,4500000150/00010/0002,2026-03-10,0,0,
MRP000001288,M500087,KCH1,POITEM,4500000150/00010/0003,2026-05-13,0,0,
MRP000001289,M500208,AUS1,POITEM,4500000150/00020/0001,2026-03-17,10,0,
MRP000001290,M500090,DAL1,POITEM,4500000150/00030/0001,2026-03-30,691,0,
MRP000001291,M500088,AUS1,POITEM,4500000150/00040/0001,2026-03-10,0,0,
MRP000001292,M500088,AUS1,POITEM,4500000150/00040/0002,2026-03-21,42,0,
MRP000001293,M500088,AUS1,POITEM,4500000150/00040/0003,2026-03-15,137,0,
MRP000001294,M500244,KCH1,POITEM,4500000151/00010/0001,2026-04-25,0,0,
MRP000001295,M500244,KCH1,POITEM,4500000151/00010/0002,2026-05-09,0,0,
MRP000001296,M500100,KCH1,POITEM,4500000151/00020/0001,2026-04-12,1,0,
MRP000001297,M500100,KCH1,POITEM,4500000151/00020/0002,2026-04-26,1,0,
MRP000001298,M500100,KCH1,POITEM,4500000151/00020/0003,2026-04-19,2,0,
MRP000001299,M500038,KCH1,POITEM,4500000152/00010/0001,2026-06-16,500,0,
MRP000001300,M500159,PHX1,POITEM,4500000152/00020/0001,2026-06-11,297,0,
MRP000001301,M500159,PHX1,POITEM,4500000152/00020/0002,2026-06-13,703,0,
