movement_id,material_id,plant,storage_location,movement_type,posting_date,quantity,reference_doc
IM000000793,M500242,PHX1,0001,101,2026-03-29,129,5000000793
IM000000794,M500248,DAL1,0001,101,2026-05-03,18,5000000794
IM000000795,M500248,DAL1,0001,101,2026-05-11,10,5000000795
IM000000796,M500248,DAL1,0001,101,2026-05-25,11,5000000796
IM000000797,M500046,KCH1,0001,101,2026-05-23,413,5000000797
IM000000798,M500046,KCH1,0001,101,2026-05-16,177,5000000798
IM000000799,M500046,KCH1,0001,101,2026-05-27,893,5000000799
IM000000800,M500202,AUS1,0001,101,2026-05-18,10,5000000800
IM000000801,M500202,AUS1,0001,101,2026-05-25,13,5000000801
IM000000802,M500202,AUS1,0001,101,2026-05-27,34,5000000802
IM000000803,M500160,DAL1,0001,101,2026-05-13,256,5000000803
IM000000804,M500160,DAL1,0001,101,2026-05-25,35,5000000804
IM000000805,M500160,DAL1,0001,101,2026-05-25,383,5000000805
IM000000806,M500053,DAL1,0001,101,2026-05-17,10,5000000806
IM000000807,M500053,DAL1,0001,101,2026-05-16,11,5000000807
IM000000808,M500165,MTY1,0001,101,2026-05-10,206,5000000808
IM000000809,M500165,MTY1,0001,101,2026-04-01,176,5000000809
IM000000810,M500165,MTY1,0001,101,2026-05-25,117,5000000810
IM000000811,M500094,DAL1,0001,101,2026-05-17,202,5000000811
IM000000812,M500226,AUS1,0001,101,2026-05-08,13,5000000812
IM000000813,M500226,AUS1,0001,101,2026-05-07,14,5000000813
IM000000814,M500226,AUS1,0001,101,2026-05-12,59,5000000814
IM000000815,M500176,DAL1,0001,101,2026-05-26,10,5000000815
IM000000816,M500176,DAL1,0001,101,2026-04-29,84,5000000816
IM000000817,M500197,MTY1,0001,101,2026-04-07,16,5000000817
IM000000818,M500197,MTY1,0001,101,2026-05-04,6,5000000818
IM000000819,M500197,MTY1,0001,101,2026-04-16,10,5000000819
IM000000820,M500017,PHX1,0001,101,2026-05-17,193,5000000820
IM000000821,M500289,MTY1,0001,101,2026-05-23,3835,5000000821
IM000000822,M500139,KCH1,0001,101,2026-05-25,189,5000000822
IM000000823,M500210,DAL1,0001,101,2026-05-27,13,5000000823
IM000000824,M500210,DAL1,0001,101,2026-06-21,21,5000000824
IM000000825,M500210,DAL1,0001,101,2026-06-28,13,5000000825
IM000000826,M500295,PHX1,0001,101,2026-06-28,5,5000000826
IM000000827,M500295,PHX1,0001,101,2026-05-27,117,5000000827
IM000000828,M500210,DAL1,0001,101,2026-05-08,3000,5000000828
IM000000829,M500176,MTY1,0001,101,2026-05-26,132,5000000829
IM000000830,M500133,KCH1,0001,101,2026-04-27,7,5000000830
IM000000831,M500133,KCH1,0001,101,2026-04-28,26,5000000831
IM000000832,M500017,PHX1,0001,101,2026-04-08,14,5000000832
IM000000833,M500017,PHX1,0001,101,2026-04-18,36,5000000833
IM000000834,M500220,KCH1,0001,101,2026-05-27,54,5000000834
IM000000835,M500220,KCH1,0001,101,2026-05-13,34,5000000835
IM000000836,M500220,KCH1,0001,101,2026-05-04,134,5000000836
IM000000837,M500139,DAL1,0001,101,2026-06-03,3,5000000837
IM000000838,M500139,DAL1,0001,101,2026-06-10,15,5000000838
IM000000839,M500139,DAL1,0001,101,2026-06-07,20,5000000839
IM000000840,M500265,DAL1,0001,101,2026-06-30,710,5000000840
IM000000841,M500265,DAL1,0001,101,2026-06-29,1142,5000000841
IM000000842,M500265,DAL1,0001,101,2026-05-21,215,5000000842
IM000000843,M500221,DAL1,0001,101,2026-05-17,630,5000000843
IM000000844,M500163,DAL1,0001,101,2026-06-20,1000,5000000844
IM000000845,M500130,PHX1,0001,101,2026-07-10,20,5000000845
IM000000846,M500130,PHX1,0001,101,2026-07-19,61,5000000846
IM000000847,M500130,PHX1,0001,101,2026-07-20,159,5000000847
IM000000848,M500026,DAL1,0001,101,2026-05-01,33,5000000848
IM000000849,M500026,DAL1,0001,101,2026-05-26,15,5000000849
IM000000850,M500026,DAL1,0001,101,2026-05-19,32,5000000850
IM000000851,M500178,KCH1,0001,101,2026-04-29,73,5000000851
IM000000852,M500178,KCH1,0001,101,2026-04-17,249,5000000852
IM000000853,M500178,KCH1,0001,101,2026-05-05,162,5000000853
IM000000854,M500153,MTY1,0001,101,2026-03-27,1,5000000854
IM000000855,M500153,MTY1,0001,101,2026-03-25,4,5000000855
IM000000856,M500153,MTY1,0001,101,2026-05-25,3,5000000856
IM000000857,M500139,DAL1,0001,101,2026-05-12,112,5000000857
IM000000858,M500139,DAL1,0001,101,2026-05-15,351,5000000858
IM000000859,M500084,PHX1,0001,101,2026-04-19,40,5000000859
IM000000860,M500084,PHX1,0001,101,2026-04-25,334,5000000860
IM000000861,M500158,DAL1,0001,101,2026-05-07,45,5000000861
IM000000862,M500228,AUS1,0001,101,2026-04-25,11,5000000862
IM000000863,M500228,AUS1,0001,101,2026-04-20,12,5000000863
IM000000864,M500228,AUS1,0001,101,2026-05-15,30,5000000864
IM000000865,M500111,PHX1,0001,101,2026-05-05,1816,5000000865
IM000000866,M500058,PHX1,0001,101,2026-05-20,9,5000000866
IM000000867,M500058,PHX1,0001,101,2026-05-17,10,5000000867
IM000000868,M500058,PHX1,0001,101,2026-05-26,28,5000000868
IM000000869,M500194,KCH1,0001,101,2026-04-25,26,5000000869
IM000000870,M500194,KCH1,0001,101,2026-04-27,19,5000000870
IM000000871,M500194,KCH1,0001,101,2026-04-22,43,5000000871
IM000000872,M500033,PHX1,0001,101,2026-02-22,3,5000000872
IM000000873,M500033,PHX1,0001,101,2026-03-07,3,5000000873
IM000000874,M500033,PHX1,0001,101,2026-02-19,33,5000000874
IM000000875,M500001,PHX1,0001,101,2026-02-20,325,5000000875
IM000000876,M500001,PHX1,0001,101,2026-02-24,675,5000000876
IM000000877,M500117,DAL1,0001,101,2026-05-28,10,5000000877
IM000000878,M500117,DAL1,0001,101,2026-03-15,4,5000000878
IM000000879,M500117,DAL1,0001,101,2026-03-27,4,5000000879
IM000000880,M500299,MTY1,0001,101,2026-03-05,77,5000000880
IM000000881,M500299,MTY1,0001,101,2026-03-05,223,5000000881
IM000000882,M500125,DAL1,0001,101,2026-05-21,8,5000000882
IM000000883,M500290,MTY1,0001,101,2026-05-04,14,5000000883
IM000000884,M500043,MTY1,0001,101,2026-04-16,561,5000000884
IM000000885,M500118,AUS1,0001,101,2026-06-06,2,5000000885
IM000000886,M500118,AUS1,0001,101,2026-06-01,7,5000000886
IM000000887,M500198,PHX1,0001,101,2026-04-18,19,5000000887
IM000000888,M500018,KCH1,0001,101,2026-05-27,68,5000000888
IM000000889,M500122,MTY1,0001,101,2026-05-27,237,5000000889
IM000000890,M500227,MTY1,0001,101,2026-05-15,100,5000000890
IM000000891,M500227,MTY1,0001,101,2026-05-30,186,5000000891
IM000000892,M500143,AUS1,0001,101,2026-05-16,172,5000000892
IM000000893,M500032,KCH1,0001,101,2026-04-29,163,5000000893
IM000000894,M500032,KCH1,0001,101,2026-05-02,92,5000000894
IM000000895,M500032,KCH1,0001,101,2026-05-13,117,5000000895
IM000000896,M500155,DAL1,0001,101,2026-02-23,286,5000000896
IM000000897,M500155,DAL1,0001,101,2026-02-22,62,5000000897
IM000000898,M500155,DAL1,0001,101,2026-05-30,434,5000000898
IM000000899,M500117,PHX1,0001,101,2026-04-24,77,5000000899
IM000000900,M500091,PHX1,0001,101,2026-03-07,3,5000000900
IM000000901,M500091,PHX1,0001,101,2026-02-25,72,5000000901
IM000000902,M500091,PHX1,0001,101,2026-05-18,153,5000000902
IM000000903,M500076,KCH1,0001,101,2026-05-18,566,5000000903
IM000000904,M500076,KCH1,0001,101,2026-03-11,286,5000000904
IM000000905,M500076,KCH1,0001,101,2026-03-08,700,5000000905
IM000000906,M500014,KCH1,0001,101,2026-04-22,250,5000000906
IM000000907,M500126,KCH1,0001,101,2026-06-19,150,5000000907
IM000000908,M500172,DAL1,0001,101,2026-05-18,1,5000000908
IM000000909,M500172,DAL1,0001,101,2026-05-21,59,5000000909
IM000000910,M500262,KCH1,0001,101,2026-04-14,1000,5000000910
IM000000911,M500205,PHX1,0001,101,2026-04-06,60,5000000911
IM000000912,M500160,DAL1,0001,101,2026-05-04,120,5000000912
IM000000913,M500160,DAL1,0001,101,2026-05-11,320,5000000913
IM000000914,M500260,KCH1,0001,101,2026-03-29,3,5000000914
IM000000915,M500260,KCH1,0001,101,2026-04-15,1,5000000915
IM000000916,M500260,KCH1,0001,101,2026-04-13,21,5000000916
IM000000917,M500081,KCH1,0001,101,2026-05-26,100,5000000917
IM000000918,M500260,KCH1,0001,101,2026-05-18,2,5000000918
IM000000919,M500260,KCH1,0001,101,2026-05-22,8,5000000919
IM000000920,M500145,KCH1,0001,101,2026-06-06,96,5000000920
IM000000921,M500145,KCH1,0001,101,2026-06-14,104,5000000921
IM000000922,M500213,MTY1,0001,101,2026-06-02,1271,5000000922
IM000000923,M500213,MTY1,0001,101,2026-06-06,1521,5000000923
IM000000924,M500261,MTY1,0001,101,2026-04-05,646,5000000924
IM000000925,M500129,PHX1,0001,101,2026-05-21,83,5000000925
IM000000926,M500129,PHX1,0001,101,2026-05-26,317,5000000926
IM000000927,M500114,PHX1,0001,101,2026-05-25,34,5000000927
IM000000928,M500232,KCH1,0001,101,2026-06-13,443,5000000928
IM000000929,M500041,MTY1,0001,101,2026-05-04,1358,5000000929
IM000000930,M500239,MTY1,0001,101,2026-07-19,874,5000000930
IM000000931,M500295,PHX1,0001,101,2026-05-13,72,5000000931
IM000000932,M500295,PHX1,0001,101,2026-05-19,3156,5000000932
IM000000933,M500110,DAL1,0001,101,2026-04-06,480,5000000933
IM000000934,M500110,DAL1,0001,101,2026-04-24,537,5000000934
IM000000935,M500114,DAL1,0001,101,2026-04-09,18,5000000935
IM000000936,M500063,PHX1,0001,101,2026-05-25,4,5000000936
IM000000937,M500218,KCH1,0001,101,2026-05-27,7,5000000937
IM000000938,M500218,KCH1,0001,101,2026-04-29,238,5000000938
IM000000939,M500218,KCH1,0001,101,2026-04-21,247,5000000939
IM000000940,M500217,PHX1,0001,101,2026-05-18,16,5000000940
IM000000941,M500271,PHX1,0001,101,2026-05-29,5,5000000941
IM000000942,M500271,PHX1,0001,101,2026-05-11,45,5000000942
IM000000943,M500211,MTY1,0001,101,2026-06-19,23,5000000943
IM000000944,M500211,MTY1,0001,101,2026-06-22,123,5000000944
IM000000945,M500118,PHX1,0001,101,2026-04-09,80,5000000945
IM000000946,M500118,PHX1,0001,101,2026-04-10,220,5000000946
IM000000947,M500281,PHX1,0001,101,2026-04-19,1795,5000000947
IM000000948,M500295,MTY1,0001,101,2026-03-04,19,5000000948
IM000000949,M500295,MTY1,0001,101,2026-05-14,33,5000000949
IM000000950,M500175,DAL1,0001,101,2026-03-04,3,5000000950
IM000000951,M500175,DAL1,0001,101,2026-03-06,14,5000000951
IM000000952,M500236,DAL1,0001,101,2026-04-11,947,5000000952
IM000000953,M500041,MTY1,0001,101,2026-02-25,577,5000000953
IM000000954,M500041,MTY1,0001,101,2026-03-06,878,5000000954
IM000000955,M500266,KCH1,0001,101,2026-05-23,1500,5000000955
IM000000956,M500037,PHX1,0001,101,2026-05-18,29,5000000956
IM000000957,M500037,PHX1,0001,101,2026-03-04,129,5000000957
IM000000958,M500037,PHX1,0001,101,2026-02-27,179,5000000958
IM000000959,M500299,PHX1,0001,101,2026-08-21,82,5000000959
IM000000960,M500146,DAL1,0001,101,2026-07-19,27,5000000960
IM000000961,M500146,DAL1,0001,101,2026-05-13,148,5000000961
IM000000962,M500120,MTY1,0001,101,2026-07-02,1226,5000000962
IM000000963,M500155,AUS1,0001,101,2026-07-17,152,5000000963
IM000000964,M500155,AUS1,0001,101,2026-07-18,341,5000000964
IM000000965,M500299,PHX1,0001,101,2026-08-24,1757,5000000965
IM000000966,M500177,DAL1,0001,101,2026-04-12,13,5000000966
IM000000967,M500177,DAL1,0001,101,2026-04-12,13,5000000967
IM000000968,M500116,DAL1,0001,101,2026-04-14,8,5000000968
IM000000969,M500116,DAL1,0001,101,2026-05-15,5,5000000969
IM000000970,M500116,DAL1,0001,101,2026-04-23,7,5000000970
IM000000971,M500058,MTY1,0001,101,2026-05-08,297,5000000971
IM000000972,M500290,KCH1,0001,101,2026-04-13,66,5000000972
IM000000973,M500290,KCH1,0001,101,2026-04-23,1073,5000000973
IM000000974,M500001,AUS1,0001,101,2026-05-16,750,5000000974
IM000000975,M500089,KCH1,0001,101,2026-04-17,214,5000000975
IM000000976,M500089,KCH1,0001,101,2026-04-14,1283,5000000976
IM000000977,M500006,MTY1,0001,101,2026-03-31,6,5000000977
IM000000978,M500006,MTY1,0001,101,2026-04-11,8,5000000978
IM000000979,M500293,DAL1,0001,101,2026-04-18,162,5000000979
IM000000980,M500184,PHX1,0001,101,2026-04-15,188,5000000980
IM000000981,M500184,PHX1,0001,101,2026-04-15,186,5000000981
IM000000982,M500184,PHX1,0001,101,2026-04-26,1107,5000000982
IM000000983,M500244,KCH1,0001,101,2026-05-06,12,5000000983
IM000000984,M500244,KCH1,0001,101,2026-05-05,4,5000000984
IM000000985,M500244,KCH1,0001,101,2026-05-11,24,5000000985
IM000000986,M500235,MTY1,0001,101,2026-04-14,26,5000000986
IM000000987,M500235,MTY1,0001,101,2026-05-11,7,5000000987
IM000000988,M500235,MTY1,0001,101,2026-05-01,187,5000000988
IM000000989,M500046,DAL1,0001,101,2026-05-24,1000,5000000989
IM000000990,M500163,PHX1,0001,101,2026-05-25,26,5000000990
IM000000991,M500163,PHX1,0001,101,2026-04-29,34,5000000991
IM000000992,M500129,PHX1,0001,101,2026-06-03,843,5000000992
IM000000993,M500129,PHX1,0001,101,2026-04-14,1157,5000000993
IM000000994,M500212,MTY1,0001,101,2026-03-26,8,5000000994
IM000000995,M500212,MTY1,0001,101,2026-03-31,7,5000000995
IM000000996,M500289,PHX1,0001,101,2026-05-11,97,5000000996
IM000000997,M500289,PHX1,0001,101,2026-03-21,401,5000000997
IM000000998,M500289,PHX1,0001,101,2026-04-01,2502,5000000998
IM000000999,M500284,MTY1,0001,101,2026-05-16,1603,5000000999
IM000001000,M500244,PHX1,0001,101,2026-04-18,20,5000001000
IM000001001,M500106,MTY1,0001,101,2026-05-27,131,5000001001
IM000001002,M500106,MTY1,0001,101,2026-03-30,62,5000001002
IM000001003,M500106,MTY1,0001,101,2026-03-27,366,5000001003
IM000001004,M500289,PHX1,0001,101,2026-04-02,1462,5000001004
IM000001005,M500087,KCH1,0001,101,2026-03-02,14,5000001005
IM000001006,M500087,KCH1,0001,101,2026-03-08,11,5000001006
IM000001007,M500087,KCH1,0001,101,2026-05-25,72,5000001007
IM000001008,M500208,AUS1,0001,101,2026-03-15,1990,5000001008
IM000001009,M500090,DAL1,0001,101,2026-04-04,1309,5000001009
IM000001010,M500088,AUS1,0001,101,2026-03-11,138,5000001010
IM000001011,M500088,AUS1,0001,101,2026-05-25,371,5000001011
IM000001012,M500088,AUS1,0001,101,2026-03-18,312,5000001012
IM000001013,M500244,KCH1,0001,101,2026-04-25,17,5000001013
IM000001014,M500244,KCH1,0001,101,2026-05-16,83,5000001014
IM000001015,M500100,KCH1,0001,101,2026-04-13,1,5000001015
IM000001016,M500100,KCH1,0001,101,2026-05-01,3,5000001016
IM000001017,M500100,KCH1,0001,101,2026-04-21,12,5000001017
IM000001018,M500252,MTY1,0001,101,2026-05-25,41,5000001018
IM000001019,M500187,AUS1,0001,101,2026-05-19,426,5000001019
IM000001020,M500205,AUS1,0001,101,2026-05-04,26,5000001020
IM000001021,M500173,PHX1,0001,101,2026-05-10,127,5000001021
IM000001022,M500173,PHX1,0001,101,2026-05-10,183,5000001022
IM000001023,M500069,PHX1,0001,101,2026-05-20,181,5000001023
IM000001024,M500149,DAL1,0001,101,2026-07-14,13,5000001024
IM000001025,M500149,DAL1,0001,101,2026-07-14,8,5000001025
IM000001026,M500149,DAL1,0001,101,2026-07-21,34,5000001026
IM000001027,M500274,PHX1,0001,101,2026-06-20,134,5000001027
IM000001028,M500274,PHX1,0001,101,2026-06-25,529,5000001028
IM000001029,M500139,DAL1,0001,101,2026-05-30,150,5000001029
IM000001030,M500142,AUS1,0001,101,2026-05-07,166,5000001030
IM000001031,M500142,AUS1,0001,101,2026-05-12,458,5000001031
IM000001032,M500234,AUS1,0001,101,2026-05-25,41,5000001032
IM000001033,M500234,AUS1,0001,101,2026-03-28,23,5000001033
IM000001034,M500234,AUS1,0001,101,2026-03-31,100,5000001034
IM000001035,M500215,AUS1,0001,101,2026-05-27,396,5000001035
IM000001036,M500215,AUS1,0001,101,2026-05-03,367,5000001036
IM000001037,M500109,AUS1,0001,101,2026-03-20,200,5000001037
IM000001038,M500184,KCH1,0001,101,2026-07-02,6,5000001038
IM000001039,M500239,KCH1,0001,101,2026-08-10,9,5000001039
IM000001040,M500239,KCH1,0001,101,2026-08-08,15,5000001040
IM000001041,M500056,DAL1,0001,101,2026-05-16,7,5000001041
IM000001042,M500056,DAL1,0001,101,2026-08-04,61,5000001042
IM000001043,M500094,AUS1,0001,101,2026-06-22,2935,5000001043
IM000001044,M500057,KCH1,0001,101,2026-07-28,10,5000001044
IM000001045,M500104,DAL1,0001,101,2026-05-26,3,5000001045
IM000001046,M500104,DAL1,0001,101,2026-05-25,14,5000001046
IM000001047,M500279,KCH1,0001,101,2026-05-14,30,5000001047
IM000001048,M500129,PHX1,0001,101,2026-04-05,10,5000001048
IM000001049,M500129,PHX1,0001,101,2026-05-07,1,5000001049
IM000001050,M500129,PHX1,0001,101,2026-04-24,6,5000001050
IM000001051,M500162,DAL1,0001,101,2026-05-20,330,5000001051
IM000001052,M500229,KCH1,0001,101,2026-05-20,16,5000001052
IM000001053,M500097,MTY1,0001,101,2026-04-19,1109,5000001053
IM000001054,M500121,MTY1,0001,101,2026-05-22,5,5000001054
IM000001055,M500121,MTY1,0001,101,2026-05-11,34,5000001055
IM000001056,M500069,PHX1,0001,101,2026-05-29,696,5000001056
IM000001057,M500069,PHX1,0001,101,2026-06-05,696,5000001057
IM000001058,M500211,DAL1,0001,101,2026-05-08,70,5000001058
IM000001059,M500211,DAL1,0001,101,2026-05-14,71,5000001059
IM000001060,M500050,MTY1,0001,101,2026-03-23,246,5000001060
IM000001061,M500050,MTY1,0001,101,2026-03-25,199,5000001061
IM000001062,M500050,MTY1,0001,101,2026-03-27,297,5000001062
IM000001063,M500249,KCH1,0001,101,2026-05-10,718,5000001063
IM000001064,M500141,DAL1,0001,101,2026-08-23,2000,5000001064
IM000001065,M500035,KCH1,0001,101,2026-06-17,8,5000001065
IM000001066,M500035,KCH1,0001,101,2026-06-26,30,5000001066
IM000001067,M500045,MTY1,0001,101,2026-08-25,1,5000001067
IM000001068,M500045,MTY1,0001,101,2026-09-06,57,5000001068
IM000001069,M500045,MTY1,0001,101,2026-05-25,207,5000001069
IM000001070,M500004,PHX1,0001,101,2026-08-25,175,5000001070
IM000001071,M500004,PHX1,0001,101,2026-09-12,96,5000001071
IM000001072,M500141,DAL1,0001,101,2026-06-09,788,5000001072
IM000001073,M500141,DAL1,0001,101,2026-06-11,153,5000001073
IM000001074,M500141,DAL1,0001,101,2026-06-23,809,5000001074
IM000001075,M500223,KCH1,0001,101,2026-07-02,115,5000001075
IM000001076,M500223,KCH1,0001,101,2026-07-11,126,5000001076
IM000001077,M500223,KCH1,0001,101,2026-07-13,106,5000001077
IM000001078,M500053,PHX1,0001,101,2026-06-12,4,5000001078
IM000001079,M500053,PHX1,0001,101,2026-06-23,41,5000001079
IM000001080,M500270,MTY1,0001,101,2026-08-11,1,5000001080
IM000001081,M500270,MTY1,0001,101,2026-08-13,11,5000001081
IM000001082,M500270,MTY1,0001,101,2026-08-18,16,5000001082
IM000001083,M500095,MTY1,0001,101,2026-07-11,3398,5000001083
IM000001084,M500272,PHX1,0001,101,2026-05-31,100,5000001084
IM000001085,M500120,KCH1,0001,101,2026-03-25,1909,5000001085
IM000001086,M500035,MTY1,0001,101,2026-03-26,168,5000001086
IM000001087,M500035,MTY1,0001,101,2026-04-02,819,5000001087
IM000001088,M500018,PHX1,0001,101,2026-05-30,365,5000001088
IM000001089,M500018,PHX1,0001,101,2026-05-24,1209,5000001089
IM000001090,M500178,PHX1,0001,101,2026-05-26,1232,5000001090
IM000001091,M500178,PHX1,0001,101,2026-03-04,872,5000001091
IM000001092,M500226,PHX1,0001,101,2026-05-03,10,5000001092
IM000001093,M500226,PHX1,0001,101,2026-05-08,6,5000001093
IM000001094,M500226,PHX1,0001,101,2026-05-21,12,5000001094
IM000001095,M500208,KCH1,0001,101,2026-05-23,11,5000001095
IM000001096,M500040,PHX1,0001,101,2026-05-18,68,5000001096
IM000001097,M500040,PHX1,0001,101,2026-05-23,42,5000001097
IM000001098,M500257,DAL1,0001,101,2026-05-30,185,5000001098
IM000001099,M500257,DAL1,0001,101,2026-05-18,766,5000001099
IM000001100,M500094,MTY1,0001,101,2026-05-07,1425,5000001100
IM000001101,M500044,PHX1,0001,101,2026-04-13,4,5000001101
IM000001102,M500044,PHX1,0001,101,2026-05-01,6,5000001102
IM000001103,M500149,KCH1,0001,101,2026-04-10,555,5000001103
IM000001104,M500149,KCH1,0001,101,2026-04-18,1669,5000001104
IM000001105,M500149,KCH1,0001,101,2026-04-25,1174,5000001105
IM000001106,M500152,AUS1,0001,101,2026-04-26,1093,5000001106
IM000001107,M500152,AUS1,0001,101,2026-04-23,905,5000001107
IM000001108,M500126,KCH1,0001,101,2026-06-10,12,5000001108
IM000001109,M500126,KCH1,0001,101,2026-06-25,26,5000001109
IM000001110,M500251,KCH1,0001,101,2026-04-24,10,5000001110
IM000001111,M500080,KCH1,0001,101,2026-07-16,50,5000001111
IM000001112,M500080,KCH1,0001,101,2026-07-23,41,5000001112
IM000001113,M500080,KCH1,0001,101,2026-07-29,28,5000001113
IM000001114,M500061,DAL1,0001,101,2026-06-18,12,5000001114
IM000001115,M500035,KCH1,0001,101,2026-08-05,164,5000001115
IM000001116,M500195,KCH1,0001,101,2026-06-01,3,5000001116
IM000001117,M500195,KCH1,0001,101,2026-08-04,10,5000001117
IM000001118,M500062,DAL1,0001,101,2026-05-13,200,5000001118
IM000001119,M500227,DAL1,0001,101,2026-03-30,9,5000001119
IM000001120,M500259,PHX1,0001,101,2026-04-11,74,5000001120
IM000001121,M500233,KCH1,0001,101,2026-05-25,368,5000001121
IM000001122,M500001,AUS1,0001,101,2026-05-09,523,5000001122
IM000001123,M500001,AUS1,0001,101,2026-05-21,868,5000001123
IM000001124,M500092,KCH1,0001,101,2026-05-21,20,5000001124
IM000001125,M500060,DAL1,0001,101,2026-05-29,9,5000001125
IM000001126,M500218,KCH1,0001,101,2026-05-29,4000,5000001126
IM000001127,M500003,AUS1,0001,101,2026-04-20,98,5000001127
IM000001128,M500003,AUS1,0001,101,2026-05-24,52,5000001128
IM000001129,M500003,AUS1,0001,101,2026-05-03,194,5000001129
IM000001130,M500034,AUS1,0001,101,2026-04-09,44,5000001130
IM000001131,M500034,AUS1,0001,101,2026-04-11,129,5000001131
IM000001132,M500034,AUS1,0001,101,2026-04-13,292,5000001132
IM000001133,M500207,AUS1,0001,101,2026-05-07,64,5000001133
IM000001134,M500044,DAL1,0001,101,2026-05-19,100,5000001134
IM000001135,M500288,DAL1,0001,101,2026-06-01,750,5000001135
IM000001136,M500040,PHX1,0001,101,2026-04-22,40,5000001136
IM000001137,M500145,KCH1,0001,101,2026-05-12,5,5000001137
IM000001138,M500145,KCH1,0001,101,2026-05-30,4,5000001138
IM000001139,M500145,KCH1,0001,101,2026-05-22,11,5000001139
IM000001140,M500273,AUS1,0001,101,2026-05-04,175,5000001140
IM000001141,M500273,AUS1,0001,101,2026-05-03,10,5000001141
IM000001142,M500273,AUS1,0001,101,2026-04-30,187,5000001142
IM000001143,M500248,KCH1,0001,101,2026-05-22,62,5000001143
IM000001144,M500248,KCH1,0001,101,2026-05-25,175,5000001144
IM000001145,M500162,DAL1,0001,101,2026-04-19,189,5000001145
IM000001146,M500162,DAL1,0001,101,2026-05-13,534,5000001146
IM000001147,M500162,DAL1,0001,101,2026-05-05,758,5000001147
IM000001148,M500135,MTY1,0001,101,2026-05-15,489,5000001148
IM000001149,M500149,PHX1,0001,101,2026-06-15,1,5000001149
IM000001150,M500149,PHX1,0001,101,2026-05-25,4,5000001150
IM000001151,M500109,AUS1,0001,101,2026-06-19,202,5000001151
IM000001152,M500082,PHX1,0001,101,2026-05-10,9,5000001152
IM000001153,M500082,PHX1,0001,101,2026-04-10,48,5000001153
IM000001154,M500133,PHX1,0001,101,2026-05-17,46,5000001154
IM000001155,M500133,PHX1,0001,101,2026-03-18,1132,5000001155
IM000001156,M500094,DAL1,0001,101,2026-03-20,197,5000001156
IM000001157,M500094,DAL1,0001,101,2026-04-03,2,5000001157
IM000001158,M500094,DAL1,0001,101,2026-05-28,138,5000001158
IM000001159,M500058,KCH1,0001,101,2026-02-27,358,5000001159
IM000001160,M500058,KCH1,0001,101,2026-05-06,233,5000001160
IM000001161,M500058,KCH1,0001,101,2026-03-06,384,5000001161
IM000001162,M500051,AUS1,0001,101,2026-05-15,100,5000001162
IM000001163,M500120,KCH1,0001,101,2026-03-12,250,5000001163
IM000001164,M500251,MTY1,0001,101,2026-05-26,139,5000001164
IM000001165,M500212,AUS1,0001,101,2026-05-25,500,5000001165
IM000001166,M500211,KCH1,0001,101,2026-05-07,225,5000001166
IM000001167,M500004,DAL1,0001,101,2026-05-07,5,5000001167
IM000001168,M500004,DAL1,0001,101,2026-05-16,9,5000001168
IM000001169,M500004,DAL1,0001,101,2026-05-15,15,5000001169
IM000001170,M500084,PHX1,0001,101,2026-06-05,181,5000001170
IM000001171,M500084,PHX1,0001,101,2026-06-11,103,5000001171
IM000001172,M500084,PHX1,0001,101,2026-05-28,164,5000001172
IM000001173,M500231,KCH1,0001,101,2026-04-18,6,5000001173
IM000001174,M500231,KCH1,0001,101,2026-05-25,49,5000001174
IM000001175,M500231,KCH1,0001,101,2026-05-01,442,5000001175
IM000001176,M500268,KCH1,0001,101,2026-05-05,300,5000001176
IM000001177,M500080,AUS1,0001,101,2026-05-25,195,5000001177
IM000001178,M500080,AUS1,0001,101,2026-05-26,380,5000001178
IM000001179,M500080,AUS1,0001,101,2026-05-06,685,5000001179
IM000001180,M500201,DAL1,0001,101,2026-05-20,151,5000001180
IM000001181,M500201,DAL1,0001,101,2026-05-19,771,5000001181
IM000001182,M500170,KCH1,0001,101,2026-07-16,20,5000001182
IM000001183,M500187,PHX1,0001,101,2026-05-19,76,5000001183
IM000001184,M500187,PHX1,0001,101,2026-05-25,758,5000001184
IM000001185,M500103,AUS1,0001,101,2026-05-28,40,5000001185
IM000001186,M500061,PHX1,0001,101,2026-05-31,179,5000001186
IM000001187,M500061,PHX1,0001,101,2026-06-05,326,5000001187
IM000001188,M500190,PHX1,0001,101,2026-05-28,114,5000001188
IM000001189,M500190,PHX1,0001,101,2026-05-23,155,5000001189
IM000001190,M500011,PHX1,0001,101,2026-05-05,5,5000001190
IM000001191,M500011,PHX1,0001,101,2026-05-19,3,5000001191
IM000001192,M500134,KCH1,0001,101,2026-05-19,89,5000001192
IM000001193,M500111,DAL1,0001,101,2026-05-26,190,5000001193
IM000001194,M500111,DAL1,0001,101,2026-05-21,178,5000001194
IM000001195,M500011,PHX1,0001,101,2026-05-12,37,5000001195
IM000001196,M500034,MTY1,0001,101,2026-04-03,69,5000001196
IM000001197,M500034,MTY1,0001,101,2026-05-25,9,5000001197
IM000001198,M500034,MTY1,0001,101,2026-04-10,304,5000001198
IM000001199,M500262,AUS1,0001,101,2026-04-11,3,5000001199
IM000001200,M500262,AUS1,0001,101,2026-04-13,59,5000001200
IM000001201,M500016,KCH1,0001,101,2026-04-15,58,5000001201
