exception_id,exception_type,severity,status,po_number,item_number,material_id,plant,supplier_id,detected_on,due_date,days_past_due,root_cause,financial_impact_estimate,assigned_buyer
EX00000392,ACK_MISSING,MEDIUM,RESOLVED,4500000084,00050,M500135,DAL1,S100039,2026-06-30,2026-06-22,8,Supplier acknowledgement missing after PO creation.,0.00,JSMITH
EX00000393,PO_OVERDUE,HIGH,IN_REVIEW,4500000084,00060,M500249,PHX1,S100039,2026-06-30,2026-06-21,9,Open schedule quantity 15 is past due by 9 days.,8.25,JSMITH
EX00000394,PO_OVERDUE,HIGH,IN_REVIEW,4500000084,00070,M500244,MTY1,S100039,2026-06-30,2026-05-19,42,Open schedule quantity 16 is past due by 42 days.,24.16,JSMITH
EX00000395,ACK_MISSING,MEDIUM,IN_REVIEW,4500000085,00010,M500016,MTY1,S100032,2026-06-30,2026-08-11,0,Supplier acknowledgement missing after PO creation.,41.40,APATEL
EX00000396,ACK_MISSING,MEDIUM,RESOLVED,4500000085,00010,M500016,MTY1,S100032,2026-06-30,2026-08-16,0,Supplier acknowledgement missing after PO creation.,243.80,APATEL
EX00000397,ACK_MISSING,MEDIUM,RESOLVED,4500000085,00010,M500016,MTY1,S100032,2026-06-30,2026-08-22,0,Supplier acknowledgement missing after PO creation.,634.80,APATEL
EX00000398,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000085,00020,M500140,MTY1,S100032,2026-06-30,2026-06-18,12,Supplier acknowledgement missing after PO creation.,0.00,APATEL
EX00000399,PO_OVERDUE,MEDIUM,NEW,4500000085,00030,M500142,AUS1,S100032,2026-06-30,2026-06-23,7,Open schedule quantity 4 is past due by 7 days.,89.48,APATEL
EX00000400,PO_OVERDUE,MEDIUM,NEW,4500000085,00040,M500169,PHX1,S100032,2026-06-30,2026-06-29,1,Open schedule quantity 1 is past due by 1 days.,26.59,APATEL
EX00000401,PO_OVERDUE,HIGH,RESOLVED,4500000085,00050,M500104,PHX1,S100032,2026-06-30,2026-06-14,16,Open schedule quantity 1867 is past due by 16 days.,28938.50,APATEL
EX00000402,PO_OVERDUE,HIGH,IN_REVIEW,4500000086,00030,M500127,PHX1,S100014,2026-06-30,2026-04-19,72,Open schedule quantity 8 is past due by 72 days.,43.28,APATEL
EX00000403,PO_OVERDUE,HIGH,NEW,4500000086,00040,M500248,DAL1,S100014,2026-06-30,2026-05-24,37,Open schedule quantity 33 is past due by 37 days.,999.90,APATEL
EX00000404,ACK_MISSING,MEDIUM,NEW,4500000086,00070,M500127,PHX1,S100014,2026-06-30,2026-07-15,0,Supplier acknowledgement missing after PO creation.,384.65,APATEL
EX00000405,ACK_MISSING,MEDIUM,NEW,4500000086,00070,M500127,PHX1,S100014,2026-06-30,2026-07-14,0,Supplier acknowledgement missing after PO creation.,981.25,APATEL
EX00000406,PO_OVERDUE,HIGH,NEW,4500000087,00050,M500255,KCH1,S100020,2026-06-30,2026-06-13,17,Open schedule quantity 87 is past due by 17 days.,1944.45,JSMITH
EX00000407,PO_OVERDUE,HIGH,RESOLVED,4500000087,00060,M500024,MTY1,S100020,2026-06-30,2026-06-04,26,Open schedule quantity 2 is past due by 26 days.,44.98,JSMITH
EX00000408,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000088,00010,M500141,MTY1,S100032,2026-06-30,2026-05-08,53,Open schedule quantity 70 is past due by 53 days.,2487.10,JSMITH
EX00000409,PO_OVERDUE,HIGH,NEW,4500000088,00010,M500141,MTY1,S100032,2026-06-30,2026-05-12,49,Open schedule quantity 77 is past due by 49 days.,2735.81,JSMITH
EX00000410,ACK_MISSING,MEDIUM,NEW,4500000088,00020,M500110,MTY1,S100032,2026-06-30,2026-04-18,73,Supplier acknowledgement missing after PO creation.,0.00,JSMITH
EX00000411,PO_OVERDUE,HIGH,IN_REVIEW,4500000088,00040,M500165,MTY1,S100032,2026-06-30,2026-05-14,47,Open schedule quantity 14 is past due by 47 days.,51.94,JSMITH
EX00000412,PO_OVERDUE,HIGH,IN_REVIEW,4500000088,00050,M500171,KCH1,S100032,2026-06-30,2026-06-07,23,Open schedule quantity 961 is past due by 23 days.,10369.19,JSMITH
EX00000413,PO_OVERDUE,HIGH,NEW,4500000089,00020,M500177,AUS1,S100039,2026-06-30,2026-06-17,13,Open schedule quantity 286 is past due by 13 days.,1338.48,APATEL
EX00000414,PO_OVERDUE,HIGH,IN_REVIEW,4500000090,00010,M500151,DAL1,S100048,2026-06-30,2026-06-20,10,Open schedule quantity 43 is past due by 10 days.,315.62,JSMITH
EX00000415,ACK_MISSING,MEDIUM,IN_REVIEW,4500000090,00030,M500158,DAL1,S100048,2026-06-30,2026-08-10,0,Supplier acknowledgement missing after PO creation.,326.70,JSMITH
EX00000416,ACK_MISSING,MEDIUM,NEW,4500000090,00030,M500158,DAL1,S100048,2026-06-30,2026-08-15,0,Supplier acknowledgement missing after PO creation.,87.12,JSMITH
EX00000417,ACK_MISSING,MEDIUM,NEW,4500000090,00030,M500158,DAL1,S100048,2026-06-30,2026-08-18,0,Supplier acknowledgement missing after PO creation.,239.58,JSMITH
EX00000418,PO_OVERDUE,HIGH,NEW,4500000091,00020,M500083,AUS1,S100047,2026-06-30,2026-06-20,10,Open schedule quantity 1002 is past due by 10 days.,10090.14,SYSTEM
EX00000419,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000091,00030,M500090,MTY1,S100047,2026-06-30,2026-06-18,12,Open schedule quantity 6 is past due by 12 days.,19.38,SYSTEM
EX00000420,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000091,00030,M500090,MTY1,S100047,2026-06-30,2026-06-20,10,Open schedule quantity 6 is past due by 10 days.,19.38,SYSTEM
EX00000421,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000091,00060,M500139,KCH1,S100047,2026-06-30,2026-07-05,0,Supplier committed date is later than requested delivery date.,36.69,SYSTEM
EX00000422,ACK_MISSING,MEDIUM,IN_REVIEW,4500000092,00010,M500290,AUS1,S100034,2026-06-30,2026-09-13,0,Supplier acknowledgement missing after PO creation.,84.85,MWONG
EX00000423,ACK_MISSING,MEDIUM,IN_REVIEW,4500000092,00010,M500290,AUS1,S100034,2026-06-30,2026-06-28,2,Supplier acknowledgement missing after PO creation.,0.00,MWONG
EX00000424,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000092,00010,M500290,AUS1,S100034,2026-06-30,2026-09-25,0,Supplier acknowledgement missing after PO creation.,67.88,MWONG
EX00000425,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000093,00010,M500090,AUS1,S100001,2026-06-30,2026-07-01,0,Supplier committed date is later than requested delivery date.,1142.08,MWONG
EX00000426,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000093,00010,M500090,AUS1,S100001,2026-06-30,2026-07-05,0,Supplier committed date is later than requested delivery date.,547.80,MWONG
EX00000427,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000093,00010,M500090,AUS1,S100001,2026-06-30,2026-07-05,0,Supplier committed date is later than requested delivery date.,800.12,MWONG
EX00000428,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000093,00020,M500045,MTY1,S100001,2026-06-30,2026-07-09,0,Supplier acknowledgement missing after PO creation.,353.92,MWONG
EX00000429,ACK_MISSING,MEDIUM,NEW,4500000093,00020,M500045,MTY1,S100001,2026-06-30,2026-07-06,0,Supplier acknowledgement missing after PO creation.,250.88,MWONG
EX00000430,PO_OVERDUE,MEDIUM,RESOLVED,4500000093,00020,M500045,MTY1,S100001,2026-06-30,2026-06-29,1,Open schedule quantity 4 is past due by 1 days.,17.92,MWONG
EX00000431,PO_OVERDUE,HIGH,RESOLVED,4500000094,00010,M500227,KCH1,S100048,2026-06-30,2026-03-28,94,Open schedule quantity 3 is past due by 94 days.,51.54,SYSTEM
EX00000432,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000094,00020,M500216,KCH1,S100048,2026-06-30,2026-06-29,1,Open schedule quantity 518 is past due by 1 days.,29764.28,SYSTEM
EX00000433,PO_OVERDUE,HIGH,RESOLVED,4500000094,00030,M500253,DAL1,S100048,2026-06-30,2026-06-03,27,Open schedule quantity 44 is past due by 27 days.,442.64,SYSTEM
EX00000434,PO_OVERDUE,HIGH,IN_REVIEW,4500000094,00030,M500253,DAL1,S100048,2026-06-30,2026-06-17,13,Open schedule quantity 159 is past due by 13 days.,1599.54,SYSTEM
EX00000435,PO_OVERDUE,HIGH,NEW,4500000094,00040,M500098,KCH1,S100048,2026-06-30,2026-06-19,11,Open schedule quantity 276 is past due by 11 days.,4882.44,SYSTEM
EX00000436,PO_OVERDUE,HIGH,NEW,4500000094,00050,M500157,PHX1,S100048,2026-06-30,2026-06-20,10,Open schedule quantity 34 is past due by 10 days.,1102.96,SYSTEM
EX00000437,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000094,00050,M500157,PHX1,S100048,2026-06-30,2026-04-27,64,Open schedule quantity 512 is past due by 64 days.,16609.28,SYSTEM
EX00000438,PO_OVERDUE,HIGH,IN_REVIEW,4500000095,00010,M500238,MTY1,S100015,2026-06-30,2026-06-14,16,Open schedule quantity 1 is past due by 16 days.,4.47,MWONG
EX00000439,PO_OVERDUE,HIGH,IN_REVIEW,4500000095,00010,M500238,MTY1,S100015,2026-06-30,2026-06-20,10,Open schedule quantity 3 is past due by 10 days.,13.41,MWONG
EX00000440,PO_OVERDUE,HIGH,NEW,4500000095,00020,M500217,PHX1,S100015,2026-06-30,2026-06-18,12,Open schedule quantity 8 is past due by 12 days.,470.80,MWONG
EX00000441,PO_OVERDUE,HIGH,NEW,4500000096,00010,M500111,PHX1,S100038,2026-06-30,2026-06-08,22,Open schedule quantity 218 is past due by 22 days.,2201.80,MWONG
EX00000442,PO_OVERDUE,HIGH,RESOLVED,4500000096,00020,M500028,MTY1,S100038,2026-06-30,2026-05-18,43,Open schedule quantity 122 is past due by 43 days.,2224.06,MWONG
EX00000443,PO_OVERDUE,HIGH,NEW,4500000096,00020,M500028,MTY1,S100038,2026-06-30,2026-06-08,22,Open schedule quantity 588 is past due by 22 days.,10719.24,MWONG
EX00000444,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000096,00030,M500228,AUS1,S100038,2026-06-30,2026-05-08,53,Open schedule quantity 637 is past due by 53 days.,18058.95,MWONG
EX00000445,PO_OVERDUE,HIGH,NEW,4500000097,00010,M500076,KCH1,S100048,2026-06-30,2026-06-04,26,Open schedule quantity 1 is past due by 26 days.,15.26,LGARCIA
EX00000446,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000097,00010,M500076,KCH1,S100048,2026-06-30,2026-06-18,12,Open schedule quantity 4 is past due by 12 days.,61.04,LGARCIA
EX00000447,PO_OVERDUE,HIGH,IN_REVIEW,4500000097,00020,M500227,KCH1,S100048,2026-06-30,2026-06-16,14,Open schedule quantity 1 is past due by 14 days.,19.97,LGARCIA
EX00000448,PO_OVERDUE,HIGH,RESOLVED,4500000097,00020,M500227,KCH1,S100048,2026-06-30,2026-06-19,11,Open schedule quantity 2 is past due by 11 days.,39.94,LGARCIA
EX00000449,PO_OVERDUE,HIGH,IN_REVIEW,4500000097,00020,M500227,KCH1,S100048,2026-06-30,2026-06-16,14,Open schedule quantity 7 is past due by 14 days.,139.79,LGARCIA
EX00000450,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000098,00030,M500193,MTY1,S100031,2026-06-30,2026-05-22,39,Supplier committed date is later than requested delivery date.,0.00,JSMITH
EX00000451,PO_OVERDUE,HIGH,NEW,4500000099,00020,M500254,AUS1,S100002,2026-06-30,2026-05-28,33,Open schedule quantity 11 is past due by 33 days.,19.91,SYSTEM
EX00000452,PO_OVERDUE,HIGH,NEW,4500000099,00030,M500274,PHX1,S100002,2026-06-30,2026-04-13,78,Open schedule quantity 243 is past due by 78 days.,15722.10,SYSTEM
EX00000453,PO_OVERDUE,HIGH,NEW,4500000099,00030,M500274,PHX1,S100002,2026-06-30,2026-04-25,66,Open schedule quantity 386 is past due by 66 days.,24974.20,SYSTEM
EX00000454,PO_OVERDUE,HIGH,NEW,4500000100,00010,M500041,MTY1,S100048,2026-06-30,2026-05-02,59,Open schedule quantity 46 is past due by 59 days.,90.62,APATEL
EX00000455,PO_OVERDUE,HIGH,NEW,4500000100,00010,M500041,MTY1,S100048,2026-06-30,2026-05-13,48,Open schedule quantity 188 is past due by 48 days.,370.36,APATEL
EX00000456,PO_OVERDUE,HIGH,IN_REVIEW,4500000101,00010,M500260,KCH1,S100006,2026-06-30,2026-06-08,22,Open schedule quantity 93 is past due by 22 days.,69.75,MWONG
EX00000457,PO_OVERDUE,HIGH,NEW,4500000101,00020,M500038,KCH1,S100006,2026-06-30,2026-06-13,17,Open schedule quantity 2 is past due by 17 days.,163.04,MWONG
EX00000458,PO_OVERDUE,HIGH,NEW,4500000101,00040,M500085,KCH1,S100006,2026-06-30,2026-06-18,12,Open schedule quantity 7 is past due by 12 days.,57.54,MWONG
EX00000459,PO_OVERDUE,MEDIUM,NEW,4500000101,00050,M500260,KCH1,S100006,2026-06-30,2026-06-25,5,Open schedule quantity 3 is past due by 5 days.,2.07,MWONG
EX00000460,PO_OVERDUE,MEDIUM,NEW,4500000101,00050,M500260,KCH1,S100006,2026-06-30,2026-06-28,2,Open schedule quantity 13 is past due by 2 days.,8.97,MWONG
EX00000461,PO_OVERDUE,HIGH,NEW,4500000101,00060,M500091,PHX1,S100006,2026-06-30,2026-06-13,17,Open schedule quantity 44 is past due by 17 days.,400.40,MWONG
EX00000462,ACK_MISSING,MEDIUM,IN_REVIEW,4500000101,00060,M500091,PHX1,S100006,2026-06-30,2026-06-10,20,Supplier acknowledgement missing after PO creation.,0.00,MWONG
EX00000463,ACK_MISSING,MEDIUM,IN_REVIEW,4500000103,00060,M500200,PHX1,S100022,2026-06-30,2026-07-10,0,Supplier acknowledgement missing after PO creation.,1372.18,LGARCIA
EX00000464,ACK_MISSING,MEDIUM,NEW,4500000103,00060,M500200,PHX1,S100022,2026-06-30,2026-07-24,0,Supplier acknowledgement missing after PO creation.,3102.70,LGARCIA
EX00000465,PO_OVERDUE,HIGH,NEW,4500000104,00010,M500239,PHX1,S100034,2026-06-30,2026-06-14,16,Open schedule quantity 6 is past due by 16 days.,5.16,SYSTEM
EX00000466,ACK_MISSING,MEDIUM,NEW,4500000104,00010,M500239,PHX1,S100034,2026-06-30,2026-08-02,0,Supplier acknowledgement missing after PO creation.,67.94,SYSTEM
EX00000467,PO_OVERDUE,HIGH,RESOLVED,4500000104,00020,M500034,KCH1,S100034,2026-06-30,2026-06-20,10,Open schedule quantity 111 is past due by 10 days.,1399.71,SYSTEM
EX00000468,PO_OVERDUE,MEDIUM,NEW,4500000104,00030,M500261,MTY1,S100034,2026-06-30,2026-06-25,5,Open schedule quantity 29 is past due by 5 days.,517.94,SYSTEM
EX00000469,PO_OVERDUE,HIGH,NEW,4500000105,00010,M500223,PHX1,S100042,2026-06-30,2026-04-17,74,Open schedule quantity 14 is past due by 74 days.,61.18,SYSTEM
EX00000470,PO_OVERDUE,HIGH,NEW,4500000105,00020,M500289,MTY1,S100042,2026-06-30,2026-04-27,64,Open schedule quantity 5 is past due by 64 days.,75.60,SYSTEM
EX00000471,PO_OVERDUE,HIGH,NEW,4500000105,00020,M500289,MTY1,S100042,2026-06-30,2026-05-07,54,Open schedule quantity 4 is past due by 54 days.,60.48,SYSTEM
EX00000472,PO_OVERDUE,HIGH,NEW,4500000105,00030,M500015,DAL1,S100042,2026-06-30,2026-05-04,57,Open schedule quantity 8 is past due by 57 days.,12.96,SYSTEM
EX00000473,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000105,00050,M500013,MTY1,S100042,2026-06-30,2026-04-21,70,Supplier committed date is later than requested delivery date.,0.00,SYSTEM
EX00000474,PO_OVERDUE,HIGH,RESOLVED,4500000105,00060,M500200,PHX1,S100042,2026-06-30,2026-05-13,48,Open schedule quantity 26 is past due by 48 days.,167.70,SYSTEM
EX00000475,PO_OVERDUE,HIGH,NEW,4500000106,00010,M500163,PHX1,S100020,2026-06-30,2026-06-19,11,Open schedule quantity 1 is past due by 11 days.,8.05,MWONG
EX00000476,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000106,00010,M500163,PHX1,S100020,2026-06-30,2026-04-25,66,Supplier committed date is later than requested delivery date.,0.00,MWONG
EX00000477,PO_OVERDUE,HIGH,NEW,4500000106,00010,M500163,PHX1,S100020,2026-06-30,2026-04-22,69,Open schedule quantity 13 is past due by 69 days.,104.65,MWONG
EX00000478,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000106,00020,M500064,MTY1,S100020,2026-06-30,2026-07-07,0,Supplier committed date is later than requested delivery date.,0.00,MWONG
EX00000479,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000106,00030,M500083,AUS1,S100020,2026-06-30,2026-06-23,7,Open schedule quantity 5 is past due by 7 days.,63.90,MWONG
EX00000480,PO_OVERDUE,HIGH,IN_REVIEW,4500000106,00030,M500083,AUS1,S100020,2026-06-30,2026-05-21,40,Open schedule quantity 16 is past due by 40 days.,204.48,MWONG
EX00000481,PO_OVERDUE,HIGH,NEW,4500000106,00040,M500275,AUS1,S100020,2026-06-30,2026-05-28,33,Open schedule quantity 9 is past due by 33 days.,118.08,MWONG
EX00000482,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000106,00040,M500275,AUS1,S100020,2026-06-30,2026-05-29,32,Open schedule quantity 3 is past due by 32 days.,39.36,MWONG
EX00000483,PO_OVERDUE,HIGH,NEW,4500000106,00040,M500275,AUS1,S100020,2026-06-30,2026-06-15,15,Open schedule quantity 6 is past due by 15 days.,78.72,MWONG
EX00000484,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000106,00050,M500275,AUS1,S100020,2026-06-30,2026-05-24,37,Open schedule quantity 552 is past due by 37 days.,8368.32,MWONG
EX00000485,PO_OVERDUE,HIGH,RESOLVED,4500000106,00060,M500059,MTY1,S100020,2026-06-30,2026-05-06,55,Open schedule quantity 1 is past due by 55 days.,3.73,MWONG
EX00000486,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000106,00060,M500059,MTY1,S100020,2026-06-30,2026-06-22,8,Open schedule quantity 9 is past due by 8 days.,33.57,MWONG
EX00000487,PO_OVERDUE,HIGH,IN_REVIEW,4500000107,00030,M500259,DAL1,S100047,2026-06-30,2026-05-25,36,Open schedule quantity 1 is past due by 36 days.,17.99,MWONG
EX00000488,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000108,00010,M500016,DAL1,S100028,2026-06-30,2026-09-13,0,Supplier committed date is later than requested delivery date.,2830.61,LGARCIA
EX00000489,PO_OVERDUE,HIGH,NEW,4500000109,00010,M500063,AUS1,S100007,2026-06-30,2026-06-19,11,Open schedule quantity 1 is past due by 11 days.,6.35,MWONG
EX00000490,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000109,00010,M500063,AUS1,S100007,2026-06-30,2026-06-06,24,Open schedule quantity 5 is past due by 24 days.,31.75,MWONG
EX00000491,ACK_MISSING,MEDIUM,NEW,4500000109,00010,M500063,AUS1,S100007,2026-06-30,2026-07-11,0,Supplier acknowledgement missing after PO creation.,825.50,MWONG
EX00000492,PO_OVERDUE,HIGH,IN_REVIEW,4500000110,00010,M500020,MTY1,S100003,2026-06-30,2026-05-10,51,Open schedule quantity 116 is past due by 51 days.,948.88,APATEL
EX00000493,PO_OVERDUE,HIGH,IN_REVIEW,4500000110,00020,M500235,MTY1,S100003,2026-06-30,2026-05-12,49,Open schedule quantity 50 is past due by 49 days.,193.00,APATEL
EX00000494,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000110,00020,M500235,MTY1,S100003,2026-06-30,2026-05-14,47,Open schedule quantity 5 is past due by 47 days.,19.30,APATEL
EX00000495,PO_OVERDUE,HIGH,NEW,4500000110,00020,M500235,MTY1,S100003,2026-06-30,2026-05-09,52,Open schedule quantity 266 is past due by 52 days.,1026.76,APATEL
EX00000496,PO_OVERDUE,HIGH,NEW,4500000110,00030,M500041,MTY1,S100003,2026-06-30,2026-06-07,23,Open schedule quantity 21 is past due by 23 days.,55.44,APATEL
EX00000497,PO_OVERDUE,HIGH,RESOLVED,4500000110,00030,M500041,MTY1,S100003,2026-06-30,2026-05-28,33,Open schedule quantity 11 is past due by 33 days.,29.04,APATEL
EX00000498,PO_OVERDUE,MEDIUM,NEW,4500000111,00010,M500148,DAL1,S100021,2026-06-30,2026-06-28,2,Open schedule quantity 185 is past due by 2 days.,3052.50,SYSTEM
EX00000499,PO_OVERDUE,HIGH,IN_REVIEW,4500000111,00010,M500148,DAL1,S100021,2026-06-30,2026-06-12,18,Open schedule quantity 176 is past due by 18 days.,2904.00,SYSTEM
EX00000500,PO_OVERDUE,MEDIUM,NEW,4500000111,00010,M500148,DAL1,S100021,2026-06-30,2026-06-23,7,Open schedule quantity 107 is past due by 7 days.,1765.50,SYSTEM
EX00000501,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000111,00020,M500099,MTY1,S100021,2026-06-30,2026-06-29,1,Open schedule quantity 2 is past due by 1 days.,76.18,SYSTEM
EX00000502,PO_OVERDUE,MEDIUM,ACTION_DRAFTED,4500000111,00040,M500222,MTY1,S100021,2026-06-30,2026-06-25,5,Open schedule quantity 362 is past due by 5 days.,1020.84,SYSTEM
EX00000503,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000112,00010,M500097,KCH1,S100048,2026-06-30,2026-08-07,0,Supplier committed date is later than requested delivery date.,11.65,MWONG
EX00000504,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000112,00010,M500097,KCH1,S100048,2026-06-30,2026-08-17,0,Supplier committed date is later than requested delivery date.,6.99,MWONG
EX00000505,PO_OVERDUE,HIGH,NEW,4500000112,00050,M500261,AUS1,S100048,2026-06-30,2026-06-11,19,Open schedule quantity 7 is past due by 19 days.,183.33,MWONG
EX00000506,PO_OVERDUE,HIGH,NEW,4500000113,00010,M500075,DAL1,S100014,2026-06-30,2026-06-01,29,Open schedule quantity 31 is past due by 29 days.,323.02,APATEL
EX00000507,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000113,00020,M500062,DAL1,S100014,2026-06-30,2026-06-11,19,Open schedule quantity 33 is past due by 19 days.,323.40,APATEL
EX00000508,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000113,00020,M500062,DAL1,S100014,2026-06-30,2026-06-10,20,Supplier committed date is later than requested delivery date.,0.00,APATEL
EX00000509,PO_OVERDUE,MEDIUM,NEW,4500000113,00030,M500296,DAL1,S100014,2026-06-30,2026-06-26,4,Open schedule quantity 3 is past due by 4 days.,5.49,APATEL
EX00000510,PO_OVERDUE,MEDIUM,NEW,4500000113,00030,M500296,DAL1,S100014,2026-06-30,2026-06-29,1,Open schedule quantity 12 is past due by 1 days.,21.96,APATEL
EX00000511,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000115,00010,M500296,DAL1,S100014,2026-06-30,2026-05-05,56,Supplier committed date is later than requested delivery date.,0.00,LGARCIA
EX00000512,PO_OVERDUE,HIGH,NEW,4500000115,00020,M500121,DAL1,S100014,2026-06-30,2026-06-06,24,Open schedule quantity 1 is past due by 24 days.,13.03,LGARCIA
EX00000513,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000115,00020,M500121,DAL1,S100014,2026-06-30,2026-05-01,60,Open schedule quantity 9 is past due by 60 days.,117.27,LGARCIA
EX00000514,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000116,00010,M500192,AUS1,S100033,2026-06-30,2026-06-08,22,Supplier committed date is later than requested delivery date.,0.00,LGARCIA
EX00000515,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000116,00010,M500192,AUS1,S100033,2026-06-30,2026-06-25,5,Open schedule quantity 3 is past due by 5 days.,312.42,LGARCIA
EX00000516,PO_OVERDUE,HIGH,NEW,4500000117,00010,M500076,KCH1,S100035,2026-06-30,2026-06-15,15,Open schedule quantity 11 is past due by 15 days.,192.28,LGARCIA
EX00000517,PO_OVERDUE,HIGH,NEW,4500000117,00010,M500076,KCH1,S100035,2026-06-30,2026-06-05,25,Open schedule quantity 161 is past due by 25 days.,2814.28,LGARCIA
EX00000518,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000118,00010,M500121,DAL1,S100014,2026-06-30,2026-05-25,36,Supplier committed date is later than requested delivery date.,0.00,APATEL
EX00000519,PO_OVERDUE,HIGH,NEW,4500000118,00010,M500121,DAL1,S100014,2026-06-30,2026-06-16,14,Open schedule quantity 2 is past due by 14 days.,20.12,APATEL
EX00000520,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000118,00030,M500057,AUS1,S100014,2026-06-30,2026-06-22,8,Open schedule quantity 9 is past due by 8 days.,9.27,APATEL
EX00000521,PO_OVERDUE,HIGH,NEW,4500000118,00040,M500001,MTY1,S100014,2026-06-30,2026-06-20,10,Open schedule quantity 21 is past due by 10 days.,122.64,APATEL
EX00000522,PO_OVERDUE,HIGH,NEW,4500000118,00040,M500001,MTY1,S100014,2026-06-30,2026-06-09,21,Open schedule quantity 8 is past due by 21 days.,46.72,APATEL
EX00000523,PO_OVERDUE,HIGH,NEW,4500000118,00050,M500063,MTY1,S100014,2026-06-30,2026-05-25,36,Open schedule quantity 4 is past due by 36 days.,26.56,APATEL
EX00000524,PO_OVERDUE,HIGH,NEW,4500000118,00060,M500242,PHX1,S100014,2026-06-30,2026-04-26,65,Open schedule quantity 14 is past due by 65 days.,130.20,APATEL
EX00000525,PO_OVERDUE,HIGH,NEW,4500000118,00070,M500248,DAL1,S100014,2026-06-30,2026-06-17,13,Open schedule quantity 1 is past due by 13 days.,23.27,APATEL
EX00000526,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000119,00010,M500046,KCH1,S100031,2026-06-30,2026-06-17,13,Open schedule quantity 17 is past due by 13 days.,14.45,APATEL
EX00000527,PO_OVERDUE,HIGH,IN_REVIEW,4500000119,00030,M500202,AUS1,S100031,2026-06-30,2026-06-13,17,Open schedule quantity 1 is past due by 17 days.,30.48,APATEL
EX00000528,PO_OVERDUE,HIGH,IN_REVIEW,4500000119,00050,M500160,DAL1,S100031,2026-06-30,2026-06-09,21,Open schedule quantity 82 is past due by 21 days.,1513.72,APATEL
EX00000529,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000119,00050,M500160,DAL1,S100031,2026-06-30,2026-06-09,21,Supplier committed date is later than requested delivery date.,0.00,APATEL
EX00000530,PO_OVERDUE,HIGH,RESOLVED,4500000119,00050,M500160,DAL1,S100031,2026-06-30,2026-06-22,8,Open schedule quantity 244 is past due by 8 days.,4504.24,APATEL
EX00000531,PO_OVERDUE,HIGH,IN_REVIEW,4500000120,00010,M500053,DAL1,S100024,2026-06-30,2026-06-13,17,Open schedule quantity 1 is past due by 17 days.,75.66,LGARCIA
EX00000532,PO_OVERDUE,HIGH,NEW,4500000120,00010,M500053,DAL1,S100024,2026-06-30,2026-06-19,11,Open schedule quantity 18 is past due by 11 days.,1361.88,LGARCIA
EX00000533,PO_OVERDUE,HIGH,IN_REVIEW,4500000120,00020,M500165,MTY1,S100024,2026-06-30,2026-06-14,16,Open schedule quantity 169 is past due by 16 days.,922.74,LGARCIA
EX00000534,PO_OVERDUE,HIGH,IN_REVIEW,4500000120,00020,M500165,MTY1,S100024,2026-06-30,2026-05-01,60,Open schedule quantity 220 is past due by 60 days.,1201.20,LGARCIA
EX00000535,PO_OVERDUE,HIGH,IN_REVIEW,4500000120,00030,M500094,DAL1,S100024,2026-06-30,2026-06-15,15,Open schedule quantity 48 is past due by 15 days.,1332.48,LGARCIA
