material_doc,material_doc_year,po_number,item_number,movement_type,posting_date,received_qty,plant,storage_location,batch_number,created_by,reference_doc
5000000811,2026,4500000120,00030,101,2026-05-17,202,DAL1,0001,,RFSCAN,4500000120
5000000812,2026,4500000121,00010,101,2026-05-08,13,AUS1,0001,,SYSTEM,4500000121
5000000813,2026,4500000121,00010,101,2026-05-07,14,AUS1,0001,,RFSCAN,4500000121
5000000814,2026,4500000121,00010,122,2026-05-12,59,AUS1,0001,,SYSTEM,4500000121
5000000815,2026,4500000121,00030,101,2026-05-26,10,DAL1,0001,B81829,RFSCAN,4500000121
5000000816,2026,4500000121,00030,101,2026-04-29,84,DAL1,0001,B31588,SYSTEM,4500000121
5000000817,2026,4500000122,00010,101,2026-04-07,16,MTY1,0001,,SYSTEM,4500000122
5000000818,2026,4500000122,00010,101,2026-05-04,6,MTY1,0001,,WHUSER1,4500000122
5000000819,2026,4500000122,00010,101,2026-04-16,10,MTY1,0001,,WHUSER1,4500000122
5000000820,2026,4500000122,00020,101,2026-05-17,193,PHX1,0001,,WHUSER1,4500000122
5000000821,2026,4500000122,00030,101,2026-05-23,3835,MTY1,0001,,WHUSER2,4500000122
5000000822,2026,4500000123,00010,101,2026-05-25,189,KCH1,0001,,WHUSER1,4500000123
5000000823,2026,4500000123,00020,101,2026-05-27,13,DAL1,0001,,WHUSER1,4500000123
5000000824,2026,4500000123,00020,101,2026-06-21,21,DAL1,0001,,SYSTEM,4500000123
5000000825,2026,4500000123,00020,101,2026-06-28,13,DAL1,0001,,WHUSER2,4500000123
5000000826,2026,4500000123,00030,101,2026-06-28,5,PHX1,0001,,WHUSER1,4500000123
5000000827,2026,4500000123,00030,101,2026-05-27,117,PHX1,0001,,WHUSER1,4500000123
5000000828,2026,4500000123,00040,101,2026-05-08,3000,DAL1,0001,,RFSCAN,4500000123
5000000829,2026,4500000123,00050,101,2026-05-26,132,MTY1,0001,B49537,WHUSER2,4500000123
5000000830,2026,4500000123,00060,101,2026-04-27,7,KCH1,0001,,RFSCAN,4500000123
5000000831,2026,4500000123,00060,101,2026-04-28,26,KCH1,0001,,WHUSER2,4500000123
5000000832,2026,4500000124,00010,101,2026-04-08,14,PHX1,0001,,RFSCAN,4500000124
5000000833,2026,4500000124,00010,105,2026-04-18,36,PHX1,0001,,SYSTEM,4500000124
5000000834,2026,4500000124,00020,103,2026-05-27,54,KCH1,0001,,RFSCAN,4500000124
5000000835,2026,4500000124,00020,101,2026-05-13,34,KCH1,REC1,,SYSTEM,4500000124
5000000836,2026,4500000124,00020,101,2026-05-04,134,KCH1,0001,,WHUSER2,4500000124
5000000837,2026,4500000124,00030,101,2026-06-03,3,DAL1,0001,,SYSTEM,4500000124
5000000838,2026,4500000124,00030,101,2026-06-10,15,DAL1,0001,,SYSTEM,4500000124
5000000839,2026,4500000124,00030,101,2026-06-07,20,DAL1,0001,,RFSCAN,4500000124
5000000840,2026,4500000125,00010,105,2026-06-30,710,DAL1,0001,,WHUSER2,4500000125
5000000841,2026,4500000125,00010,101,2026-06-29,1142,DAL1,0001,,WHUSER1,4500000125
5000000842,2026,4500000125,00020,103,2026-05-21,215,DAL1,0001,,SYSTEM,4500000125
5000000843,2026,4500000125,00030,101,2026-05-17,630,DAL1,0001,,RFSCAN,4500000125
5000000844,2026,4500000125,00040,101,2026-06-20,1000,DAL1,0001,B75447,WHUSER1,4500000125
5000000845,2026,4500000125,00050,101,2026-07-10,20,PHX1,0001,,RFSCAN,4500000125
5000000846,2026,4500000125,00050,101,2026-07-19,61,PHX1,0001,,RFSCAN,4500000125
5000000847,2026,4500000125,00050,101,2026-07-20,159,PHX1,0001,,WHUSER2,4500000125
5000000848,2026,4500000125,00060,101,2026-05-01,33,DAL1,0001,,RFSCAN,4500000125
5000000849,2026,4500000125,00060,101,2026-05-26,15,DAL1,REC1,,SYSTEM,4500000125
5000000850,2026,4500000125,00060,101,2026-05-19,32,DAL1,0001,,WHUSER1,4500000125
5000000851,2026,4500000125,00070,101,2026-04-29,73,KCH1,0001,,RFSCAN,4500000125
5000000852,2026,4500000125,00070,101,2026-04-17,249,KCH1,0001,,WHUSER1,4500000125
5000000853,2026,4500000125,00070,101,2026-05-05,162,KCH1,0001,,WHUSER2,4500000125
5000000854,2026,4500000126,00010,105,2026-03-27,1,MTY1,REC1,,WHUSER2,4500000126
5000000855,2026,4500000126,00010,101,2026-03-25,4,MTY1,0001,,RFSCAN,4500000126
5000000856,2026,4500000126,00010,101,2026-05-25,3,MTY1,0001,,SYSTEM,4500000126
5000000857,2026,4500000126,00020,101,2026-05-12,112,DAL1,REC1,,WHUSER1,4500000126
5000000858,2026,4500000126,00020,101,2026-05-15,351,DAL1,0001,,WHUSER2,4500000126
5000000859,2026,4500000126,00030,101,2026-04-19,40,PHX1,0001,,WHUSER2,4500000126
5000000860,2026,4500000126,00030,101,2026-04-25,334,PHX1,0001,,SYSTEM,4500000126
5000000861,2026,4500000127,00010,101,2026-05-07,45,DAL1,0001,,WHUSER2,4500000127
5000000862,2026,4500000127,00020,101,2026-04-25,11,AUS1,0001,,SYSTEM,4500000127
5000000863,2026,4500000127,00020,101,2026-04-20,12,AUS1,0001,,SYSTEM,4500000127
5000000864,2026,4500000127,00020,101,2026-05-15,30,AUS1,0001,,WHUSER2,4500000127
5000000865,2026,4500000127,00030,101,2026-05-05,1816,PHX1,0001,B76477,RFSCAN,4500000127
5000000866,2026,4500000127,00050,101,2026-05-20,9,PHX1,0001,,SYSTEM,4500000127
5000000867,2026,4500000127,00050,103,2026-05-17,10,PHX1,0001,,SYSTEM,4500000127
5000000868,2026,4500000127,00050,101,2026-05-26,28,PHX1,REC1,,WHUSER2,4500000127
5000000869,2026,4500000127,00070,101,2026-04-25,26,KCH1,0001,B51042,WHUSER2,4500000127
5000000870,2026,4500000127,00070,101,2026-04-27,19,KCH1,0001,B56235,SYSTEM,4500000127
5000000871,2026,4500000127,00070,103,2026-04-22,43,KCH1,0001,B64336,SYSTEM,4500000127
5000000872,2026,4500000128,00010,101,2026-02-22,3,PHX1,0001,,WHUSER1,4500000128
5000000873,2026,4500000128,00010,101,2026-03-07,3,PHX1,0001,,RFSCAN,4500000128
5000000874,2026,4500000128,00010,101,2026-02-19,33,PHX1,0001,,RFSCAN,4500000128
5000000875,2026,4500000128,00020,101,2026-02-20,325,PHX1,0001,,WHUSER1,4500000128
5000000876,2026,4500000128,00020,101,2026-02-24,675,PHX1,0001,,WHUSER2,4500000128
5000000877,2026,4500000128,00030,101,2026-05-28,10,DAL1,0001,,RFSCAN,4500000128
5000000878,2026,4500000128,00030,101,2026-03-15,4,DAL1,0001,,RFSCAN,4500000128
5000000879,2026,4500000128,00030,101,2026-03-27,4,DAL1,0001,,SYSTEM,4500000128
5000000880,2026,4500000128,00040,101,2026-03-05,77,MTY1,0001,,WHUSER1,4500000128
5000000881,2026,4500000128,00040,101,2026-03-05,223,MTY1,0001,,WHUSER1,4500000128
5000000882,2026,4500000129,00010,103,2026-05-21,8,DAL1,0001,,SYSTEM,4500000129
5000000883,2026,4500000129,00030,101,2026-05-04,14,MTY1,REC1,,SYSTEM,4500000129
5000000884,2026,4500000130,00010,101,2026-04-16,561,MTY1,0001,,WHUSER1,4500000130
5000000885,2026,4500000130,00020,101,2026-06-06,2,AUS1,0001,,WHUSER2,4500000130
5000000886,2026,4500000130,00020,101,2026-06-01,7,AUS1,0001,,SYSTEM,4500000130
5000000887,2026,4500000130,00030,101,2026-04-18,19,PHX1,0001,,RFSCAN,4500000130
5000000888,2026,4500000131,00010,101,2026-05-27,68,KCH1,0001,,RFSCAN,4500000131
5000000889,2026,4500000132,00020,103,2026-05-27,237,MTY1,0001,,RFSCAN,4500000132
5000000890,2026,4500000132,00030,101,2026-05-15,100,MTY1,0001,,SYSTEM,4500000132
5000000891,2026,4500000132,00030,101,2026-05-30,186,MTY1,0001,,SYSTEM,4500000132
5000000892,2026,4500000133,00010,101,2026-05-16,172,AUS1,REC1,,WHUSER1,4500000133
5000000893,2026,4500000133,00020,103,2026-04-29,163,KCH1,0001,B53988,WHUSER2,4500000133
5000000894,2026,4500000133,00020,101,2026-05-02,92,KCH1,0001,B94480,WHUSER1,4500000133
5000000895,2026,4500000133,00020,101,2026-05-13,117,KCH1,0001,B49429,WHUSER1,4500000133
5000000896,2026,4500000133,00030,101,2026-02-23,286,DAL1,0001,,RFSCAN,4500000133
5000000897,2026,4500000133,00030,101,2026-02-22,62,DAL1,0001,,RFSCAN,4500000133
5000000898,2026,4500000133,00030,101,2026-05-30,434,DAL1,0001,,RFSCAN,4500000133
5000000899,2026,4500000133,00040,101,2026-04-24,77,PHX1,0001,,WHUSER2,4500000133
5000000900,2026,4500000133,00050,101,2026-03-07,3,PHX1,0001,,WHUSER1,4500000133
5000000901,2026,4500000133,00050,101,2026-02-25,72,PHX1,0001,,RFSCAN,4500000133
5000000902,2026,4500000133,00050,101,2026-05-18,153,PHX1,0001,,WHUSER1,4500000133
5000000903,2026,4500000133,00060,101,2026-05-18,566,KCH1,0001,,WHUSER2,4500000133
5000000904,2026,4500000133,00060,101,2026-03-11,286,KCH1,0001,,SYSTEM,4500000133
5000000905,2026,4500000133,00060,103,2026-03-08,700,KCH1,0001,,WHUSER2,4500000133
5000000906,2026,4500000133,00070,101,2026-04-22,250,KCH1,0001,B28004,WHUSER2,4500000133
5000000907,2026,4500000134,00010,122,2026-06-19,150,KCH1,0001,B92916,WHUSER2,4500000134
5000000908,2026,4500000134,00020,101,2026-05-18,1,DAL1,0001,,WHUSER2,4500000134
5000000909,2026,4500000134,00020,101,2026-05-21,59,DAL1,0001,,WHUSER1,4500000134
5000000910,2026,4500000134,00030,122,2026-04-14,1000,KCH1,0001,B94231,SYSTEM,4500000134
5000000911,2026,4500000135,00010,101,2026-04-06,60,PHX1,0001,,SYSTEM,4500000135
5000000912,2026,4500000136,00010,101,2026-05-04,120,DAL1,0001,,SYSTEM,4500000136
5000000913,2026,4500000136,00010,101,2026-05-11,320,DAL1,0001,,RFSCAN,4500000136
5000000914,2026,4500000136,00020,101,2026-03-29,3,KCH1,REC1,,WHUSER1,4500000136
5000000915,2026,4500000136,00020,101,2026-04-15,1,KCH1,0001,,WHUSER2,4500000136
5000000916,2026,4500000136,00020,101,2026-04-13,21,KCH1,0001,,WHUSER1,4500000136
5000000917,2026,4500000136,00030,103,2026-05-26,100,KCH1,0001,,RFSCAN,4500000136
5000000918,2026,4500000136,00040,101,2026-05-18,2,KCH1,0001,,WHUSER2,4500000136
5000000919,2026,4500000136,00040,101,2026-05-22,8,KCH1,0001,,WHUSER2,4500000136
5000000920,2026,4500000138,00010,101,2026-06-06,96,KCH1,0001,,SYSTEM,4500000138
5000000921,2026,4500000138,00010,101,2026-06-14,104,KCH1,0001,,SYSTEM,4500000138
5000000922,2026,4500000138,00020,101,2026-06-02,1271,MTY1,0001,,WHUSER2,4500000138
5000000923,2026,4500000138,00020,101,2026-06-06,1521,MTY1,0001,,RFSCAN,4500000138
5000000924,2026,4500000138,00030,101,2026-04-05,646,MTY1,0001,B50481,WHUSER1,4500000138
5000000925,2026,4500000138,00040,101,2026-05-21,83,PHX1,0001,,WHUSER1,4500000138
5000000926,2026,4500000138,00040,101,2026-05-26,317,PHX1,0001,,WHUSER1,4500000138
5000000927,2026,4500000138,00050,101,2026-05-25,34,PHX1,0001,,SYSTEM,4500000138
5000000928,2026,4500000139,00010,101,2026-06-13,443,KCH1,0001,,WHUSER1,4500000139
5000000929,2026,4500000139,00020,101,2026-05-04,1358,MTY1,0001,,WHUSER1,4500000139
5000000930,2026,4500000139,00030,101,2026-07-19,874,MTY1,0001,,WHUSER2,4500000139
5000000931,2026,4500000140,00010,101,2026-05-13,72,PHX1,0001,,WHUSER2,4500000140
5000000932,2026,4500000140,00010,101,2026-05-19,3156,PHX1,0001,,WHUSER1,4500000140
5000000933,2026,4500000140,00020,105,2026-04-06,480,DAL1,0001,,RFSCAN,4500000140
5000000934,2026,4500000140,00020,101,2026-04-24,537,DAL1,0001,,WHUSER2,4500000140
5000000935,2026,4500000140,00030,101,2026-04-09,18,DAL1,0001,,SYSTEM,4500000140
5000000936,2026,4500000140,00040,101,2026-05-25,4,PHX1,0001,,SYSTEM,4500000140
5000000937,2026,4500000141,00010,101,2026-05-27,7,KCH1,0001,,WHUSER1,4500000141
5000000938,2026,4500000141,00010,101,2026-04-29,238,KCH1,0001,,SYSTEM,4500000141
5000000939,2026,4500000141,00010,103,2026-04-21,247,KCH1,REC1,,WHUSER1,4500000141
5000000940,2026,4500000141,00020,101,2026-05-18,16,PHX1,0001,,SYSTEM,4500000141
5000000941,2026,4500000141,00030,101,2026-05-29,5,PHX1,0001,B25368,RFSCAN,4500000141
5000000942,2026,4500000141,00030,105,2026-05-11,45,PHX1,REC1,B99665,WHUSER1,4500000141
5000000943,2026,4500000141,00040,101,2026-06-19,23,MTY1,0001,,RFSCAN,4500000141
5000000944,2026,4500000141,00040,101,2026-06-22,123,MTY1,0001,,SYSTEM,4500000141
5000000945,2026,4500000141,00050,101,2026-04-09,80,PHX1,0001,,RFSCAN,4500000141
5000000946,2026,4500000141,00050,101,2026-04-10,220,PHX1,0001,,RFSCAN,4500000141
5000000947,2026,4500000141,00060,101,2026-04-19,1795,PHX1,0001,,SYSTEM,4500000141
5000000948,2026,4500000142,00010,101,2026-03-04,19,MTY1,0001,,SYSTEM,4500000142
5000000949,2026,4500000142,00010,101,2026-05-14,33,MTY1,REC1,,RFSCAN,4500000142
5000000950,2026,4500000142,00020,101,2026-03-04,3,DAL1,0001,B60620,WHUSER1,4500000142
5000000951,2026,4500000142,00020,101,2026-03-06,14,DAL1,0001,B14396,SYSTEM,4500000142
5000000952,2026,4500000142,00030,101,2026-04-11,947,DAL1,0001,B11844,SYSTEM,4500000142
5000000953,2026,4500000142,00040,122,2026-02-25,577,MTY1,0001,,SYSTEM,4500000142
5000000954,2026,4500000142,00040,101,2026-03-06,878,MTY1,0001,,SYSTEM,4500000142
5000000955,2026,4500000142,00050,101,2026-05-23,1500,KCH1,0001,,WHUSER1,4500000142
5000000956,2026,4500000142,00060,101,2026-05-18,29,PHX1,0001,,WHUSER1,4500000142
5000000957,2026,4500000142,00060,101,2026-03-04,129,PHX1,0001,,RFSCAN,4500000142
5000000958,2026,4500000142,00060,101,2026-02-27,179,PHX1,0001,,SYSTEM,4500000142
5000000959,2026,4500000143,00010,101,2026-08-21,82,PHX1,0001,,WHUSER1,4500000143
5000000960,2026,4500000143,00020,101,2026-07-19,27,DAL1,0001,B53718,WHUSER1,4500000143
5000000961,2026,4500000143,00020,101,2026-05-13,148,DAL1,0001,B54396,RFSCAN,4500000143
5000000962,2026,4500000143,00030,101,2026-07-02,1226,MTY1,0001,B43930,RFSCAN,4500000143
5000000963,2026,4500000143,00040,101,2026-07-17,152,AUS1,0001,,RFSCAN,4500000143
5000000964,2026,4500000143,00040,101,2026-07-18,341,AUS1,0001,,RFSCAN,4500000143
5000000965,2026,4500000143,00050,101,2026-08-24,1757,PHX1,0001,,SYSTEM,4500000143
5000000966,2026,4500000144,00010,122,2026-04-12,13,DAL1,0001,B65581,SYSTEM,4500000144
5000000967,2026,4500000144,00010,101,2026-04-12,13,DAL1,0001,B15695,WHUSER1,4500000144
5000000968,2026,4500000144,00020,101,2026-04-14,8,DAL1,0001,,RFSCAN,4500000144
5000000969,2026,4500000144,00020,101,2026-05-15,5,DAL1,REC1,,WHUSER1,4500000144
5000000970,2026,4500000144,00020,101,2026-04-23,7,DAL1,0001,,WHUSER1,4500000144
5000000971,2026,4500000144,00040,101,2026-05-08,297,MTY1,0001,,WHUSER2,4500000144
5000000972,2026,4500000144,00050,101,2026-04-13,66,KCH1,0001,,WHUSER1,4500000144
5000000973,2026,4500000144,00050,101,2026-04-23,1073,KCH1,0001,,WHUSER2,4500000144
5000000974,2026,4500000144,00060,101,2026-05-16,750,AUS1,0001,,SYSTEM,4500000144
5000000975,2026,4500000145,00010,101,2026-04-17,214,KCH1,0001,,WHUSER2,4500000145
5000000976,2026,4500000145,00010,101,2026-04-14,1283,KCH1,REC1,,RFSCAN,4500000145
5000000977,2026,4500000145,00020,101,2026-03-31,6,MTY1,0001,,WHUSER2,4500000145
5000000978,2026,4500000145,00020,101,2026-04-11,8,MTY1,0001,,WHUSER1,4500000145
5000000979,2026,4500000145,00030,105,2026-04-18,162,DAL1,0001,,WHUSER1,4500000145
5000000980,2026,4500000145,00040,101,2026-04-15,188,PHX1,0001,,SYSTEM,4500000145
5000000981,2026,4500000145,00040,101,2026-04-15,186,PHX1,0001,,WHUSER1,4500000145
5000000982,2026,4500000145,00040,101,2026-04-26,1107,PHX1,0001,,WHUSER1,4500000145
5000000983,2026,4500000145,00050,101,2026-05-06,12,KCH1,0001,,RFSCAN,4500000145
5000000984,2026,4500000145,00050,101,2026-05-05,4,KCH1,REC1,,RFSCAN,4500000145
5000000985,2026,4500000145,00050,101,2026-05-11,24,KCH1,0001,,SYSTEM,4500000145
5000000986,2026,4500000145,00060,101,2026-04-14,26,MTY1,0001,,WHUSER2,4500000145
5000000987,2026,4500000145,00060,101,2026-05-11,7,MTY1,0001,,WHUSER1,4500000145
5000000988,2026,4500000145,00060,101,2026-05-01,187,MTY1,0001,,WHUSER1,4500000145
5000000989,2026,4500000146,00010,101,2026-05-24,1000,DAL1,0001,,RFSCAN,4500000146
5000000990,2026,4500000147,00010,103,2026-05-25,26,PHX1,0001,B31084,WHUSER2,4500000147
5000000991,2026,4500000147,00010,103,2026-04-29,34,PHX1,0001,B53825,SYSTEM,4500000147
5000000992,2026,4500000147,00020,101,2026-06-03,843,PHX1,REC1,,WHUSER2,4500000147
5000000993,2026,4500000147,00020,101,2026-04-14,1157,PHX1,0001,,SYSTEM,4500000147
5000000994,2026,4500000148,00010,101,2026-03-26,8,MTY1,0001,,SYSTEM,4500000148
5000000995,2026,4500000148,00010,101,2026-03-31,7,MTY1,0001,,RFSCAN,4500000148
5000000996,2026,4500000148,00020,101,2026-05-11,97,PHX1,0001,,RFSCAN,4500000148
5000000997,2026,4500000148,00020,101,2026-03-21,401,PHX1,REC1,,RFSCAN,4500000148
5000000998,2026,4500000148,00020,101,2026-04-01,2502,PHX1,0001,,WHUSER2,4500000148
5000000999,2026,4500000148,00030,101,2026-05-16,1603,MTY1,0001,,SYSTEM,4500000148
5000001000,2026,4500000148,00040,101,2026-04-18,20,PHX1,0001,,WHUSER2,4500000148
5000001001,2026,4500000148,00050,101,2026-05-27,131,MTY1,0001,,WHUSER1,4500000148
5000001002,2026,4500000148,00050,101,2026-03-30,62,MTY1,REC1,,RFSCAN,4500000148
5000001003,2026,4500000148,00050,122,2026-03-27,366,MTY1,0001,,SYSTEM,4500000148
5000001004,2026,4500000148,00060,101,2026-04-02,1462,PHX1,REC1,,WHUSER2,4500000148
5000001005,2026,4500000150,00010,101,2026-03-02,14,KCH1,0001,,RFSCAN,4500000150
5000001006,2026,4500000150,00010,101,2026-03-08,11,KCH1,0001,,WHUSER1,4500000150
5000001007,2026,4500000150,00010,101,2026-05-25,72,KCH1,0001,,WHUSER2,4500000150
5000001008,2026,4500000150,00020,101,2026-03-15,1990,AUS1,0001,,WHUSER1,4500000150
5000001009,2026,4500000150,00030,101,2026-04-04,1309,DAL1,0001,,WHUSER1,4500000150
5000001010,2026,4500000150,00040,105,2026-03-11,138,AUS1,0001,,SYSTEM,4500000150
5000001011,2026,4500000150,00040,101,2026-05-25,371,AUS1,0001,,WHUSER2,4500000150
5000001012,2026,4500000150,00040,101,2026-03-18,312,AUS1,0001,,RFSCAN,4500000150
5000001013,2026,4500000151,00010,101,2026-04-25,17,KCH1,0001,,WHUSER1,4500000151
5000001014,2026,4500000151,00010,101,2026-05-16,83,KCH1,0001,,RFSCAN,4500000151
5000001015,2026,4500000151,00020,101,2026-04-13,1,KCH1,0001,,RFSCAN,4500000151
5000001016,2026,4500000151,00020,101,2026-05-01,3,KCH1,0001,,WHUSER2,4500000151
5000001017,2026,4500000151,00020,101,2026-04-21,12,KCH1,0001,,RFSCAN,4500000151
5000001018,2026,4500000152,00030,101,2026-05-25,41,MTY1,0001,,WHUSER1,4500000152
5000001019,2026,4500000152,00040,101,2026-05-19,426,AUS1,0001,,WHUSER1,4500000152
5000001020,2026,4500000152,00050,103,2026-05-04,26,AUS1,0001,,RFSCAN,4500000152
5000001021,2026,4500000154,00010,101,2026-05-10,127,PHX1,0001,,RFSCAN,4500000154
5000001022,2026,4500000154,00010,101,2026-05-10,183,PHX1,0001,,WHUSER1,4500000154
5000001023,2026,4500000154,00050,101,2026-05-20,181,PHX1,0001,,SYSTEM,4500000154
5000001024,2026,4500000155,00010,101,2026-07-14,13,DAL1,0001,,WHUSER2,4500000155
5000001025,2026,4500000155,00010,101,2026-07-14,8,DAL1,0001,,WHUSER1,4500000155
5000001026,2026,4500000155,00010,101,2026-07-21,34,DAL1,0001,,SYSTEM,4500000155
5000001027,2026,4500000155,00020,101,2026-06-20,134,PHX1,0001,,WHUSER1,4500000155
5000001028,2026,4500000155,00020,103,2026-06-25,529,PHX1,0001,,WHUSER2,4500000155
5000001029,2026,4500000156,00010,101,2026-05-30,150,DAL1,0001,,SYSTEM,4500000156
5000001030,2026,4500000157,00010,101,2026-05-07,166,AUS1,0001,,WHUSER2,4500000157
5000001031,2026,4500000157,00010,101,2026-05-12,458,AUS1,0001,,WHUSER2,4500000157
5000001032,2026,4500000157,00020,103,2026-05-25,41,AUS1,0001,,SYSTEM,4500000157
5000001033,2026,4500000157,00020,101,2026-03-28,23,AUS1,0001,,RFSCAN,4500000157
5000001034,2026,4500000157,00020,101,2026-03-31,100,AUS1,0001,,WHUSER2,4500000157
5000001035,2026,4500000157,00030,101,2026-05-27,396,AUS1,0001,,SYSTEM,4500000157
5000001036,2026,4500000157,00030,101,2026-05-03,367,AUS1,0001,,WHUSER2,4500000157
5000001037,2026,4500000157,00040,101,2026-03-20,200,AUS1,REC1,,WHUSER1,4500000157
5000001038,2026,4500000159,00010,101,2026-07-02,6,KCH1,0001,,SYSTEM,4500000159
5000001039,2026,4500000159,00020,101,2026-08-10,9,KCH1,0001,,WHUSER1,4500000159
5000001040,2026,4500000159,00020,101,2026-08-08,15,KCH1,0001,,RFSCAN,4500000159
5000001041,2026,4500000159,00030,101,2026-05-16,7,DAL1,REC1,,WHUSER2,4500000159
5000001042,2026,4500000159,00030,122,2026-08-04,61,DAL1,0001,,WHUSER2,4500000159
5000001043,2026,4500000160,00010,103,2026-06-22,2935,AUS1,0001,,RFSCAN,4500000160
5000001044,2026,4500000160,00020,101,2026-07-28,10,KCH1,0001,,RFSCAN,4500000160
5000001045,2026,4500000161,00020,105,2026-05-26,3,DAL1,REC1,,WHUSER2,4500000161
5000001046,2026,4500000161,00020,101,2026-05-25,14,DAL1,0001,,SYSTEM,4500000161
5000001047,2026,4500000161,00030,101,2026-05-14,30,KCH1,REC1,B86170,RFSCAN,4500000161
5000001048,2026,4500000161,00040,101,2026-04-05,10,PHX1,0001,,WHUSER2,4500000161
5000001049,2026,4500000161,00040,101,2026-05-07,1,PHX1,0001,,WHUSER1,4500000161
5000001050,2026,4500000161,00040,101,2026-04-24,6,PHX1,0001,,RFSCAN,4500000161
5000001051,2026,4500000161,00060,101,2026-05-20,330,DAL1,0001,,WHUSER1,4500000161
5000001052,2026,4500000162,00010,101,2026-05-20,16,KCH1,0001,,SYSTEM,4500000162
5000001053,2026,4500000162,00030,101,2026-04-19,1109,MTY1,0001,,WHUSER1,4500000162
5000001054,2026,4500000162,00050,101,2026-05-22,5,MTY1,0001,,SYSTEM,4500000162
5000001055,2026,4500000162,00050,101,2026-05-11,34,MTY1,0001,,SYSTEM,4500000162
5000001056,2026,4500000163,00010,101,2026-05-29,696,PHX1,0001,,WHUSER1,4500000163
5000001057,2026,4500000163,00010,101,2026-06-05,696,PHX1,REC1,,SYSTEM,4500000163
5000001058,2026,4500000163,00020,101,2026-05-08,70,DAL1,0001,,RFSCAN,4500000163
5000001059,2026,4500000163,00020,101,2026-05-14,71,DAL1,0001,,WHUSER2,4500000163
5000001060,2026,4500000163,00030,101,2026-03-23,246,MTY1,0001,,RFSCAN,4500000163
5000001061,2026,4500000163,00030,101,2026-03-25,199,MTY1,0001,,WHUSER2,4500000163
5000001062,2026,4500000163,00030,101,2026-03-27,297,MTY1,0001,,WHUSER2,4500000163
5000001063,2026,4500000163,00040,101,2026-05-10,718,KCH1,REC1,,WHUSER1,4500000163
5000001064,2026,4500000164,00010,103,2026-08-23,2000,DAL1,0001,,WHUSER2,4500000164
5000001065,2026,4500000164,00020,101,2026-06-17,8,KCH1,0001,,WHUSER1,4500000164
5000001066,2026,4500000164,00020,101,2026-06-26,30,KCH1,0001,,SYSTEM,4500000164
5000001067,2026,4500000164,00030,101,2026-08-25,1,MTY1,0001,B88411,RFSCAN,4500000164
5000001068,2026,4500000164,00030,101,2026-09-06,57,MTY1,0001,B69518,WHUSER1,4500000164
5000001069,2026,4500000164,00030,101,2026-05-25,207,MTY1,0001,B13428,SYSTEM,4500000164
5000001070,2026,4500000164,00040,101,2026-08-25,175,PHX1,REC1,B41203,RFSCAN,4500000164
5000001071,2026,4500000164,00040,101,2026-09-12,96,PHX1,0001,B34235,WHUSER2,4500000164
5000001072,2026,4500000164,00050,101,2026-06-09,788,DAL1,0001,,WHUSER2,4500000164
5000001073,2026,4500000164,00050,101,2026-06-11,153,DAL1,0001,,WHUSER2,4500000164
5000001074,2026,4500000164,00050,101,2026-06-23,809,DAL1,0001,,SYSTEM,4500000164
5000001075,2026,4500000164,00060,101,2026-07-02,115,KCH1,0001,,WHUSER1,4500000164
5000001076,2026,4500000164,00060,105,2026-07-11,126,KCH1,0001,,RFSCAN,4500000164
5000001077,2026,4500000164,00060,103,2026-07-13,106,KCH1,REC1,,WHUSER2,4500000164
5000001078,2026,4500000165,00010,101,2026-06-12,4,PHX1,0001,,WHUSER2,4500000165
5000001079,2026,4500000165,00010,105,2026-06-23,41,PHX1,0001,,WHUSER2,4500000165
5000001080,2026,4500000165,00020,101,2026-08-11,1,MTY1,REC1,B62413,WHUSER1,4500000165
5000001081,2026,4500000165,00020,101,2026-08-13,11,MTY1,0001,B38026,WHUSER1,4500000165
5000001082,2026,4500000165,00020,101,2026-08-18,16,MTY1,0001,B65298,WHUSER1,4500000165
5000001083,2026,4500000165,00030,101,2026-07-11,3398,MTY1,0001,,WHUSER1,4500000165
5000001084,2026,4500000166,00010,101,2026-05-31,100,PHX1,0001,B95113,SYSTEM,4500000166
5000001085,2026,4500000167,00010,101,2026-03-25,1909,KCH1,0001,B27117,SYSTEM,4500000167
5000001086,2026,4500000167,00020,103,2026-03-26,168,MTY1,0001,,WHUSER1,4500000167
5000001087,2026,4500000167,00020,101,2026-04-02,819,MTY1,0001,,WHUSER2,4500000167
5000001088,2026,4500000167,00030,101,2026-05-30,365,PHX1,0001,,SYSTEM,4500000167
5000001089,2026,4500000167,00030,105,2026-05-24,1209,PHX1,0001,,WHUSER2,4500000167
5000001090,2026,4500000167,00040,101,2026-05-26,1232,PHX1,0001,,SYSTEM,4500000167
5000001091,2026,4500000167,00040,101,2026-03-04,872,PHX1,0001,,RFSCAN,4500000167
5000001092,2026,4500000167,00050,101,2026-05-03,10,PHX1,0001,,WHUSER1,4500000167
5000001093,2026,4500000167,00050,101,2026-05-08,6,PHX1,0001,,WHUSER2,4500000167
5000001094,2026,4500000167,00050,101,2026-05-21,12,PHX1,0001,,RFSCAN,4500000167
5000001095,2026,4500000167,00060,101,2026-05-23,11,KCH1,0001,,SYSTEM,4500000167
5000001096,2026,4500000167,00070,101,2026-05-18,68,PHX1,0001,,WHUSER1,4500000167
